"PID","HHID","h6q23_1","h6q23","wgt_X"
"P38301-003","H38301-04-01",1,2,2366.15893554688
"P38301-003","H38301-04-01",13,1,2366.15893554688
"P38301-004","H38301-04-01",17,2,2366.15893554688
"P38301-004","H38301-04-01",11,2,2366.15893554688
"P38301-003","H38301-04-01",8,1,2366.15893554688
"P38301-004","H38301-04-01",8,2,2366.15893554688
"P38301-004","H38301-04-01",18,2,2366.15893554688
"P38301-004","H38301-04-01",7,2,2366.15893554688
"P38301-003","H38301-04-01",11,2,2366.15893554688
"P38301-003","H38301-04-01",6,2,2366.15893554688
"P38301-003","H38301-04-01",12,2,2366.15893554688
"P38301-004","H38301-04-01",15,2,2366.15893554688
"P38301-003","H38301-04-01",17,2,2366.15893554688
"P38301-003","H38301-04-01",99,2,2366.15893554688
"P38301-003","H38301-04-01",18,2,2366.15893554688
"P38301-004","H38301-04-01",6,2,2366.15893554688
"P38301-004","H38301-04-01",12,2,2366.15893554688
"P38301-004","H38301-04-01",1,2,2366.15893554688
"P38302-006","H38302-04-01",16,2,2366.15893554688
"P38302-006","H38302-04-01",7,2,2366.15893554688
"P38302-006","H38302-04-01",15,1,2366.15893554688
"P38302-006","H38302-04-01",12,2,2366.15893554688
"P38302-006","H38302-04-01",13,2,2366.15893554688
"P38302-006","H38302-04-01",17,2,2366.15893554688
"P38302-006","H38302-04-01",99,2,2366.15893554688
"P38302-006","H38302-04-01",6,2,2366.15893554688
"P38302-006","H38302-04-01",19,2,2366.15893554688
"P38302-006","H38302-04-01",11,2,2366.15893554688
"P38302-006","H38302-04-01",1,2,2366.15893554688
"P38302-006","H38302-04-01",18,2,2366.15893554688
"P38302-006","H38302-04-01",14,2,2366.15893554688
"P38302-006","H38302-04-01",8,1,2366.15893554688
"P38302-006","H38302-04-01",2,1,2366.15893554688
"P38309-003","H38309-04-01",6,2,2366.15893554688
"P38309-003","H38309-04-01",2,2,2366.15893554688
"P38309-003","H38309-04-01",16,1,2366.15893554688
"P38309-003","H38309-04-01",11,2,2366.15893554688
"P38309-003","H38309-04-01",18,2,2366.15893554688
"P38309-003","H38309-04-01",13,2,2366.15893554688
"P38309-003","H38309-04-01",1,2,2366.15893554688
"P38309-003","H38309-04-01",99,2,2366.15893554688
"P38309-003","H38309-04-01",7,2,2366.15893554688
"P38309-003","H38309-04-01",12,2,2366.15893554688
"P38309-003","H38309-04-01",17,2,2366.15893554688
"P38309-003","H38309-04-01",19,2,2366.15893554688
"P38309-003","H38309-04-01",15,2,2366.15893554688
"P38309-003","H38309-04-01",14,2,2366.15893554688
"P38309-003","H38309-04-01",8,1,2366.15893554688
"P38405-006","H38405-04-01",1,2,2472.08251953125
"P38405-006","H38405-04-01",12,2,2472.08251953125
"P38405-006","H38405-04-01",16,1,2472.08251953125
"P38405-006","H38405-04-01",11,2,2472.08251953125
"P38405-006","H38405-04-01",19,2,2472.08251953125
"P38405-006","H38405-04-01",7,2,2472.08251953125
"P38405-006","H38405-04-01",17,2,2472.08251953125
"P38405-006","H38405-04-01",18,2,2472.08251953125
"P38405-006","H38405-04-01",8,2,2472.08251953125
"P38405-006","H38405-04-01",2,2,2472.08251953125
"P38405-006","H38405-04-01",13,2,2472.08251953125
"P38405-006","H38405-04-01",15,2,2472.08251953125
"P38405-006","H38405-04-01",99,2,2472.08251953125
"P38405-006","H38405-04-01",14,2,2472.08251953125
"P38405-006","H38405-04-01",6,2,2472.08251953125
"P38407-007","H38407-04-01",2,1,2472.08251953125
"P38407-007","H38407-04-01",18,2,2472.08251953125
"P38407-007","H38407-04-01",12,2,2472.08251953125
"P38407-007","H38407-04-01",11,2,2472.08251953125
"P38407-007","H38407-04-01",19,2,2472.08251953125
"P38407-007","H38407-04-01",8,2,2472.08251953125
"P38407-007","H38407-04-01",13,2,2472.08251953125
"P38407-007","H38407-04-01",16,2,2472.08251953125
"P38407-007","H38407-04-01",14,2,2472.08251953125
"P38407-007","H38407-04-01",17,2,2472.08251953125
"P38407-007","H38407-04-01",15,2,2472.08251953125
"P38407-007","H38407-04-01",7,1,2472.08251953125
"P38407-007","H38407-04-01",6,2,2472.08251953125
"P38407-007","H38407-04-01",99,2,2472.08251953125
"P38407-007","H38407-04-01",1,2,2472.08251953125
"P38504-003","H38504-04-01",6,2,326.926422119141
"P38504-003","H38504-04-01",13,2,326.926422119141
"P38504-003","H38504-04-01",15,2,326.926422119141
"P38504-003","H38504-04-01",17,2,326.926422119141
"P38504-003","H38504-04-01",16,2,326.926422119141
"P38504-003","H38504-04-01",99,2,326.926422119141
"P38504-003","H38504-04-01",2,2,326.926422119141
"P38504-003","H38504-04-01",14,2,326.926422119141
"P38504-003","H38504-04-01",1,2,326.926422119141
"P38504-003","H38504-04-01",11,1,326.926422119141
"P38504-003","H38504-04-01",19,2,326.926422119141
"P38504-003","H38504-04-01",18,2,326.926422119141
"P38504-003","H38504-04-01",7,2,326.926422119141
"P38504-003","H38504-04-01",12,2,326.926422119141
"P38504-003","H38504-04-01",8,2,326.926422119141
"P38505-012","H38505-04-01",19,2,326.926422119141
"P38505-012","H38505-04-01",1,2,326.926422119141
"P38505-012","H38505-04-01",13,2,326.926422119141
"P38505-012","H38505-04-01",14,2,326.926422119141
"P38505-012","H38505-04-01",8,1,326.926422119141
"P38505-012","H38505-04-01",15,2,326.926422119141
"P38505-012","H38505-04-01",6,2,326.926422119141
"P38505-012","H38505-04-01",17,2,326.926422119141
"P38505-012","H38505-04-01",18,2,326.926422119141
"P38505-012","H38505-04-01",12,2,326.926422119141
"P38505-012","H38505-04-01",16,1,326.926422119141
"P38505-012","H38505-04-01",2,2,326.926422119141
"P38505-012","H38505-04-01",11,2,326.926422119141
"P38505-012","H38505-04-01",99,2,326.926422119141
"P38505-012","H38505-04-01",7,2,326.926422119141
"P38803-008","H38803-04-01",18,2,2706.57373046875
"P38803-008","H38803-04-01",1,2,2706.57373046875
"P38803-008","H38803-04-01",11,2,2706.57373046875
"P38803-008","H38803-04-01",8,2,2706.57373046875
"P38803-008","H38803-04-01",99,2,2706.57373046875
"P38803-008","H38803-04-01",7,2,2706.57373046875
"P38803-008","H38803-04-01",14,2,2706.57373046875
"P38803-008","H38803-04-01",12,2,2706.57373046875
"P38803-008","H38803-04-01",2,2,2706.57373046875
"P38803-008","H38803-04-01",6,1,2706.57373046875
"P38803-008","H38803-04-01",13,2,2706.57373046875
"P38803-008","H38803-04-01",17,2,2706.57373046875
"P38803-008","H38803-04-01",16,2,2706.57373046875
"P38803-008","H38803-04-01",19,2,2706.57373046875
"P38803-008","H38803-04-01",15,2,2706.57373046875
"P38809-003","H38809-04-01",7,2,2706.57373046875
"P38809-003","H38809-04-01",16,2,2706.57373046875
"P38809-003","H38809-04-01",99,2,2706.57373046875
"P38809-003","H38809-04-01",18,2,2706.57373046875
"P38809-003","H38809-04-01",14,2,2706.57373046875
"P38809-003","H38809-04-01",19,1,2706.57373046875
"P38809-003","H38809-04-01",13,2,2706.57373046875
"P38809-003","H38809-04-01",15,2,2706.57373046875
"P38809-003","H38809-04-01",6,2,2706.57373046875
"P38809-003","H38809-04-01",11,2,2706.57373046875
"P38809-003","H38809-04-01",2,2,2706.57373046875
"P38809-003","H38809-04-01",1,2,2706.57373046875
"P38809-003","H38809-04-01",8,2,2706.57373046875
"P38809-003","H38809-04-01",17,2,2706.57373046875
"P38809-003","H38809-04-01",12,2,2706.57373046875
"P38901-005","H38901-04-01",14,1,959.520629882813
"P38901-005","H38901-04-01",6,2,959.520629882813
"P38901-005","H38901-04-01",1,2,959.520629882813
"P38901-005","H38901-04-01",19,2,959.520629882813
"P38901-005","H38901-04-01",18,2,959.520629882813
"P38901-005","H38901-04-01",99,2,959.520629882813
"P38901-005","H38901-04-01",2,2,959.520629882813
"P38901-005","H38901-04-01",11,2,959.520629882813
"P38901-005","H38901-04-01",7,2,959.520629882813
"P38901-005","H38901-04-01",13,2,959.520629882813
"P38901-005","H38901-04-01",8,2,959.520629882813
"P38901-005","H38901-04-01",16,2,959.520629882813
"P38901-005","H38901-04-01",15,2,959.520629882813
"P38901-005","H38901-04-01",17,2,959.520629882813
"P38901-005","H38901-04-01",12,2,959.520629882813
"P38902-002","H38902-04-01",99,2,959.520629882813
"P38902-002","H38902-04-01",11,2,959.520629882813
"P38902-002","H38902-04-01",6,2,959.520629882813
"P38902-002","H38902-04-01",14,2,959.520629882813
"P38902-002","H38902-04-01",7,2,959.520629882813
"P38902-002","H38902-04-01",17,2,959.520629882813
"P38902-002","H38902-04-01",13,2,959.520629882813
"P38902-002","H38902-04-01",8,2,959.520629882813
"P38902-002","H38902-04-01",12,2,959.520629882813
"P38902-002","H38902-04-01",15,2,959.520629882813
"P38902-002","H38902-04-01",1,2,959.520629882813
"P38902-002","H38902-04-01",19,2,959.520629882813
"P38902-002","H38902-04-01",2,2,959.520629882813
"P38902-002","H38902-04-01",16,1,959.520629882813
"P38902-002","H38902-04-01",18,2,959.520629882813
"P39005-005","H39005-04-01",13,2,1330.84216308594
"P39005-005","H39005-04-01",12,2,1330.84216308594
"P39005-005","H39005-04-01",7,2,1330.84216308594
"P39005-005","H39005-04-01",99,2,1330.84216308594
"P39005-005","H39005-04-01",2,2,1330.84216308594
"P39005-005","H39005-04-01",8,2,1330.84216308594
"P39005-005","H39005-04-01",14,2,1330.84216308594
"P39005-005","H39005-04-01",6,2,1330.84216308594
"P39005-005","H39005-04-01",16,1,1330.84216308594
"P39005-005","H39005-04-01",17,2,1330.84216308594
"P39005-005","H39005-04-01",19,2,1330.84216308594
"P39005-005","H39005-04-01",11,2,1330.84216308594
"P39005-005","H39005-04-01",15,2,1330.84216308594
"P39005-005","H39005-04-01",18,2,1330.84216308594
"P39005-005","H39005-04-01",1,2,1330.84216308594
"P39104-004","H39104-04-01",13,2,3899.56103515625
"P39104-004","H39104-04-01",19,2,3899.56103515625
"P39104-004","H39104-04-01",18,2,3899.56103515625
"P39104-004","H39104-04-01",6,2,3899.56103515625
"P39104-004","H39104-04-01",14,2,3899.56103515625
"P39104-004","H39104-04-01",15,2,3899.56103515625
"P39104-004","H39104-04-01",7,2,3899.56103515625
"P39104-004","H39104-04-01",16,2,3899.56103515625
"P39104-004","H39104-04-01",2,2,3899.56103515625
"P39104-004","H39104-04-01",11,2,3899.56103515625
"P39104-004","H39104-04-01",12,2,3899.56103515625
"P39104-004","H39104-04-01",17,2,3899.56103515625
"P39104-004","H39104-04-01",8,1,3899.56103515625
"P39104-004","H39104-04-01",99,2,3899.56103515625
"P39104-004","H39104-04-01",1,1,3899.56103515625
"P39304-009","H39304-04-01",13,2,2549.3349609375
"P39304-009","H39304-04-01",15,2,2549.3349609375
"P39304-009","H39304-04-01",99,2,2549.3349609375
"P39304-009","H39304-04-01",8,2,2549.3349609375
"P39304-009","H39304-04-01",6,2,2549.3349609375
"P39304-009","H39304-04-01",19,2,2549.3349609375
"P39304-009","H39304-04-01",16,2,2549.3349609375
"P39304-009","H39304-04-01",17,2,2549.3349609375
"P39304-009","H39304-04-01",1,2,2549.3349609375
"P39304-009","H39304-04-01",2,1,2549.3349609375
"P39304-009","H39304-04-01",14,2,2549.3349609375
"P39304-009","H39304-04-01",7,2,2549.3349609375
"P39304-009","H39304-04-01",11,2,2549.3349609375
"P39304-009","H39304-04-01",18,2,2549.3349609375
"P39304-009","H39304-04-01",12,2,2549.3349609375
"P39307-008","H39307-04-01",7,2,2549.3349609375
"P39307-008","H39307-04-01",8,2,2549.3349609375
"P39307-008","H39307-04-01",17,2,2549.3349609375
"P39307-008","H39307-04-01",2,2,2549.3349609375
"P39307-008","H39307-04-01",19,2,2549.3349609375
"P39307-008","H39307-04-01",16,2,2549.3349609375
"P39307-008","H39307-04-01",1,2,2549.3349609375
"P39307-008","H39307-04-01",6,2,2549.3349609375
"P39307-008","H39307-04-01",18,2,2549.3349609375
"P39307-008","H39307-04-01",12,2,2549.3349609375
"P39307-008","H39307-04-01",15,2,2549.3349609375
"P39307-008","H39307-04-01",11,2,2549.3349609375
"P39307-008","H39307-04-01",99,2,2549.3349609375
"P39307-008","H39307-04-01",14,1,2549.3349609375
"P39307-008","H39307-04-01",13,2,2549.3349609375
"P39310-008","H39310-04-01",11,2,2549.3349609375
"P39310-008","H39310-04-01",13,2,2549.3349609375
"P39310-008","H39310-04-01",18,2,2549.3349609375
"P39310-008","H39310-04-01",12,2,2549.3349609375
"P39310-008","H39310-04-01",7,2,2549.3349609375
"P39310-008","H39310-04-01",16,2,2549.3349609375
"P39310-008","H39310-04-01",2,1,2549.3349609375
"P39310-008","H39310-04-01",1,2,2549.3349609375
"P39310-008","H39310-04-01",17,2,2549.3349609375
"P39310-008","H39310-04-01",6,2,2549.3349609375
"P39310-008","H39310-04-01",99,2,2549.3349609375
"P39310-008","H39310-04-01",14,2,2549.3349609375
"P39310-008","H39310-04-01",15,1,2549.3349609375
"P39310-008","H39310-04-01",19,2,2549.3349609375
"P39310-008","H39310-04-01",8,1,2549.3349609375
"P39403-003","H39403-04-01",14,2,911.797973632813
"P39403-003","H39403-04-01",6,2,911.797973632813
"P39403-003","H39403-04-01",16,1,911.797973632813
"P39403-003","H39403-04-01",13,2,911.797973632813
"P39403-003","H39403-04-01",99,2,911.797973632813
"P39403-003","H39403-04-01",17,2,911.797973632813
"P39403-003","H39403-04-01",2,2,911.797973632813
"P39403-003","H39403-04-01",12,2,911.797973632813
"P39403-003","H39403-04-01",11,2,911.797973632813
"P39403-003","H39403-04-01",19,2,911.797973632813
"P39403-003","H39403-04-01",1,2,911.797973632813
"P39403-003","H39403-04-01",8,1,911.797973632813
"P39403-003","H39403-04-01",15,2,911.797973632813
"P39403-003","H39403-04-01",7,2,911.797973632813
"P39403-003","H39403-04-01",18,2,911.797973632813
"P39503-010","H39503-04-01",99,2,1220.53100585938
"P39503-010","H39503-04-01",16,2,1220.53100585938
"P39503-009","H39503-04-01",1,2,1220.53100585938
"P39503-010","H39503-04-01",17,2,1220.53100585938
"P39503-010","H39503-04-01",15,2,1220.53100585938
"P39503-009","H39503-04-01",19,2,1220.53100585938
"P39503-010","H39503-04-01",1,2,1220.53100585938
"P39503-009","H39503-04-01",2,2,1220.53100585938
"P39503-009","H39503-04-01",15,2,1220.53100585938
"P39503-009","H39503-04-01",12,2,1220.53100585938
"P39503-009","H39503-04-01",99,2,1220.53100585938
"P39503-010","H39503-04-01",8,1,1220.53100585938
"P39503-009","H39503-04-01",16,2,1220.53100585938
"P39503-009","H39503-04-01",6,2,1220.53100585938
"P39503-009","H39503-04-01",17,2,1220.53100585938
"P39503-009","H39503-04-01",7,2,1220.53100585938
"P39503-010","H39503-04-01",6,2,1220.53100585938
"P39503-010","H39503-04-01",12,2,1220.53100585938
"P39503-009","H39503-04-01",18,2,1220.53100585938
"P39503-009","H39503-04-01",8,1,1220.53100585938
"P39503-009","H39503-04-01",13,2,1220.53100585938
"P39503-010","H39503-04-01",13,2,1220.53100585938
"P39503-009","H39503-04-01",14,2,1220.53100585938
"P39503-010","H39503-04-01",2,2,1220.53100585938
"P39503-010","H39503-04-01",7,2,1220.53100585938
"P39503-010","H39503-04-01",19,2,1220.53100585938
"P39503-009","H39503-04-01",11,2,1220.53100585938
"P39503-010","H39503-04-01",18,2,1220.53100585938
"P39503-010","H39503-04-01",11,2,1220.53100585938
"P39503-010","H39503-04-01",14,2,1220.53100585938
"P39504-003","H39504-04-01",19,2,1220.53100585938
"P39504-003","H39504-04-01",8,2,1220.53100585938
"P39504-003","H39504-04-01",16,2,1220.53100585938
"P39504-003","H39504-04-01",13,2,1220.53100585938
"P39504-003","H39504-04-01",11,2,1220.53100585938
"P39504-003","H39504-04-01",12,2,1220.53100585938
"P39504-003","H39504-04-01",99,2,1220.53100585938
"P39504-003","H39504-04-01",14,2,1220.53100585938
"P39504-003","H39504-04-01",17,2,1220.53100585938
"P39504-003","H39504-04-01",1,2,1220.53100585938
"P39504-003","H39504-04-01",7,2,1220.53100585938
"P39504-003","H39504-04-01",15,2,1220.53100585938
"P39504-003","H39504-04-01",6,2,1220.53100585938
"P39504-003","H39504-04-01",18,2,1220.53100585938
"P39504-003","H39504-04-01",2,1,1220.53100585938
"P39507-006","H39507-04-01",14,2,1220.53100585938
"P39507-006","H39507-04-01",11,2,1220.53100585938
"P39507-006","H39507-04-01",15,2,1220.53100585938
"P39507-006","H39507-04-01",2,2,1220.53100585938
"P39507-006","H39507-04-01",99,2,1220.53100585938
"P39507-006","H39507-04-01",6,2,1220.53100585938
"P39507-006","H39507-04-01",18,2,1220.53100585938
"P39507-006","H39507-04-01",16,1,1220.53100585938
"P39507-006","H39507-04-01",8,1,1220.53100585938
"P39507-006","H39507-04-01",19,2,1220.53100585938
"P39507-006","H39507-04-01",7,2,1220.53100585938
"P39507-006","H39507-04-01",12,2,1220.53100585938
"P39507-006","H39507-04-01",13,2,1220.53100585938
"P39507-006","H39507-04-01",1,2,1220.53100585938
"P39507-006","H39507-04-01",17,2,1220.53100585938
"P39602-007","H39602-04-01",14,2,1151.29089355469
"P39602-007","H39602-04-01",2,1,1151.29089355469
"P39602-007","H39602-04-01",17,2,1151.29089355469
"P39602-007","H39602-04-01",8,2,1151.29089355469
"P39602-007","H39602-04-01",99,2,1151.29089355469
"P39602-007","H39602-04-01",19,2,1151.29089355469
"P39602-007","H39602-04-01",15,2,1151.29089355469
"P39602-007","H39602-04-01",12,2,1151.29089355469
"P39602-007","H39602-04-01",11,2,1151.29089355469
"P39602-007","H39602-04-01",13,2,1151.29089355469
"P39602-007","H39602-04-01",16,2,1151.29089355469
"P39602-007","H39602-04-01",6,2,1151.29089355469
"P39602-007","H39602-04-01",18,2,1151.29089355469
"P39602-007","H39602-04-01",7,2,1151.29089355469
"P39602-007","H39602-04-01",1,2,1151.29089355469
"P39605-008","H39605-04-01",14,2,1151.29089355469
"P39605-008","H39605-04-01",18,2,1151.29089355469
"P39605-008","H39605-04-01",99,2,1151.29089355469
"P39605-008","H39605-04-01",8,2,1151.29089355469
"P39605-008","H39605-04-01",1,2,1151.29089355469
"P39605-008","H39605-04-01",2,2,1151.29089355469
"P39605-008","H39605-04-01",17,2,1151.29089355469
"P39605-008","H39605-04-01",13,2,1151.29089355469
"P39605-008","H39605-04-01",15,2,1151.29089355469
"P39605-008","H39605-04-01",16,2,1151.29089355469
"P39605-008","H39605-04-01",7,2,1151.29089355469
"P39605-008","H39605-04-01",19,2,1151.29089355469
"P39605-008","H39605-04-01",11,2,1151.29089355469
"P39605-008","H39605-04-01",6,1,1151.29089355469
"P39605-008","H39605-04-01",12,2,1151.29089355469
"P39606-005","H39606-04-01",6,2,1151.29089355469
"P39606-005","H39606-04-01",19,2,1151.29089355469
"P39606-005","H39606-04-01",13,2,1151.29089355469
"P39606-005","H39606-04-01",15,2,1151.29089355469
"P39606-005","H39606-04-01",2,2,1151.29089355469
"P39606-005","H39606-04-01",8,2,1151.29089355469
"P39606-005","H39606-04-01",99,2,1151.29089355469
"P39606-005","H39606-04-01",11,2,1151.29089355469
"P39606-005","H39606-04-01",17,2,1151.29089355469
"P39606-005","H39606-04-01",7,2,1151.29089355469
"P39606-005","H39606-04-01",1,1,1151.29089355469
"P39606-005","H39606-04-01",14,2,1151.29089355469
"P39606-005","H39606-04-01",12,2,1151.29089355469
"P39606-005","H39606-04-01",16,2,1151.29089355469
"P39606-005","H39606-04-01",18,2,1151.29089355469
"P39803-002","H39803-04-01",17,2,1933.7021484375
"P39803-002","H39803-04-01",99,2,1933.7021484375
"P39803-002","H39803-04-01",14,2,1933.7021484375
"P39803-002","H39803-04-01",19,2,1933.7021484375
"P39803-002","H39803-04-01",8,2,1933.7021484375
"P39803-002","H39803-04-01",12,2,1933.7021484375
"P39803-002","H39803-04-01",13,2,1933.7021484375
"P39803-002","H39803-04-01",7,2,1933.7021484375
"P39803-002","H39803-04-01",15,2,1933.7021484375
"P39803-002","H39803-04-01",16,2,1933.7021484375
"P39803-002","H39803-04-01",11,2,1933.7021484375
"P39803-002","H39803-04-01",1,2,1933.7021484375
"P39803-002","H39803-04-01",6,2,1933.7021484375
"P39803-002","H39803-04-01",2,1,1933.7021484375
"P39803-002","H39803-04-01",18,2,1933.7021484375
"P39902-009","H39902-04-01",15,2,1611.22216796875
"P39902-009","H39902-04-01",99,2,1611.22216796875
"P39902-009","H39902-04-01",12,2,1611.22216796875
"P39902-009","H39902-04-01",14,2,1611.22216796875
"P39902-009","H39902-04-01",1,2,1611.22216796875
"P39902-009","H39902-04-01",18,2,1611.22216796875
"P39902-009","H39902-04-01",11,2,1611.22216796875
"P39902-009","H39902-04-01",2,1,1611.22216796875
"P39902-009","H39902-04-01",19,2,1611.22216796875
"P39902-009","H39902-04-01",8,2,1611.22216796875
"P39902-009","H39902-04-01",6,2,1611.22216796875
"P39902-009","H39902-04-01",13,2,1611.22216796875
"P39902-009","H39902-04-01",7,2,1611.22216796875
"P39902-009","H39902-04-01",16,2,1611.22216796875
"P39902-009","H39902-04-01",17,2,1611.22216796875
"P39903-009","H39903-04-01",19,2,1611.22216796875
"P39903-009","H39903-04-01",11,2,1611.22216796875
"P39903-009","H39903-04-01",99,2,1611.22216796875
"P39903-009","H39903-04-01",17,2,1611.22216796875
"P39903-009","H39903-04-01",13,2,1611.22216796875
"P39903-009","H39903-04-01",2,1,1611.22216796875
"P39903-009","H39903-04-01",7,2,1611.22216796875
"P39903-009","H39903-04-01",18,2,1611.22216796875
"P39903-009","H39903-04-01",12,2,1611.22216796875
"P39903-009","H39903-04-01",8,2,1611.22216796875
"P39903-009","H39903-04-01",14,2,1611.22216796875
"P39903-009","H39903-04-01",6,2,1611.22216796875
"P39903-009","H39903-04-01",1,2,1611.22216796875
"P39903-009","H39903-04-01",15,2,1611.22216796875
"P39903-009","H39903-04-01",16,2,1611.22216796875
"P40001-003","H40001-04-01",16,2,1763.8642578125
"P40001-003","H40001-04-01",12,2,1763.8642578125
"P40001-003","H40001-04-01",17,2,1763.8642578125
"P40001-003","H40001-04-01",18,2,1763.8642578125
"P40001-003","H40001-04-01",1,1,1763.8642578125
"P40001-003","H40001-04-01",7,2,1763.8642578125
"P40001-003","H40001-04-01",13,2,1763.8642578125
"P40001-003","H40001-04-01",15,2,1763.8642578125
"P40001-003","H40001-04-01",11,2,1763.8642578125
"P40001-003","H40001-04-01",14,2,1763.8642578125
"P40001-003","H40001-04-01",19,2,1763.8642578125
"P40001-003","H40001-04-01",8,2,1763.8642578125
"P40001-003","H40001-04-01",99,2,1763.8642578125
"P40001-003","H40001-04-01",6,2,1763.8642578125
"P40001-003","H40001-04-01",2,1,1763.8642578125
"P40006-004","H40006-04-01",15,2,1763.8642578125
"P40006-004","H40006-04-01",8,1,1763.8642578125
"P40006-004","H40006-04-01",12,2,1763.8642578125
"P40006-004","H40006-04-01",13,2,1763.8642578125
"P40006-004","H40006-04-01",19,2,1763.8642578125
"P40006-004","H40006-04-01",16,2,1763.8642578125
"P40006-004","H40006-04-01",2,2,1763.8642578125
"P40006-004","H40006-04-01",11,2,1763.8642578125
"P40006-004","H40006-04-01",14,2,1763.8642578125
"P40006-004","H40006-04-01",17,2,1763.8642578125
"P40006-004","H40006-04-01",7,2,1763.8642578125
"P40006-004","H40006-04-01",1,2,1763.8642578125
"P40006-004","H40006-04-01",6,2,1763.8642578125
"P40006-004","H40006-04-01",99,2,1763.8642578125
"P40006-004","H40006-04-01",18,2,1763.8642578125
"P40008-005","H40008-04-01",1,2,1763.8642578125
"P40008-005","H40008-04-01",14,2,1763.8642578125
"P40008-005","H40008-04-01",18,2,1763.8642578125
"P40008-005","H40008-04-01",2,2,1763.8642578125
"P40008-005","H40008-04-01",13,2,1763.8642578125
"P40008-005","H40008-04-01",6,2,1763.8642578125
"P40008-005","H40008-04-01",19,2,1763.8642578125
"P40008-005","H40008-04-01",15,2,1763.8642578125
"P40008-005","H40008-04-01",8,1,1763.8642578125
"P40008-005","H40008-04-01",16,2,1763.8642578125
"P40008-005","H40008-04-01",7,2,1763.8642578125
"P40008-005","H40008-04-01",11,2,1763.8642578125
"P40008-005","H40008-04-01",12,2,1763.8642578125
"P40008-005","H40008-04-01",99,2,1763.8642578125
"P40008-005","H40008-04-01",17,2,1763.8642578125
"P40103-008","H40103-04-01",6,2,4319.05126953125
"P40103-008","H40103-04-01",12,2,4319.05126953125
"P40103-008","H40103-04-01",16,2,4319.05126953125
"P40103-008","H40103-04-01",8,2,4319.05126953125
"P40103-008","H40103-04-01",14,2,4319.05126953125
"P40103-008","H40103-04-01",11,2,4319.05126953125
"P40103-008","H40103-04-01",13,2,4319.05126953125
"P40103-008","H40103-04-01",7,2,4319.05126953125
"P40103-008","H40103-04-01",99,2,4319.05126953125
"P40103-008","H40103-04-01",19,2,4319.05126953125
"P40103-008","H40103-04-01",15,2,4319.05126953125
"P40103-008","H40103-04-01",17,2,4319.05126953125
"P40103-008","H40103-04-01",18,2,4319.05126953125
"P40103-008","H40103-04-01",1,2,4319.05126953125
"P40103-008","H40103-04-01",2,1,4319.05126953125
"P40107-005","H40107-04-01",14,2,4319.05126953125
"P40107-005","H40107-04-01",99,2,4319.05126953125
"P40107-005","H40107-04-01",12,2,4319.05126953125
"P40107-005","H40107-04-01",17,2,4319.05126953125
"P40107-005","H40107-04-01",7,2,4319.05126953125
"P40107-005","H40107-04-01",15,2,4319.05126953125
"P40107-005","H40107-04-01",13,2,4319.05126953125
"P40107-005","H40107-04-01",2,1,4319.05126953125
"P40107-005","H40107-04-01",18,2,4319.05126953125
"P40107-005","H40107-04-01",16,2,4319.05126953125
"P40107-005","H40107-04-01",1,2,4319.05126953125
"P40107-005","H40107-04-01",19,2,4319.05126953125
"P40107-005","H40107-04-01",6,2,4319.05126953125
"P40107-005","H40107-04-01",8,2,4319.05126953125
"P40107-005","H40107-04-01",11,2,4319.05126953125
"P40109-007","H40109-04-01",13,2,4319.05126953125
"P40109-007","H40109-04-01",17,2,4319.05126953125
"P40109-007","H40109-04-01",6,2,4319.05126953125
"P40109-007","H40109-04-01",14,2,4319.05126953125
"P40109-007","H40109-04-01",19,2,4319.05126953125
"P40109-007","H40109-04-01",2,2,4319.05126953125
"P40109-007","H40109-04-01",16,2,4319.05126953125
"P40109-007","H40109-04-01",1,1,4319.05126953125
"P40109-007","H40109-04-01",18,2,4319.05126953125
"P40109-007","H40109-04-01",8,1,4319.05126953125
"P40109-007","H40109-04-01",15,2,4319.05126953125
"P40109-007","H40109-04-01",7,2,4319.05126953125
"P40109-007","H40109-04-01",12,2,4319.05126953125
"P40109-007","H40109-04-01",11,2,4319.05126953125
"P40109-007","H40109-04-01",99,2,4319.05126953125
"P40209-007","H40209-04-01",18,2,3219.75244140625
"P40209-007","H40209-04-01",13,2,3219.75244140625
"P40209-007","H40209-04-01",2,2,3219.75244140625
"P40209-007","H40209-04-01",14,2,3219.75244140625
"P40209-007","H40209-04-01",8,1,3219.75244140625
"P40209-007","H40209-04-01",17,2,3219.75244140625
"P40209-007","H40209-04-01",6,2,3219.75244140625
"P40209-007","H40209-04-01",1,2,3219.75244140625
"P40209-007","H40209-04-01",12,2,3219.75244140625
"P40209-007","H40209-04-01",99,2,3219.75244140625
"P40209-007","H40209-04-01",7,2,3219.75244140625
"P40209-007","H40209-04-01",16,2,3219.75244140625
"P40209-007","H40209-04-01",11,2,3219.75244140625
"P40209-007","H40209-04-01",15,2,3219.75244140625
"P40209-007","H40209-04-01",19,1,3219.75244140625
"P40210-009","H40210-04-01",11,2,3219.75244140625
"P40210-009","H40210-04-01",8,2,3219.75244140625
"P40210-009","H40210-04-01",14,2,3219.75244140625
"P40210-009","H40210-04-01",6,2,3219.75244140625
"P40210-009","H40210-04-01",17,2,3219.75244140625
"P40210-009","H40210-04-01",1,2,3219.75244140625
"P40210-009","H40210-04-01",18,2,3219.75244140625
