"HHID","h9q0","h9q1","h9q2","h9q3","h9q4","h9q5","h9q6","h9q7","h9q8","h9q9a","h9q9b","h9q10","h9q11b","h9q12","h9q13","h9q14","h9q15a","h9q15b","h9q15c","h9q16","h9q17","h9q18","h9q19","h9q20","h9q21","h9q22","h9q22a","h9q22b","h9q23","wgt_X"
"H36203-04-01",3,10,10,4,10,12,13,12,6,5,5,0.300000011920929,10,1,1,15000,"P36203-004","P36203-005","P36203-007",2,4,1,1,1,5,12,1,2,1,1136.32202148438
"H36204-04-01",3,10,10,1,10,16,14,12,6,5,5,0.200000002980232,5,1,1,3000,"P36204-001",,,1,2,2,1,1,5,17,,,,1136.32202148438
"H36205-04-01",2,10,10,2,10,12,13,12,2,10,2,0.100000001490116,7,1,1,15000,"P36205-004","P36205-003","P36205-005",2,4,1,1,1,2,12,2,,1,1136.32202148438
"H36206-04-01",3,10,10,3,10,12,13,14,6,35,6,1,7,1,2,2000,"P36206-004","P36206-006","P36206-005",1,3,1,1,1,5,13,2,,1,1136.32202148438
"H36207-04-01",3,10,10,1,10,12,14,14,6,8,0,0.100000001490116,3,1,2,1000,"P36207-002","Z01","Z02",1,4,1,1,1,5,13,1,1,1,1136.32202148438
"H36208-04-01",3,10,10,3,10,12,13,14,6,30,7,0.600000023841858,6,1,2,2000,"P36208-005","P36208-004","P36208-006",1,4,1,1,3,5,12,2,,1,1136.32202148438
"H36209-04-01",3,10,10,3,10,12,14,12,6,5,2,0.100000001490116,10,1,1,12000,"P36209-008","P36209-005","P36209-009",1,4,1,1,1,3,13,2,,1,1136.32202148438
"H36210-04-01",3,10,10,5,10,12,13,14,6,10,5,0.300000011920929,15,2,,,"P36210-010","P36210-006","P36210-009",1,4,2,1,1,5,11,2,,3,1136.32202148438
"H36301-04-01",3,15,16,2,10,10,13,12,6,5,5,0.200000002980232,80,1,1,15000,"P36301-002",,,9,2,2,1,9,5,11,1,4,1,3302.39892578125
"H36302-04-01",3,15,16,1,10,12,13,11,,,,,4,1,2,12000,,,,9,2,2,1,,5,11,1,3,1,3302.39892578125
"H36303-04-01",3,15,16,1,10,12,13,11,,,,,1,1,1,10000,,,,9,2,2,1,,5,11,1,3,1,3302.39892578125
"H36304-04-01",3,11,10,3,10,12,13,10,,,,,3,1,1,10000,,,,2,4,1,1,,8,12,1,2,1,3302.39892578125
"H36305-04-01",3,10,10,3,10,10,13,10,,,,,4,1,1,10000,,,,2,8,2,1,,5,12,2,,1,3302.39892578125
"H36306-04-01",3,15,16,1,10,12,14,11,,,,,3,1,1,12000,,,,1,2,2,1,,5,11,1,1,1,3302.39892578125
"H36307-04-01",3,15,15,1,10,12,13,12,4,10,1,0.150000005960464,80,1,1,12000,"P36307-002","P36307-001",,2,1,3,1,2,2,11,1,3,1,3302.39892578125
"H36308-04-01",3,10,10,3,10,12,13,12,6,5,4,0.100000001490116,100,1,1,15000,"P36308-003","P36308-004","P36308-005",1,2,1,1,1,5,12,2,,1,3302.39892578125
"H36309-04-01",3,11,10,2,10,12,14,10,,,,,10,1,1,20000,,,,2,2,2,1,,5,12,2,,1,3302.39892578125
"H36310-04-01",3,15,15,1,10,12,13,12,6,6,10,0.100000001490116,1,1,1,9000,"P36310-001",,,2,2,2,1,2,8,12,2,,1,3302.39892578125
"H36401-04-01",2,10,10,1,15,16,14,15,,10,1,0.100000001490116,3,2,,,"P36401-002","P36401-003",,9,4,1,1,,5,13,2,,1,1878.69799804688
"H36402-04-01",3,10,10,1,10,12,14,15,,35,1,0.5,2,2,,,"P36402-001",,,1,4,1,1,,2,13,1,1,1,1878.69799804688
"H36403-04-01",3,10,10,4,15,14,14,15,,5,10,0.200000002980232,10,2,,,"P36403-001","P36403-003","P36403-004",1,4,1,1,,2,13,2,,1,1878.69799804688
"H36404-04-01",3,10,10,2,15,16,14,15,,10,3,0.200000002980232,5,2,,,"P36404-002","P36404-006","P36404-003",2,4,1,1,,5,13,2,,1,1878.69799804688
"H36405-04-01",3,10,10,3,10,10,13,15,,45,30,0.800000011920929,10,2,,,"P36405-001","P36405-007","P36405-006",1,3,1,1,,1,13,2,,1,1878.69799804688
"H36406-04-01",3,10,10,3,10,12,14,15,,15,4,0.5,10,2,,,"P36406-002","P36406-003","P36406-004",1,8,1,1,,5,13,2,,1,1878.69799804688
"H36407-04-01",3,10,10,1,15,14,14,15,,20,30,1,5,2,,,"P36407-002",,,1,4,1,1,,1,15,2,,1,1878.69799804688
"H36408-04-01",3,10,10,2,10,12,13,15,,10,8,0.300000011920929,7,2,,,"P36408-001","P36408-003","P36408-004",2,4,1,1,,5,13,2,,1,1878.69799804688
"H36409-04-01",3,10,10,2,10,12,14,15,,20,20,0.400000005960464,2,2,,,"P36409-002",,,1,4,1,1,,8,13,2,,1,1878.69799804688
"H36410-04-01",3,10,10,2,10,12,14,15,,7,3,0.100000001490116,5,2,,,"P36410-002","P36410-003","P36410-005",2,4,1,2,,5,13,2,,1,1878.69799804688
"H36501-04-01",3,10,10,2,15,14,14,14,5,20,10,0.600000023841858,5,2,,,"P36501-003","P36501-005","P36501-006",1,3,1,1,2,2,13,1,2,1,3002.18090820313
"H36502-04-01",3,10,10,4,15,14,14,14,5,20,10,1,20,2,,,"P36502-002","P36502-011","P36502-006",1,4,1,1,2,2,13,2,,1,3002.18090820313
"H36503-04-01",3,16,10,1,15,14,14,14,1,20,10,0.300000011920929,5,2,,,"P36503-002",,,1,4,1,1,1,2,14,1,1,1,3002.18090820313
"H36504-04-01",3,16,10,6,15,14,14,14,1,20,30,0.5,10,2,,,"P36504-001","P36504-004","P36504-005",1,4,1,1,1,2,13,2,,1,3002.18090820313
"H36505-04-01",1,16,10,3,15,14,14,14,6,15,5,0.200000002980232,20,1,2,2000,"P36505-006","P36505-010","P36505-011",1,2,1,1,1,2,15,2,,3,3002.18090820313
"H36506-04-01",3,10,10,2,10,12,13,14,6,20,60,0.400000005960464,15,2,,,"P36506-002","P36506-004","Z04",1,4,1,1,2,2,12,2,,1,3002.18090820313
"H36507-04-01",3,10,10,1,15,14,14,14,5,15,10,0.5,10,1,2,1000,"P36507-001","P36507-002",,1,4,1,1,1,2,13,1,1,1,3002.18090820313
"H36508-04-01",3,16,10,4,15,13,14,14,6,30,30,1,20,2,,,"P36508-002","P36508-003","P36508-012",1,4,1,1,1,2,13,2,,3,3002.18090820313
"H36509-04-01",1,16,10,8,15,12,14,14,4,40,8,0.200000002980232,5,1,2,2000,"P36509-002","P36509-009","P36509-006",1,4,1,1,1,2,13,1,3,1,3002.18090820313
"H36601-04-01",3,10,10,1,15,16,14,14,6,10,20,0.400000005960464,1,2,,,"Z01","Z02","Z04",9,4,1,1,2,1,13,1,2,1,2500.58227539063
"H36602-04-01",3,10,10,1,15,16,14,14,6,20,15,1,1,2,,,"P36602-001","P36602-002",,1,2,2,1,3,5,13,1,1,1,2500.58227539063
"H36603-04-01",3,10,10,1,15,16,14,14,6,80,20,1.5,4,2,,,"P36603-002","P36603-004",,1,2,1,1,2,1,17,,,,2500.58227539063
"H36604-04-01",3,14,11,1,10,12,13,14,6,10,10,0.300000011920929,1,2,,,"Z01","Z02","Z02",9,4,2,1,9,5,12,1,8,1,2500.58227539063
"H36605-04-01",3,10,10,4,15,16,14,14,5,25,20,0.5,20,2,,,"P36605-002","P36605-005","P36605-007",1,4,2,2,2,8,13,1,1,1,2500.58227539063
"H36606-04-01",3,10,10,2,15,16,14,14,6,15,2,0.25,2,2,,,"P36606-002","P36606-003",,9,4,1,1,1,5,13,2,,1,2500.58227539063
"H36607-04-01",3,10,10,1,10,16,14,14,6,1,30,1,3,2,,,"Z01","Z03","Z02",2,4,1,1,1,1,13,1,1,1,2500.58227539063
"H36608-04-01",3,11,11,2,10,12,13,14,96,20,6,1,5,1,2,1500,"P36608-002","P36608-003",,1,8,2,1,1,8,11,1,1,1,2500.58227539063
"H36609-04-01",3,10,10,1,15,16,14,14,6,10,1,0.25,3,2,,,"P36609-001","P36609-004","P36609-007",1,4,2,1,1,5,13,2,,1,2500.58227539063
"H36610-04-01",3,16,10,1,15,16,14,14,1,40,1,1,4,2,,,"P36610-001","P36610-001",,2,4,1,1,1,1,13,1,1,1,2500.58227539063
"H36701-04-01",3,10,10,4,10,12,13,14,6,8,3,0.5,15,1,2,1000,"P36701-007","P36701-004","P36701-008",1,4,1,1,1,2,11,2,,2,1059.42810058594
"H36702-04-01",3,10,10,3,10,12,14,14,6,30,10,2,20,1,2,1000,"P36702-001","P36702-005","P36702-006",1,4,1,1,3,2,13,2,,1,1059.42810058594
"H36703-04-01",3,10,16,2,10,12,13,22,,,,,1,1,8,9800,,,,1,4,8,1,,2,13,1,1,1,1059.42810058594
"H36704-04-01",2,10,10,2,10,12,14,20,,60,8,3.5,8,2,,,"P36704-003","P36704-004",,2,4,1,1,,3,13,2,,1,1059.42810058594
"H36705-04-01",2,10,10,3,10,12,13,14,2,15,20,0.400000005960464,15,1,2,5000,"P36705-002","P36705-010","P36705-008",2,2,1,1,1,2,11,2,,1,1059.42810058594
"H36706-04-01",3,16,10,1,15,16,14,15,,10,20,0.400000005960464,10,2,,,"P36706-001","P36706-002",,1,4,1,1,,5,13,2,,1,1059.42810058594
"H36707-04-01",3,10,10,2,10,12,14,15,,15,5,0.5,7,2,,,"P36707-003","P36707-004","P36707-002",9,4,1,1,,2,13,2,,1,1059.42810058594
"H36708-04-01",3,10,10,2,10,12,14,14,6,47,6,1.39999997615814,3,1,2,1000,"P36708-002","P36708-003","Z03",1,4,1,1,1,1,13,2,,1,1059.42810058594
"H36709-04-01",3,16,10,1,15,16,14,15,,8,5,0.200000002980232,6,2,,,"P36709-002","P36709-003",,9,4,1,1,,2,13,2,,1,1059.42810058594
"H36710-04-01",3,15,16,1,10,12,14,15,,15,5,0.300000011920929,3,2,,,"P36710-002",,,9,4,1,1,,2,17,,,,1059.42810058594
"H36801-04-01",2,11,16,2,15,16,14,17,2,20,0,0.699999988079071,4,2,,,"P36801-005","P36801-006",,2,1,1,1,3,2,13,2,,1,2047.62976074219
"H36802-04-01",2,16,10,3,15,16,14,17,2,10,0,0.300000011920929,5,2,,,"P36802-002","P36802-003","P36802-004",2,3,1,1,2,2,13,2,,1,2047.62976074219
"H36803-04-01",3,10,10,4,10,12,14,15,,30,30,2,15,1,8,15000,"Z03",,,2,4,1,2,,2,13,2,,1,2047.62976074219
"H36804-04-01",3,10,10,2,10,12,14,15,,120,60,4,5,2,,,"Z03",,,1,4,1,1,,1,13,1,4,1,2047.62976074219
"H36805-04-01",3,16,10,1,15,16,14,17,96,10,0,0,3,2,,,"P36805-002",,,2,1,1,1,2,2,12,2,,3,2047.62976074219
"H36806-04-01",3,10,10,1,10,12,14,17,96,120,0,4,20,2,,,"P36806-002",,,1,4,1,1,3,2,13,2,,1,2047.62976074219
"H36807-04-01",3,10,10,3,10,12,14,12,96,120,60,4,20,1,1,8000,"P36807-002","P36807-003","P36807-004",1,4,1,1,3,2,13,2,,1,2047.62976074219
"H36809-04-01",2,10,10,3,10,12,14,17,2,19,0,0.600000023841858,6,2,,,"P36809-004","P36809-003","P36809-005",2,1,1,1,2,2,13,2,,1,2047.62976074219
"H36810-04-01",3,16,12,1,15,16,14,17,6,1,1,0.300000011920929,7,2,,,"P36810-002",,,2,8,2,2,2,2,17,,,,2047.62976074219
"H36901-04-01",2,10,10,3,10,12,14,14,2,45,80,3,20,1,2,1000,"P36901-008","P36901-005","P36901-004",2,3,1,1,3,2,13,1,4,1,1252.86779785156
"H36902-04-01",3,10,10,3,10,16,14,17,1,15,1,1,5,2,,,"P36902-002","P36902-003","P36902-004",1,2,1,1,2,5,15,2,,1,1252.86779785156
"H36903-04-01",2,10,10,3,10,11,13,17,2,20,0,1.20000004768372,6,2,,,"Z03","Z04",,2,1,1,1,3,2,12,2,,2,1252.86779785156
"H36904-04-01",3,10,10,2,10,12,14,20,,30,30,1.5,10,2,,,"P36904-001","P36904-003","P36904-004",2,3,1,1,,3,15,1,3,1,1252.86779785156
"H36905-04-01",3,10,10,2,10,12,14,16,96,50,8,2,4,2,,,"P36905-002","P36905-003",,1,1,1,1,3,2,17,,,,1252.86779785156
"H36906-04-01",3,10,10,4,10,12,14,16,6,50,1,2,20,2,,,"P36906-010","P36906-005","P36906-006",1,4,1,1,2,1,13,2,,1,1252.86779785156
"H36907-04-01",3,10,10,1,10,16,14,15,,53,8,2,3,2,,,"P36907-002","P36907-003",,2,8,1,1,,5,15,2,,1,1252.86779785156
"H36908-04-01",3,10,10,1,10,12,14,16,6,100,0,4,20,2,,,"P36908-001",,,1,4,1,1,1,1,13,1,3,1,1252.86779785156
"H36909-04-01",3,10,10,1,10,16,14,14,6,30,5,0.5,4,2,,,"P36909-001","P36909-002",,9,4,1,1,1,2,13,1,2,1,1252.86779785156
"H36910-04-01",3,10,10,2,10,12,13,16,6,60,2,1.5,20,2,,,"P36910-004","P36910-002","P36910-003",1,4,1,1,2,1,13,1,1,1,1252.86779785156
"H37001-04-01",3,10,10,1,10,12,13,12,1,5,10,0,5,1,1,1800,"P37001-002","P37001-003","P37001-004",1,2,2,1,1,1,15,2,,2,3347.30493164063
"H37002-04-01",3,10,10,2,10,12,10,13,,,,,10,2,,,,,,1,4,1,1,,2,13,1,3,1,3347.30493164063
"H37003-04-01",2,11,10,2,10,16,14,14,2,30,2,0.699999988079071,7,2,,,"P37003-002","P37003-003","P37003-005",1,3,1,1,2,2,15,1,5,1,3347.30493164063
"H37004-04-01",3,10,10,1,10,16,14,14,6,10,5,0.100000001490116,5,1,2,500,"P37004-002",,,1,4,1,1,1,5,13,2,,1,3347.30493164063
"H37005-04-01",2,10,10,2,13,11,10,10,,,,,5,1,1,10000,,,,2,4,1,1,,2,11,2,,3,3347.30493164063
"H37006-04-01",3,10,10,4,10,12,13,10,,,,,5,1,1,15000,,,,1,2,2,1,,5,10,2,,3,3347.30493164063
"H37007-04-01",3,10,10,3,10,12,13,15,,10,30,0.5,5,2,,,"P37007-008","P37007-004",,1,4,1,1,,2,12,2,,1,3347.30493164063
"H37008-04-01",3,10,10,3,10,12,14,15,,10,1,0.200000002980232,5,2,,,"P37008-002","P37008-003","P37008-005",1,2,1,1,,5,17,,,,3347.30493164063
"H37009-04-01",3,10,10,4,10,12,14,15,,8,5,0.5,10,2,,,"P37009-004","P37009-005","P37009-006",2,4,2,1,,2,12,1,2,3,3347.30493164063
"H37010-04-01",2,11,15,1,10,14,14,16,4,75,6,3,3,2,,,"P37010-002",,,2,1,1,1,2,2,13,1,5,1,3347.30493164063
"H37101-04-01",1,16,10,2,15,14,14,14,96,30,20,1,10,1,2,1000,"P37101-001","P37101-002","P37101-003",1,4,1,1,2,2,12,2,,2,1267.58740234375
"H37102-04-01",3,16,10,3,15,14,14,14,1,30,30,0.5,20,1,2,1000,"P37102-003","P37102-004","P37102-005",1,4,1,1,2,2,14,2,,1,1267.58740234375
"H37103-04-01",1,11,10,1,10,11,10,14,6,90,8,0.5,5,2,,,"P37103-002",,,1,4,1,1,2,2,15,1,3,1,1267.58740234375
"H37104-04-01",1,16,10,2,15,14,14,14,96,30,10,0.5,10,1,2,1000,"P37104-001","P37104-004",,1,4,1,1,2,2,13,2,,2,1267.58740234375
"H37105-04-01",3,16,10,1,15,14,14,14,4,30,10,0.5,10,1,2,1000,"P37105-002",,,1,4,1,1,2,5,17,,,,1267.58740234375
"H37106-04-01",1,16,10,3,15,14,14,14,1,60,8,2,20,1,2,1000,"P37106-004","P37106-005","P37106-007",1,2,1,1,3,1,13,2,,1,1267.58740234375
"H37107-04-01",3,16,10,3,15,14,14,14,1,20,20,1.60000002384186,10,1,2,1000,"P37107-002","P37107-003","P37107-004",1,4,1,1,2,2,13,2,,1,1267.58740234375
"H37108-04-01",3,16,10,2,15,14,14,14,6,20,30,1.5,5,1,2,1000,"P37108-006","P37108-007","P37108-001",1,4,1,1,2,2,14,2,,1,1267.58740234375
"H37109-04-01",1,11,10,1,10,12,14,14,1,40,8,1,6,1,2,1000,"P37109-001","P37109-003","Z01",1,4,1,1,3,1,13,2,,1,1267.58740234375
"H37110-04-01",3,10,10,2,10,12,13,14,6,20,30,1.5,4,1,2,2000,"Z01","Z02",,2,4,1,1,3,2,12,2,,2,1267.58740234375
"H37201-04-01",3,10,10,3,10,16,14,15,,10,2,0.00999999977648258,3,2,,,"P37201-002","P37201-003","P37201-004",2,4,1,1,,5,13,2,,1,2853.9248046875
"H37202-04-01",3,10,10,2,10,16,14,15,,8,30,0.100000001490116,3,2,,,"P37202-002","P37202-003","P37202-005",1,4,1,2,,2,15,2,,1,2853.9248046875
"H37203-04-01",3,10,10,2,10,16,14,12,6,8,2,0.100000001490116,4,2,,,"P37203-002","P37203-003",,2,2,1,1,2,5,13,2,,1,2853.9248046875
"H37204-04-01",3,10,10,2,10,16,14,20,,10,5,0.200000002980232,3,2,,,"P37204-001","P37204-002","P37204-003",1,4,2,2,,5,13,2,,1,2853.9248046875
"H37205-04-01",3,10,10,2,10,16,14,15,,8,5,0.100000001490116,4,2,,,"P37205-002","P37205-003","P37205-004",1,4,1,2,,5,15,2,,1,2853.9248046875
"H37206-04-01",3,10,10,3,10,16,14,15,,10,2,0.00999999977648258,2,2,,,"P37206-002","P37206-004","P37206-006",9,4,1,1,,5,13,2,,1,2853.9248046875
"H37207-04-01",3,10,10,3,10,16,13,16,1,6,5,0.400000005960464,3,2,,,"P37207-004","P37207-005","P37207-006",2,4,1,1,1,2,13,2,,1,2853.9248046875
"H37208-04-01",3,10,10,2,10,16,14,15,,10,4,0.400000005960464,6,2,,,"P37208-001","P37208-002","P37208-003",1,4,1,1,,5,13,2,,1,2853.9248046875
"H37209-04-01",3,10,10,3,10,16,14,15,,12,1,0,5,2,,,"P37209-002","P37209-003","P37209-004",2,4,1,1,,5,13,2,,1,2853.9248046875
"H37210-04-01",1,10,10,3,10,16,14,15,,15,0,0,4,2,,,"P37210-001","P37210-002","P37210-003",1,4,1,2,,5,13,2,,1,2853.9248046875
"H37301-04-01",1,16,10,3,15,14,14,15,,90,0,3.20000004768372,30,2,,,"P37301-002","P37301-006","P37301-004",1,3,1,1,,2,13,1,3,3,2367.31103515625
"H37302-04-01",3,16,10,5,15,14,14,15,,60,5,1.5,20,2,,,"P37302-001","P37302-007","P37302-004",2,4,1,1,,2,13,1,3,1,2367.31103515625
"H37303-04-01",1,11,10,4,10,10,14,16,6,60,8,1.5,20,2,,,"P37303-003","P37303-004","P37303-005",1,4,2,1,2,1,13,1,2,1,2367.31103515625
"H37304-04-01",1,10,10,4,10,12,14,20,,60,30,1.60000002384186,20,1,2,5000,"P37304-003","P37304-005","P37304-004",1,4,1,1,,2,12,2,,1,2367.31103515625
"H37305-04-01",3,10,10,4,10,12,10,15,,40,20,1.5,20,2,,,"P37305-013","P37305-005","P37305-008",2,4,1,1,,1,13,2,,2,2367.31103515625
"H37306-04-01",3,16,10,1,15,14,14,15,,45,20,1.5,5,2,,,"P37306-002","P37306-001",,1,4,1,1,,1,12,2,,1,2367.31103515625
"H37307-04-01",1,10,10,2,10,12,14,15,,20,5,0.5,5,2,,,"P37307-002","Z03",,2,4,1,1,,2,13,2,,1,2367.31103515625
"H37308-04-01",3,16,10,1,15,14,14,15,,60,0,1,5,2,,,"P37308-001","Z04",,1,4,1,1,,1,12,1,1,1,2367.31103515625
"H37309-04-01",1,16,10,1,15,14,14,17,2,120,8,3,1.5,2,,,"P37309-001","P37309-002",,1,4,1,1,3,1,17,,,,2367.31103515625
"H37310-04-01",1,10,10,2,10,12,14,15,,30,8,0.300000011920929,5,2,,,"P37310-001","P37310-002",,2,8,1,1,,2,13,2,,1,2367.31103515625
"H37401-04-01",3,10,10,2,10,12,14,14,6,20,40,1.60000002384186,10,2,,,"P37401-010","P37401-013",,2,4,1,1,2,1,13,1,1,2,2993.59375
"H37402-04-01",3,11,15,1,10,12,13,18,,,,,2,1,1,15000,"Z03","Z03","Z03",1,2,2,1,,1,12,1,2,1,2993.59375
"H37403-04-01",3,10,10,2,10,12,14,14,6,1,5,0.0399999991059303,2,2,,,"P37403-003","P37403-001",,9,4,1,1,3,2,13,2,,1,2993.59375
"H37404-04-01",3,10,10,3,10,11,13,14,1,10,1,0,5,2,,,"P37404-002","P37404-004","P37404-005",2,4,1,1,1,1,12,2,,1,2993.59375
"H37405-04-01",1,16,10,1,15,16,14,14,1,25,1,0.5,4,2,,,"P37405-003","Z03","Z03",9,4,1,1,1,1,13,2,,1,2993.59375
"H37406-04-01",3,10,10,1,10,14,14,14,6,20,2,0.25,2,2,,,"P37406-002","P37406-003","Z01",1,4,1,1,1,1,15,2,,1,2993.59375
"H37407-04-01",3,10,10,3,10,96,14,14,6,3,2,0.200000002980232,2,2,,,"P37407-005","P37407-006","P37407-007",9,4,1,1,2,5,15,2,,1,2993.59375
"H37408-04-01",3,10,10,1,10,12,14,14,6,60,30,1,3,2,,,"P37408-001","P37408-002",,1,4,2,2,3,2,13,1,3,1,2993.59375
"H37409-04-01",3,10,10,2,10,12,13,14,6,5,2,0.100000001490116,1,2,,,"P37409-002","Z03",,1,4,1,1,1,5,13,2,,1,2993.59375
"H37410-04-01",3,10,10,2,10,12,14,14,6,30,30,0.400000005960464,3,2,,,"P37410-001","P37410-002","P37410-003",1,4,1,1,2,2,13,1,3,1,2993.59375
"H37501-04-01",3,10,10,2,10,16,14,14,6,30,10,0.699999988079071,5,2,,,"P37501-002","P37501-003","Z04",1,4,1,1,2,2,13,2,,1,544.481567382813
"H37502-04-01",1,10,10,3,10,16,14,15,,10,1,0,5,2,,,"P37502-002","P37502-003","P37502-007",1,4,1,1,,5,13,2,,1,544.481567382813
"H37503-04-01",1,10,10,2,10,16,14,14,6,15,1,0,4,2,,,"P37503-001","P37503-002","P37503-002",9,4,1,1,1,5,96,1,1,1,544.481567382813
"H37504-04-01",3,10,10,1,10,16,14,14,96,5,0,0.400000005960464,2,2,,,"P37504-001",,,2,4,1,1,1,5,13,1,2,2,544.481567382813
"H37505-04-01",3,10,10,4,10,16,14,14,6,15,10,0.200000002980232,100,2,,,"P37505-002","P37505-006","P37505-004",1,4,1,1,1,5,15,2,,1,544.481567382813
"H37506-04-01",3,10,10,2,10,12,13,14,6,5,5,0.0500000007450581,5,2,,,"P37506-003","P37506-004","P37506-005",1,4,2,2,1,5,12,2,,1,544.481567382813
"H37507-04-01",3,10,10,2,15,16,14,15,,30,2,0.400000005960464,4,2,,,"P37507-002","P37507-004","P37507-005",2,4,1,1,,5,13,2,,1,544.481567382813
"H37508-04-01",3,10,10,9,10,16,14,15,,20,2,0.25,5,2,,,"P37508-002","P37508-007","P37508-016",1,4,1,1,,5,13,2,,1,544.481567382813
"H37509-04-01",3,10,10,1,10,16,14,14,6,10,3,0.25,2,2,,,"P37509-002","Z01",,1,4,2,1,1,5,13,2,,1,544.481567382813
"H37510-04-01",3,10,10,3,10,16,14,14,6,60,30,1.60000002384186,10,2,,,"P37510-003","P37510-004","P37510-005",1,8,1,1,1,5,13,1,2,1,544.481567382813
"H37601-04-01",3,10,10,2,10,16,96,10,,,,,5,1,2,10000,,,,1,8,1,1,,8,13,2,,1,3280.814453125
"H37602-04-02",3,10,10,2,10,12,13,11,,,,,3,1,2,500,,,,1,3,1,1,,5,15,2,,1,3280.814453125
"H37603-04-01",3,10,10,2,10,96,14,14,6,10,50,0.200000002980232,3,2,,,"P37603-001","P37603-002","P37603-003",1,4,8,1,1,2,13,2,,1,3280.814453125
"H37604-04-01",3,10,10,1,10,16,14,12,1,10,1,0,1,1,2,1500,"P37604-001","P37604-002",,1,4,2,1,1,1,14,2,,1,3280.814453125
"H37605-04-01",3,10,10,2,10,16,14,10,,,,,5,2,,,,,,2,4,2,1,,5,12,2,,1,3280.814453125
"H37606-04-01",3,10,10,4,10,14,14,12,3,40,1,2,5,1,2,1000,"P37606-002","P37606-004","P37606-005",1,4,1,1,1,2,13,2,,1,3280.814453125
"H37607-04-01",3,10,10,1,10,16,14,12,6,5,1,0,1,1,2,1500,"P37607-001",,,1,4,1,1,1,5,13,2,,1,3280.814453125
"H37608-04-01",3,10,10,2,10,12,13,12,6,4,1,0.00999999977648258,4,1,2,5000,"P37608-002","P37608-004","P37608-003",1,8,2,2,2,3,15,1,1,1,3280.814453125
"H37609-04-01",3,10,10,2,10,16,14,12,6,10,5,0,5,1,1,2000,"P37609-001","P37609-002",,1,2,1,1,1,2,15,1,1,1,3280.814453125
"H37610-04-01",1,10,10,4,10,16,14,20,,10,2,0.200000002980232,20,1,1,2000,"P37610-002","P37610-004","P37610-005",2,2,1,1,,1,13,2,,1,3280.814453125
"H37701-04-01",2,16,10,1,15,16,14,16,96,15,0,0,6,2,,,"P37701-002","P37701-003","P37701-004",2,3,1,1,2,2,17,,,,1595.68603515625
"H37702-04-01",2,11,10,3,10,14,14,14,2,20,5,0.600000023841858,12,1,2,2000,"P37702-003","P37702-003","P37702-004",1,4,1,1,1,2,15,2,,1,1595.68603515625
"H37703-04-01",2,10,10,3,10,14,14,17,2,6,0,0.400000005960464,5,2,,,"P37703-003","P37703-004","Z03",2,4,1,1,3,2,15,1,3,2,1595.68603515625
"H37704-04-01",2,16,10,1,15,16,14,14,6,20,5,0.200000002980232,5,1,2,2000,"P37704-002","P37704-001",,1,4,8,1,2,2,15,2,,1,1595.68603515625
"H37705-04-01",3,16,10,2,15,14,14,16,4,2,1,0.100000001490116,10,2,,,"P37705-009","P37705-001","P37705-002",1,4,1,1,3,3,13,2,,1,1595.68603515625
"H37706-04-01",3,10,10,1,10,12,14,14,6,6,3,0.200000002980232,6,2,,,"P37706-002","P37706-003","P37706-004",1,3,1,1,1,5,13,2,,1,1595.68603515625
"H37707-04-01",3,10,10,5,10,12,14,16,96,30,0,0.5,20,2,,,"P37707-009","P37707-012","P37707-007",1,4,1,1,2,1,15,2,,1,1595.68603515625
"H37708-04-01",1,10,10,5,10,13,13,14,1,10,5,0.400000005960464,3,1,2,500,"P37708-002","P37708-006","P37708-007",1,4,2,2,2,5,15,2,,1,1595.68603515625
"H37709-04-01",2,10,16,1,10,16,14,14,6,10,3,0.200000002980232,3,1,2,2000,"P37709-001","P37709-002",,1,2,1,2,1,5,13,1,2,1,1595.68603515625
"H37710-04-01",3,10,10,2,10,12,13,14,6,5,5,0.300000011920929,5,2,,,"P37710-003","P37710-011",,1,2,1,1,2,5,13,2,,1,1595.68603515625
"H37801-04-01",3,10,10,2,10,16,14,15,,30,5,1,5,2,,,"P37801-004","P37801-004","P37801-008",2,4,2,1,,1,15,2,,1,2097.82543945313
"H37802-04-01",3,10,10,1,10,16,14,17,96,30,10,0.699999988079071,3,2,,,"P37802-002","P37802-003","P37802-003",1,2,2,1,1,8,15,1,2,1,2097.82543945313
"H37803-04-01",3,10,10,1,15,16,14,16,96,45,5,0.800000011920929,1,2,,,"P37803-002",,,2,4,1,1,1,1,15,1,2,1,2097.82543945313
"H37804-04-01",1,10,10,3,10,16,14,17,1,25,30,2,5,2,,,"P37804-002","P37804-003",,2,4,5,1,3,1,13,2,,1,2097.82543945313
"H37805-04-01",1,10,10,1,15,16,14,15,,30,15,2,2,2,,,"P37805-001",,,2,4,2,2,,1,17,,,,2097.82543945313
"H37806-04-01",3,10,10,2,10,16,14,15,,1,1,2,1,2,,,"P37806-002","Z01","Z02",1,4,1,1,,1,12,2,,1,2097.82543945313
"H37807-04-01",3,10,10,2,10,14,14,16,96,60,60,4,5,2,,,"P37807-002","P37807-004","P37807-003",1,4,2,2,2,1,13,2,,1,2097.82543945313
"H37808-04-01",3,10,10,3,10,16,14,17,96,60,20,3,10,2,,,"P37808-009","P37808-010","P37808-016",2,4,2,2,2,1,13,2,,1,2097.82543945313
