"HHID","ACrop2_ID","parcelID","plotID","cropID","cropID_other","a4bq6_1","a4bq7","a4bq8","a4bq9","a4bq9_1","a4bq9_2","a4bq16","a4bq11a","a4bq11b","a4bq12a","a4bq12b","a4bq13","a4bq14","a4bq10","a4bq15","hh","wgt_X"
358040401,5,2,3,620,,35804001,0.400000005960464,1,,10,14,2,,,,,,,,,"H35804-04-01",3136.74340820313
358040401,6,3,4,210,,35804001,0.100000001490116,2,70,9,14,1,37,1,40,1,1,,1,81400,"H35804-04-01",3136.74340820313
358040401,7,3,4,130,,35804001,0.100000001490116,2,30,9,14,1,7,1,10,1,1,,1,11200,"H35804-04-01",3136.74340820313
358050401,2,1,1,741,,35805002,0.400000005960464,2,50,99,11,2,,,,,,,,,"H35805-04-01",3136.74340820313
358050401,1,1,1,130,,35805002,0.400000005960464,2,50,9,14,1,1,1,,,1,,1,800,"H35805-04-01",3136.74340820313
358050401,3,2,2,210,,35805002,0.200000002980232,1,,9,14,1,3,1,,,1,,1,4500,"H35805-04-01",3136.74340820313
358060401,1,1,1,741,,35806001,0.200000002980232,1,,99,1,2,,,,,,,,,"H35806-04-01",3136.74340820313
358060401,2,2,2,130,,35806001,1,1,,9,14,1,10,1,,,1,,1,10000,"H35806-04-01",3136.74340820313
358060401,5,3,3,630,,35806001,0.200000002980232,2,10,9,14,2,,,,,,,,,"H35806-04-01",3136.74340820313
358060401,4,3,3,130,,35806001,1,2,90,9,14,1,3,1,4,1,1,,2,,"H35806-04-01",3136.74340820313
358070401,2,2,1,744,,35807002,0.25,2,10,99,12,2,,,,,,,,,"H35807-04-01",3136.74340820313
358070401,1,2,1,741,,35807002,0.25,2,50,99,12,2,,,,,,,,,"H35807-04-01",3136.74340820313
358070401,4,2,1,130,,35807002,0.25,2,10,8,14,1,2,1,4,1,1,,1,1200,"H35807-04-01",3136.74340820313
358070401,3,2,1,210,,35807002,0.25,2,20,8,14,1,5,1,10,1,1,,1,10000,"H35807-04-01",3136.74340820313
358080401,3,1,1,210,,35808001,0.400000005960464,2,30,9,14,1,20,1,30,1,1,,2,,"H35808-04-01",3136.74340820313
358080401,4,1,1,630,,35808001,0.400000005960464,2,30,99,13,2,,,,,,,,,"H35808-04-01",3136.74340820313
358080401,2,1,1,130,,35808001,0.400000005960464,2,30,9,14,1,5,1,10,1,1,,2,,"H35808-04-01",3136.74340820313
358080401,1,1,1,741,,35808001,0.400000005960464,2,10,99,12,2,,,,,,,,,"H35808-04-01",3136.74340820313
358090401,1,1,1,741,,35809001,0.25,2,30,6,14,2,,,,,,,,,"H35809-04-01",3136.74340820313
358090401,3,1,1,210,,35809001,0.25,2,30,9,14,1,5,1,15,1,1,,1,5000,"H35809-04-01",3136.74340820313
358090401,2,1,1,130,,35809001,0.25,2,30,9,14,1,2,1,10,1,1,,1,1000,"H35809-04-01",3136.74340820313
358090401,4,1,1,811,,35809001,0.25,2,10,6,14,2,,,,,,,,,"H35809-04-01",3136.74340820313
358100401,1,1,1,210,,35810002,0.25,2,50,9,14,1,4,1,7,1,1,,2,,"H35810-04-01",3136.74340820313
358100401,2,1,1,130,,35810002,0.25,2,30,9,14,1,2,1,4,1,1,,2,,"H35810-04-01",3136.74340820313
358100401,3,1,1,630,,35810002,0.25,2,20,9,14,1,2,20,5,20,1,,2,,"H35810-04-01",3136.74340820313
358100401,4,2,2,610,,35810002,0.5,2,50,9,14,1,1,22,3,22,1,,1,12000,"H35810-04-01",3136.74340820313
358100401,6,2,2,130,,35810002,0.5,2,20,9,14,1,1,1,2,1,1,,1,500,"H35810-04-01",3136.74340820313
358100401,5,2,2,210,,35810002,0.5,2,30,9,14,1,2,1,3,1,1,,1,2400,"H35810-04-01",3136.74340820313
358100401,8,3,3,130,,35810002,1,2,30,9,14,1,0.5,1,2,1,1,,2,,"H35810-04-01",3136.74340820313
358100401,7,3,3,210,,35810002,1,2,70,9,14,1,5,1,8,1,1,,1,2500,"H35810-04-01",3136.74340820313
359010401,1,2,1,630,,35901002,0.150000005960464,1,,3,14,2,,,,,,,,,"H35901-04-01",2865.50756835938
359010401,2,4,4,520,,35901001,0.5,1,,8,14,1,5,1,,,2,1,2,,"H35901-04-01",2865.50756835938
359020401,1,1,1,130,,35902001,0.200000002980232,2,60,8,14,1,3,1,6,1,1,,2,,"H35902-04-01",2865.50756835938
359020401,6,1,1,811,,35902001,0.200000002980232,2,40,3,13,,,,,,,,,,"H35902-04-01",2865.50756835938
359020401,3,2,2,310,,35902001,0.100000001490116,2,30,8,14,1,10,1,15,1,1,,2,,"H35902-04-01",2865.50756835938
359020401,7,2,2,811,,35902001,0.200000002980232,2,10,,,,,,,,,,,,"H35902-04-01",2865.50756835938
359020401,2,2,2,210,,35902001,0.100000001490116,2,40,8,14,1,5,1,10,1,1,,2,,"H35902-04-01",2865.50756835938
359020401,4,2,2,130,,35902001,0.100000001490116,2,20,8,14,1,5,1,10,1,1,,2,,"H35902-04-01",2865.50756835938
359020401,5,3,3,630,,35902001,1,1,,8,14,1,1,12,,,1,,2,,"H35902-04-01",2865.50756835938
359030401,1,1,1,130,,35903001,0.100000001490116,1,,8,14,1,0.5,1,,,1,,2,,"H35903-04-01",2865.50756835938
359030401,2,2,2,130,,35903001,0.25,2,50,8,14,1,2,1,2,1,1,,2,,"H35903-04-01",2865.50756835938
359030401,3,2,2,630,,35903001,0.25,2,50,8,14,1,1,10,2,10,1,,2,,"H35903-04-01",2865.50756835938
359030401,4,3,3,620,,35903001,0.100000001490116,1,,10,14,1,1,10,,,1,,2,,"H35903-04-01",2865.50756835938
359040401,1,2,1,120,,35904002,1.5,1,,9,14,1,24,1,,,2,2,1,48000,"H35904-04-01",2865.50756835938
359050401,1,1,1,130,,35905002,1.5,1,,8,14,1,15,1,,,1,,2,,"H35905-04-01",2865.50756835938
359050401,3,3,2,130,,35905002,0.25,2,40,8,14,1,15,1,15,1,1,,2,,"H35905-04-01",2865.50756835938
359050401,2,3,2,210,,35905002,0.25,2,60,8,14,1,20,1,20,1,1,,2,,"H35905-04-01",2865.50756835938
359050401,4,3,3,620,,35905002,0.25,1,,11,14,1,4,66,,,1,,2,,"H35905-04-01",2865.50756835938
359050401,6,3,4,310,,35905002,0.5,2,60,8,14,1,4,1,10,1,1,,2,,"H35905-04-01",2865.50756835938
359050401,5,3,4,130,,35905002,0.5,2,40,8,14,1,4,1,6,1,1,,2,,"H35905-04-01",2865.50756835938
359060401,2,1,1,130,,35906001,1.5,2,60,7,14,1,10,1,15,,1,,2,,"H35906-04-01",2865.50756835938
359060401,1,1,1,210,,35906001,1.5,2,40,7,14,1,30,1,40,1,1,,2,,"H35906-04-01",2865.50756835938
359070401,2,1,1,130,,35907001,1.29999995231628,2,70,8,14,1,5,1,6,1,1,,2,,"H35907-04-01",2865.50756835938
359070401,1,1,1,210,,35907001,1.29999995231628,2,30,8,14,1,3,1,7,1,1,,2,,"H35907-04-01",2865.50756835938
359080401,1,1,1,210,,35908002,1,2,30,8,14,1,3,1,6,1,1,,2,,"H35908-04-01",2865.50756835938
359080401,2,1,1,130,,35908002,1,2,40,8,14,1,5,1,9,1,1,,1,2500,"H35908-04-01",2865.50756835938
359080401,3,1,1,320,,35908002,1,2,30,8,14,1,1,1,1.5,1,1,,1,400,"H35908-04-01",2865.50756835938
359090401,1,1,1,130,,35909001,1,1,,8,14,1,7,1,,,1,,2,,"H35909-04-01",2865.50756835938
359090401,2,2,2,130,,35909001,0.100000001490116,1,,8,14,1,2,1,,,1,,2,,"H35909-04-01",2865.50756835938
359100401,1,1,1,130,,35910002,0.200000002980232,1,,8,14,1,1,1,,,2,2,1,5000,"H35910-04-01",2865.50756835938
359100401,2,2,2,630,,35910002,1.5,1,,4,14,2,,,,,,,,,"H35910-04-01",2865.50756835938
359100401,3,2,3,130,,35910002,1,1,,8,14,1,30,1,,,2,2,1,150000,"H35910-04-01",2865.50756835938
359100401,4,2,4,510,,35910002,6,1,,9,13,2,,,,,,,,,"H35910-04-01",2865.50756835938
360010401,1,1,1,744,,36001001,0.5,2,60,4,12,2,,,,,,,,,"H36001-04-01",3345.0654296875
360010401,2,1,1,811,,36001001,0.5,2,40,1,10,2,,,,,,,,,"H36001-04-01",3345.0654296875
360010401,3,1,2,150,,36001001,0.25,1,,7,14,1,2,1,,,1,,2,,"H36001-04-01",3345.0654296875
360010401,4,1,3,620,,36001001,0.25,1,,11,14,1,6,66,,,1,,2,,"H36001-04-01",3345.0654296875
360020401,1,1,1,130,,36002002,1,1,,8,14,1,6,1,,,1,,2,,"H36002-04-01",3345.0654296875
360020401,2,1,2,630,,36002002,2,1,,10,14,1,5,10,,,1,,2,,"H36002-04-01",3345.0654296875
360030401,1,1,1,630,,36003002,0.600000023841858,1,,4,14,1,10,66,,,1,,2,,"H36003-04-01",3345.0654296875
360040401,1,1,1,130,,36004001,0.0399999991059303,1,,8,14,1,5,1,,,1,,2,,"H36004-04-01",3345.0654296875
360040401,2,2,2,741,,36004001,0.699999988079071,1,,7,12,2,,,,,,,,,"H36004-04-01",3345.0654296875
360040401,4,3,3,120,,36004001,0.5,1,,7,14,1,6,22,,,1,,2,,"H36004-04-01",3345.0654296875
360040401,3,3,4,470,,36004001,0.400000005960464,1,,2,14,1,1,85,,,1,,2,,"H36004-04-01",3345.0654296875
360070401,1,1,1,630,,36007001,0.5,1,,8,14,2,,,,,,,,,"H36007-04-01",3345.0654296875
360070401,2,1,2,150,,36007001,0.5,1,,8,14,1,1.5,1,,,1,,2,,"H36007-04-01",3345.0654296875
360070401,3,2,3,130,,36007001,0.5,1,,8,14,1,6,1,,,1,,1,4500,"H36007-04-01",3345.0654296875
360070401,4,2,4,630,,36007001,0.5,1,,8,14,2,,,,,,,,,"H36007-04-01",3345.0654296875
360080401,1,1,1,630,,36008001,0.5,2,60,8,14,1,2,10,100,10,1,,2,,"H36008-04-01",3345.0654296875
360080401,2,1,1,130,,36008001,0.5,2,40,8,14,1,2,1,2,1,1,,2,,"H36008-04-01",3345.0654296875
360090401,1,1,1,630,,36009002,0.25,2,70,10,13,2,,,,,,,,,"H36009-04-01",3345.0654296875
360090401,2,1,1,130,,36009002,0.25,2,30,8,14,1,2,29,4,29,1,,1,3600,"H36009-04-01",3345.0654296875
361010401,1,1,1,210,,36101002,0.899999976158142,2,40,8,14,1,5,1,9,1,1,,2,,"H36101-04-01",1788.31005859375
361010401,2,1,1,130,,36101002,0.899999976158142,2,60,8,14,1,3,1,5,1,1,,2,,"H36101-04-01",1788.31005859375
361020401,1,1,1,620,,36102002,1,1,,9,14,2,,,,,,,,,"H36102-04-01",1788.31005859375
361020401,4,1,2,210,,36102002,0.5,2,30,8,14,1,8,1,10,1,1,,2,,"H36102-04-01",1788.31005859375
361020401,2,1,2,130,,36102002,1,2,40,8,14,1,4,1,7,1,1,,2,,"H36102-04-01",1788.31005859375
361020401,3,1,2,320,,36102002,0.5,2,30,5,14,1,1,1,6,1,1,,1,1200,"H36102-04-01",1788.31005859375
361020401,7,2,3,130,,36102002,1,2,30,8,14,1,3,1,5,1,1,,2,,"H36102-04-01",1788.31005859375
361020401,6,2,3,320,,36102002,1,2,30,9,14,1,2,1,4,1,1,,1,2400,"H36102-04-01",1788.31005859375
361020401,5,2,3,210,,36102002,1,2,50,8,14,1,3,1,5,1,1,,2,,"H36102-04-01",1788.31005859375
361030401,2,1,1,130,,36103002,0.5,2,50,8,14,1,0.75,1,0.75,1,1,,2,,"H36103-04-01",1788.31005859375
361030401,1,1,1,310,,36103002,0.5,2,20,8,14,1,3,1,3,1,1,,2,,"H36103-04-01",1788.31005859375
361030401,7,1,1,130,,36103002,0.5,2,30,3,14,2,,,,,,,,,"H36103-04-01",1788.31005859375
361030401,3,2,2,620,,36103002,2,1,,3,13,2,,,,,,,,,"H36103-04-01",1788.31005859375
361030401,5,3,3,811,,36103002,1,2,40,99,1,2,,,,,,,,,"H36103-04-01",1788.31005859375
361030401,6,3,3,320,,36103002,1,2,10,8,14,1,1,1,3,1,1,,2,,"H36103-04-01",1788.31005859375
361030401,8,3,3,210,,36103002,1,2,20,8,14,1,5,1,20,1,1,,2,,"H36103-04-01",1788.31005859375
361030401,4,3,3,741,,36103002,1,2,30,99,1,2,,,,,,,,,"H36103-04-01",1788.31005859375
361050401,3,1,1,130,,36105002,0.5,2,30,8,14,1,2,1,5,1,1,,2,,"H36105-04-01",1788.31005859375
361050401,2,1,1,630,,36105002,0.5,2,20,11,13,2,,,,,,,,,"H36105-04-01",1788.31005859375
361050401,1,1,1,741,,36105002,0.5,2,50,4,13,2,,,,,,,,,"H36105-04-01",1788.31005859375
361050401,5,2,2,130,,36105002,0.400000005960464,2,30,8,14,1,3,1,7,1,1,,2,,"H36105-04-01",1788.31005859375
361050401,6,2,2,320,,36105002,0.400000005960464,2,10,8,14,1,1,1,5,1,1,,2,,"H36105-04-01",1788.31005859375
361050401,4,2,2,210,,36105002,0.400000005960464,2,60,8,14,1,8,1,18,1,1,,2,,"H36105-04-01",1788.31005859375
361050401,7,2,3,620,,36105002,0.100000001490116,1,,5,14,2,,,,,,,,,"H36105-04-01",1788.31005859375
361080401,4,1,1,630,,36108002,0.600000023841858,2,10,3,14,2,,,,,,,,,"H36108-04-01",1788.31005859375
361080401,1,1,1,130,,36108002,0.600000023841858,2,30,8,14,1,6,1,10,1,1,,2,,"H36108-04-01",1788.31005859375
361080401,2,1,1,210,,36108002,0.600000023841858,2,50,8,14,1,20,1,30,1,1,,2,,"H36108-04-01",1788.31005859375
361080401,3,1,1,320,,36108002,0.600000023841858,2,10,8,14,1,4,1,15,1,1,,2,,"H36108-04-01",1788.31005859375
361080401,5,1,2,620,,36108002,0.150000005960464,1,,4,14,2,,,,,,,,,"H36108-04-01",1788.31005859375
361080401,6,1,3,310,,36108002,0.150000005960464,1,,8,14,1,3,1,,,1,,2,,"H36108-04-01",1788.31005859375
361090401,1,1,1,130,,36109002,0.300000011920929,1,,8,14,1,4,1,,,1,,2,,"H36109-04-01",1788.31005859375
361090401,2,2,2,620,,36109002,0.200000002980232,1,,5,14,2,,,,,,,,,"H36109-04-01",1788.31005859375
361090401,4,3,3,210,,36109002,0.300000011920929,2,30,8,14,1,7,1,11,1,1,,2,,"H36109-04-01",1788.31005859375
361090401,7,3,3,130,,36109002,0.300000011920929,2,70,8,14,1,3,1,5,1,1,,2,,"H36109-04-01",1788.31005859375
361090401,3,3,4,630,,36109002,0.300000011920929,1,,5,14,1,1,10,,,1,,2,,"H36109-04-01",1788.31005859375
361090401,6,4,5,210,,36109002,0.699999988079071,2,30,8,14,1,6,1,9,1,1,,2,,"H36109-04-01",1788.31005859375
361090401,5,4,5,130,,36109002,0.699999988079071,2,70,8,14,1,3,1,6,1,1,,2,,"H36109-04-01",1788.31005859375
362010401,1,1,1,620,,36201001,0.5,1,,8,14,1,1,10,,,1,,2,,"H36201-04-01",1136.32202148438
362020401,1,1,1,210,,36202002,1,2,50,8,14,1,20,22,25,1,1,,1,27600,"H36202-04-01",1136.32202148438
362020401,2,1,1,130,,36202002,1,2,50,8,14,1,4,1,7,1,1,,1,14000,"H36202-04-01",1136.32202148438
362030401,3,1,1,130,,36203001,0.5,2,20,8,14,1,5,1,5,1,1,,2,,"H36203-04-01",1136.32202148438
362030401,1,1,1,741,,36203001,0.5,2,50,8,13,2,,,,,,,,,"H36203-04-01",1136.32202148438
362030401,2,1,1,210,,36203001,0.5,2,30,8,14,1,15,1,20,,1,,2,,"H36203-04-01",1136.32202148438
362030401,4,2,2,210,,36203001,0.75,2,60,8,14,1,20,1,20,1,1,,2,,"H36203-04-01",1136.32202148438
362030401,5,2,2,130,,36203001,0.75,2,40,8,14,1,5,1,5,1,1,,2,,"H36203-04-01",1136.32202148438
362030401,6,2,3,620,,36203001,0.25,1,,4,14,2,,,,,,,,,"H36203-04-01",1136.32202148438
362050401,1,1,1,210,,36205003,0.699999988079071,1,,8,14,1,10,1,,,1,,1,23000,"H36205-04-01",1136.32202148438
362050401,2,2,2,130,,36205001,0.5,1,,8,14,1,3,1,,,1,,2,,"H36205-04-01",1136.32202148438
362060401,1,1,1,620,,36206002,0.25,1,,8,14,2,,,,,,,,,"H36206-04-01",1136.32202148438
362060401,2,2,2,130,,36206002,0.100000001490116,2,50,8,14,1,3,1,6,1,1,,2,,"H36206-04-01",1136.32202148438
362060401,3,2,2,210,,36206002,0.100000001490116,2,50,8,14,1,7,1,9,1,1,,2,,"H36206-04-01",1136.32202148438
362070401,1,1,1,620,,36207001,0.699999988079071,1,,8,14,2,,,,,,,,,"H36207-04-01",1136.32202148438
362070401,2,1,2,130,,36207001,0.699999988079071,1,,8,14,1,6,1,,,1,,1,12000,"H36207-04-01",1136.32202148438
362080401,2,2,1,130,,36208002,0.5,2,60,8,14,1,3,1,4,1,1,,2,,"H36208-04-01",1136.32202148438
362080401,1,2,1,210,,36208002,0.5,2,40,8,14,1,7,1,10,1,1,,2,,"H36208-04-01",1136.32202148438
362080401,4,3,2,130,,36208002,0.699999988079071,2,60,8,14,1,2,1,6,1,1,,2,,"H36208-04-01",1136.32202148438
362080401,3,3,2,210,,36208002,0.699999988079071,2,40,8,14,1,5,1,9,1,1,,2,,"H36208-04-01",1136.32202148438
362080401,5,4,3,620,,36208002,0.699999988079071,1,,8,14,2,,,,,,,,,"H36208-04-01",1136.32202148438
362090401,1,1,1,741,,36209003,0.5,1,,4,14,2,,,,,,,,,"H36209-04-01",1136.32202148438
362090401,2,1,2,620,,36209003,0.25,1,,5,14,2,,,,,,,,,"H36209-04-01",1136.32202148438
362090401,4,1,3,130,,36209003,0.75,2,50,8,14,1,3,31,5,31,1,,2,,"H36209-04-01",1136.32202148438
362090401,3,1,3,210,,36209003,0.75,2,50,8,14,1,5,31,10,31,1,,2,,"H36209-04-01",1136.32202148438
363080401,1,1,1,210,,36308001,1.5,1,,7,14,1,50,1,,,1,,2,,"H36308-04-01",3302.39892578125
363090401,1,1,1,460,,36309001,0.25,1,,10,14,1,10,1,,,2,2,1,14000,"H36309-04-01",3302.39892578125
364010401,2,1,1,620,,36401001,0.125,1,,8,14,2,,,,,,,,,"H36401-04-01",1878.69799804688
364010401,1,1,2,630,,36401001,0.125,1,,8,14,2,,,,,,,,,"H36401-04-01",1878.69799804688
364010401,3,2,3,630,,36401001,0.5,1,,8,14,2,,,,,,,,,"H36401-04-01",1878.69799804688
364010401,4,3,4,630,,36401001,0.25,1,,3,14,2,,,,,,,,,"H36401-04-01",1878.69799804688
364020401,1,1,1,630,,36402002,0.25,1,,4,13,,,,,,,,,,"H36402-04-01",1878.69799804688
364020401,2,2,2,222,,36402002,0.5,1,,9,14,1,20,1,,,1,,2,,"H36402-04-01",1878.69799804688
364020401,3,3,3,630,,36402002,0.5,1,,4,14,2,,,,,,,,,"H36402-04-01",1878.69799804688
364020401,4,3,4,222,,36402002,0.25,1,,9,14,1,4,1,,,1,,2,,"H36402-04-01",1878.69799804688
364020401,5,3,5,221,,36402002,0.25,1,,9,14,1,4,1,,,1,,2,,"H36402-04-01",1878.69799804688
364030401,2,1,1,130,,36403001,1,2,60,7,14,1,3,11,4,11,1,,1,1350,"H36403-04-01",1878.69799804688
364030401,1,1,1,210,,36403001,1,2,40,7,14,1,1,1,3,1,1,,1,1300,"H36403-04-01",1878.69799804688
364030401,3,2,2,630,,36403001,1,1,,,14,2,,,,,,,,,"H36403-04-01",1878.69799804688
364030401,5,3,3,130,,36403001,0.200000002980232,1,,7,14,1,2,1,,,1,,2,,"H36403-04-01",1878.69799804688
364040401,2,1,1,520,,36404001,0.125,2,50,7,,1,1,1,4,1,1,,2,,"H36404-04-01",1878.69799804688
364040401,1,1,1,210,,36404001,0.125,2,50,7,14,1,2,1,5,1,1,,1,4400,"H36404-04-01",1878.69799804688
364040401,3,1,2,630,,36404001,0.125,2,50,9,14,2,,,,,,,,,"H36404-04-01",1878.69799804688
364040401,4,1,2,320,,36404001,0.125,2,50,9,14,1,3,1,6,1,1,,1,4000,"H36404-04-01",1878.69799804688
364040401,5,1,3,620,,36404001,0.125,1,,9,14,2,,,,,,,,,"H36404-04-01",1878.69799804688
364040401,6,2,5,630,,36404001,1,1,,4,14,,,,,,,,,,"H36404-04-01",1878.69799804688
364050401,1,1,1,630,,36405001,0.5,1,,4,14,2,,,,,,,,,"H36405-04-01",1878.69799804688
364050401,2,2,2,630,,36405001,0.75,2,90,3,13,2,,,,,,,,,"H36405-04-01",1878.69799804688
364050401,3,2,3,620,,36405001,0.25,2,10,7,14,2,,,,,,,,,"H36405-04-01",1878.69799804688
364050401,4,3,4,222,,36405001,0.25,1,,7,14,1,,,,,,,,,"H36405-04-01",1878.69799804688
364060401,1,1,1,222,,36406002,0.400000005960464,1,,7,14,1,5,1,,,1,,1,12500,"H36406-04-01",1878.69799804688
364060401,2,1,2,630,,36406002,0.600000023841858,1,,3,14,2,,,,,,,,,"H36406-04-01",1878.69799804688
364060401,3,2,3,141,,36406002,1,1,,7,14,1,5,1,,,1,,1,8000,"H36406-04-01",1878.69799804688
364060401,4,3,4,630,,36406002,0.699999988079071,1,,3,14,2,,,,,,,,,"H36406-04-01",1878.69799804688
364060401,5,3,5,130,,36406002,0.300000011920929,1,,7,14,1,5,1,,,1,,1,2500,"H36406-04-01",1878.69799804688
364060401,6,4,6,620,,36406002,1,1,,8,14,2,,,,,,,,,"H36406-04-01",1878.69799804688
364070401,1,1,1,520,,36407002,0.75,1,,7,14,1,2.5,1,,,1,,1,1500,"H36407-04-01",1878.69799804688
364070401,2,1,2,630,,36407002,0.25,1,,3,14,2,,,,,,,,,"H36407-04-01",1878.69799804688
364070401,3,2,3,630,,36407003,0.5,2,,3,14,2,,,,,,,,,"H36407-04-01",1878.69799804688
364070401,4,3,4,320,,36407002,0.0500000007450581,1,,7,14,1,1,1,,,1,,2,,"H36407-04-01",1878.69799804688
364070401,5,3,5,210,,36407003,0.0500000007450581,1,,7,14,1,1,1,,,1,,1,1000,"H36407-04-01",1878.69799804688
364080401,1,1,1,630,,36408001,1,1,,3,14,2,,,,,,,,,"H36408-04-01",1878.69799804688
364080401,2,2,2,141,,36408001,1,1,,7,14,1,3,1,,,1,,2,,"H36408-04-01",1878.69799804688
364080401,3,3,3,630,,36408001,0.5,1,,3,13,2,,,,,,,,,"H36408-04-01",1878.69799804688
364080401,4,3,4,130,,36408001,0.5,1,,7,14,1,2,1,,,1,,2,,"H36408-04-01",1878.69799804688
364090401,1,1,1,630,,36409001,0.400000005960464,1,,4,14,2,,,,,,,,,"H36409-04-01",1878.69799804688
364090401,2,1,2,741,,36409001,0.100000001490116,1,,3,14,2,,,,,,,,,"H36409-04-01",1878.69799804688
364090401,3,2,4,630,,36409001,0.200000002980232,1,,4,14,2,,,,,,,,,"H36409-04-01",1878.69799804688
364100401,1,1,1,630,,36410001,1,1,,4,14,2,,,,,,,,,"H36410-04-01",1878.69799804688
364100401,2,3,2,630,,36410001,1,1,,5,14,2,,,,,,,,,"H36410-04-01",1878.69799804688
364100401,3,5,3,520,,36410001,1,2,50,9,14,1,10,1,,,1,,2,,"H36410-04-01",1878.69799804688
364100401,4,5,3,130,,36410001,1,2,50,9,14,1,6,1,15,1,1,,2,,"H36410-04-01",1878.69799804688
364100401,5,7,4,630,,36410001,0.5,2,50,4,13,2,,,,,,,,,"H36410-04-01",1878.69799804688
364100401,6,7,5,620,,36410001,0.5,1,,10,14,1,,,,,,,,,"H36410-04-01",1878.69799804688
365010401,1,1,1,630,,36501003,0.25,1,,4,14,1,1,10,,,1,,2,,"H36501-04-01",3002.18090820313
365020401,1,1,1,630,,36502001,0.5,1,,4,14,1,4,10,,,1,,2,,"H36502-04-01",3002.18090820313
365020401,2,2,2,150,,36502001,0.5,1,,8,14,1,3,29,,,1,,2,,"H36502-04-01",3002.18090820313
365020401,3,3,3,223,,36502001,0.300000011920929,1,,8,14,1,2,29,,,1,,2,,"H36502-04-01",3002.18090820313
365030401,2,2,1,221,,36503002,1,2,25,8,14,1,,,,,,,,,"H36503-04-01",3002.18090820313
365030401,1,2,1,310,,36503002,1,2,75,8,14,1,,,,,,,,,"H36503-04-01",3002.18090820313
365040401,3,1,3,630,,36504001,0.5,1,,8,12,1,5,66,,,1,,2,,"H36504-04-01",3002.18090820313
365040401,1,2,1,221,,36504001,1.5,1,,9,14,1,5,31,,,1,,1,1500,"H36504-04-01",3002.18090820313
365040401,2,2,2,222,,36504001,1,1,,9,14,1,10,31,,,1,,2,,"H36504-04-01",3002.18090820313
365050401,1,2,1,620,,36505002,0.25,1,,7,14,2,,,,,,,,,"H36505-04-01",3002.18090820313
365050401,2,5,2,630,,36505002,1,1,,8,14,2,,,,,,,,,"H36505-04-01",3002.18090820313
365070401,1,3,1,630,,36507001,2,1,,,14,1,9,10,,,1,,2,,"H36507-04-01",3002.18090820313
365080401,1,1,1,630,,36508001,1,1,,3,14,1,7,10,,,1,,2,,"H36508-04-01",3002.18090820313
365080401,2,2,2,630,,36508001,1,1,,2,14,1,5,10,,,1,,2,,"H36508-04-01",3002.18090820313
366030401,1,1,1,630,,36603001,1,1,,3,14,2,,,,,,,,,"H36603-04-01",2500.58227539063
366030401,2,2,2,630,,36603001,1,1,,8,14,2,,,,,,,,,"H36603-04-01",2500.58227539063
366050401,1,1,1,630,,36605002,1,1,,99,13,2,,,,,,,,,"H36605-04-01",2500.58227539063
366050401,2,2,2,620,,36605002,0.25,1,,8,14,2,,,,,,,,,"H36605-04-01",2500.58227539063
366060401,1,1,1,630,,36606002,0.5,1,,4,14,2,,,,,,,,,"H36606-04-01",2500.58227539063
366070401,1,2,1,742,,36607002,0.0500000007450581,1,,4,12,2,,,,,,,,,"H36607-04-01",2500.58227539063
366070401,2,2,2,630,,36607002,0.200000002980232,1,,12,14,2,,,,,,,,,"H36607-04-01",2500.58227539063
366070401,3,3,3,630,,36607002,0.25,1,,12,14,2,,,,,,,,,"H36607-04-01",2500.58227539063
366070401,4,4,4,630,,36607002,1,1,,3,13,2,,,,,,,,,"H36607-04-01",2500.58227539063
366080401,1,1,1,630,,36608001,0.25,1,,3,14,2,,,,,,,,,"H36608-04-01",2500.58227539063
366080401,2,1,2,620,,36608001,0.100000001490116,1,,5,14,2,,,,,,,,,"H36608-04-01",2500.58227539063
366080401,4,1,3,130,,36608001,0.150000005960464,2,55,8,14,1,3,1,5,1,1,,2,,"H36608-04-01",2500.58227539063
366080401,3,1,3,630,,36608001,0.150000005960464,2,45,7,14,2,,,,,,,,,"H36608-04-01",2500.58227539063
366080401,5,2,5,630,,36608001,1.5,1,,8,13,2,,,,,,,,,"H36608-04-01",2500.58227539063
366080401,6,3,4,130,,36608002,0.25,2,25,7,14,1,1.5,1,2.5,1,1,,2,,"H36608-04-01",2500.58227539063
366080401,7,3,4,210,,36608001,0.25,2,75,7,14,1,2,1,3,1,1,,1,4000,"H36608-04-01",2500.58227539063
366090401,1,1,1,630,,36609001,0.5,2,50,5,13,2,,,,,,,,,"H36609-04-01",2500.58227539063
366090401,2,1,2,130,,36609001,0.5,2,50,8,14,1,1,1,10,1,1,,2,,"H36609-04-01",2500.58227539063
366090401,3,2,3,630,,36609001,0.5,1,,5,14,2,,,,,,,,,"H36609-04-01",2500.58227539063
366100401,1,1,1,630,,36610002,0.5,2,50,3,14,2,,,,,,,,,"H36610-04-01",2500.58227539063
366100401,2,1,1,130,,36610002,0.5,2,50,8,14,1,1,1,12,1,1,,2,,"H36610-04-01",2500.58227539063
366100401,3,1,2,620,,36610002,0.5,1,,8,14,2,,,,,,,,,"H36610-04-01",2500.58227539063
366100401,4,2,3,630,,36610002,2,1,,7,14,2,,,,,,,,,"H36610-04-01",2500.58227539063
366100401,5,3,4,630,,36610002,1,1,,7,14,2,,,,,,,,,"H36610-04-01",2500.58227539063
