"HHID","parcelID","plotID","a3aq3_1","a3aq3_2","a3aq3_3","a3aq3_4a","a3aq3_4b","a3aq3a","a3aq4","a3aq5","a3aq6","a3aq7","a3aq8","a3aq9","a3aq12","a3aq13","a3aq14","a3aq15","a3aq16","a3aq17","a3aq18","a3aq19","a3aq22","a3aq23","a3aq24b","a3aq24a","a3aq25","a3aq26","a3aq27","a3aq28","a3aq33a","a3aq33b","a3aq33c","a3aq33d","a3aq33e","a3aq33a_1","a3aq33b_1","a3aq33c_1","a3aq33d_1","a3aq33e_1","a3aq34","a3aq35a","a3aq35b","a3aq35c","a3aq36","a3aq33","hh","wgt_X"
364060401,3,5,36406002,2,,36406001,36406002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36406001,36406002,36406003,36406004,36406005,5,5,1,1,3,1,3,0,0,36000,6,"H36406-04-01",1878.69799804688
364060401,3,7,36406002,2,,36406001,36406002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36406001,36406002,36406003,36406004,36406005,8,8,1,1,4,1,6,6,0,120000,6,"H36406-04-01",1878.69799804688
364060401,4,6,36406002,2,,36406001,36406002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36406001,36406002,36406003,36406004,36406005,7,7,3,3,5,1,0,3,0,30000,5,"H36406-04-01",1878.69799804688
364070401,1,1,36407002,2,,36407001,36407002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36407001,36407002,,,,28,28,,,,1,0,6,0,45000,2,"H36407-04-01",1878.69799804688
364070401,1,2,36407002,2,,36407001,36407002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36407001,36407002,,,,8,8,,,,1,2,0,0,14000,2,"H36407-04-01",1878.69799804688
364070401,2,3,36407002,2,,36407001,36407002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36407002,,,,,7,,,,,2,,,,,1,"H36407-04-01",1878.69799804688
364080401,1,1,36408001,1,36408001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36408001,,,,,12,,,,,1,0,7,0,14000,1,"H36408-04-01",1878.69799804688
364080401,2,2,36408001,1,36408001,,,2,2,,,,,,,2,,,,,,,1,1,0.100000001490116,2,1,0.100000001490116,3000,2,36408001,,,,,8,,,,,1,0,8,0,16000,1,"H36408-04-01",1878.69799804688
364080401,3,3,36408001,1,36408001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36408001,,,,,6,,,,,2,,,,,1,"H36408-04-01",1878.69799804688
364090401,1,1,36409001,2,,36409001,36409002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36409001,36409002,,,,5,5,,,,2,,,,,2,"H36409-04-01",1878.69799804688
364090401,1,2,36409001,2,,36409001,36409002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36409001,36409002,,,,1,1,,,,2,,,,,2,"H36409-04-01",1878.69799804688
364090401,2,3,36409001,2,,36409001,36409002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36409001,36409002,,,,2,2,,,,2,,,,,2,"H36409-04-01",1878.69799804688
364090401,2,4,36409001,2,,36409001,36409002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36409001,36409002,,,,3,3,,,,2,,,,,2,"H36409-04-01",1878.69799804688
364100401,1,1,36410001,2,,36410001,36410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36410001,36410002,36410003,36410004,36410005,14,14,7,7,7,2,,,,,5,"H36410-04-01",1878.69799804688
364100401,2,2,36410001,2,,36410001,36410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36410001,36410002,36410003,36410004,36410005,14,14,7,7,7,2,,,,,5,"H36410-04-01",1878.69799804688
364100401,3,3,36410001,2,,36410001,36410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36410001,36410002,36410003,36410004,36410005,14,14,7,7,7,2,,,,,5,"H36410-04-01",1878.69799804688
364100401,4,4,36410001,2,,36410001,36410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36410001,36410002,36410003,,,10,10,5,,,1,0,4,0,15000,3,"H36410-04-01",1878.69799804688
364100401,5,5,36410001,2,,36410001,36410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36410001,36410002,,,,15,15,,,,1,0,4,0,15000,2,"H36410-04-01",1878.69799804688
364100401,6,6,36410001,2,,36410001,36410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36410001,36410002,36410003,36410004,36410005,10,10,5,5,5,2,,,,,5,"H36410-04-01",1878.69799804688
364100401,7,7,36410001,2,,36410001,36410002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36410001,36410002,36410003,36410004,36410005,15,15,5,5,5,2,,,,,5,"H36410-04-01",1878.69799804688
365010401,1,1,36501003,1,36501003,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36501003,36501009,36501005,,,10,12,12,,,2,,,,,3,"H36501-04-01",3002.18090820313
365020401,1,1,36502001,2,,36502001,36502002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36502002,36502003,36502005,36502004,36502011,6,6,3,6,4,1,0,5,0,45000,5,"H36502-04-01",3002.18090820313
365020401,2,2,36502001,2,,36502001,36502002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36502002,36502004,36502006,36502011,,12,8,8,8,,1,0,8,8,48000,4,"H36502-04-01",3002.18090820313
365020401,3,3,36502001,2,,36502001,36502002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36502002,36502011,36502006,36502005,36502003,4,4,2,3,4,1,0,3,0,9000,5,"H36502-04-01",3002.18090820313
365030401,1,1,36503002,1,36503002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36503002,,,,,12,,,,,1,0,1,0,9000,1,"H36503-04-01",3002.18090820313
365030401,3,2,36503002,1,36503002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36503002,,,,,12,,,,,1,0,3,0,27000,1,"H36503-04-01",3002.18090820313
365040401,1,1,36504001,2,,36504001,36504002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36504001,36504002,36504004,36504005,,4,4,2,4,,1,0,8,0,16000,4,"H36504-04-01",3002.18090820313
365040401,1,2,36504001,2,,36504001,36504002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36504001,36504002,36504004,36504005,,2,2,2,2,,1,0,8,0,12000,4,"H36504-04-01",3002.18090820313
365040401,1,3,36504001,2,,36504001,36504002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,1,21,21,0,126000,0,"H36504-04-01",3002.18090820313
365040401,2,4,36504001,2,,36504001,36504002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36504001,36504004,36504006,,,2,1,1,,,1,0,10,0,30000,3,"H36504-04-01",3002.18090820313
365040401,3,5,36504001,2,,36504001,36504002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36504001,,,,,2,,,,,1,0,8,0,12500,1,"H36504-04-01",3002.18090820313
365050401,2,1,36505001,2,,36505001,36505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36505001,36505002,36505003,36505005,36505006,10,12,12,14,6,1,2,0,0,10000,5,"H36505-04-01",3002.18090820313
365050401,3,2,36505001,2,,36505001,36505003,2,2,,,,,,,2,,,,,,,2,,,,,,,,36505001,36505002,36505003,36505005,36505006,10,8,7,8,4,2,,,,,5,"H36505-04-01",3002.18090820313
365050401,4,3,36505001,2,,36505001,36505002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36505001,36505002,36505003,36505005,36505006,15,16,16,10,10,1,3,0,0,15000,5,"H36505-04-01",3002.18090820313
365050401,5,4,36505001,2,,36505001,36505003,2,2,,,,,,,2,,,,,,,2,,,,,,,,36505001,36505002,36505003,36505005,36505011,13,12,12,13,14,1,4,0,0,20000,5,"H36505-04-01",3002.18090820313
365060401,1,1,36506002,2,,36506001,36506002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36506002,,,,,20,,,,,1,0,14,0,60000,1,"H36506-04-01",3002.18090820313
365060401,2,2,36506002,2,,36506001,36506002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36506001,36506002,,,,24,12,,,,1,3,0,0,27000,2,"H36506-04-01",3002.18090820313
365060401,3,3,36506002,2,,36506001,36506002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36506002,,,,,8,,,,,1,0,4,0,36000,1,"H36506-04-01",3002.18090820313
365060401,4,4,36506002,2,,36506001,36506002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36506001,36506002,,,,4,8,,,,1,0,5,0,30000,2,"H36506-04-01",3002.18090820313
365070401,1,1,36507001,2,,36507001,36507002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36507001,36507002,,,,14,14,,,,1,6,0,0,65000,2,"H36507-04-01",3002.18090820313
365070401,2,2,36507001,2,,36507001,36507002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36507001,36507002,,,,14,10,,,,1,3,0,0,30000,2,"H36507-04-01",3002.18090820313
365070401,3,3,36507001,2,,36507001,36507002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36507001,36507002,,,,10,10,,,,1,6,0,0,25000,2,"H36507-04-01",3002.18090820313
365070401,3,4,36507001,2,,36507001,36507002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36507001,36507002,,,,10,14,,,,1,3,0,0,25000,2,"H36507-04-01",3002.18090820313
365080401,1,1,36508002,2,,36508001,36508002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36508001,36508002,36508003,36508012,36508013,20,30,30,30,30,1,0,2,0,12000,5,"H36508-04-01",3002.18090820313
365080401,2,2,36508002,2,,36508001,36508003,2,2,,,,,,,2,,,,,,,2,,,,,,,,36508001,36508002,36508003,36508012,36508013,28,30,30,30,30,1,0,4,0,12000,5,"H36508-04-01",3002.18090820313
365090401,1,1,36509001,2,,36509001,36509002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36509001,36509002,36509006,36509008,36509009,14,14,14,14,14,2,,,,,6,"H36509-04-01",3002.18090820313
365090401,2,2,36509001,2,,36509001,36509002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36509001,36509002,36509006,36509008,36509009,10,12,12,12,12,2,,,,,5,"H36509-04-01",3002.18090820313
365090401,3,3,36509001,2,,36509001,36509002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36509001,36509002,36509006,36509008,36509009,10,12,12,12,12,2,,,,,5,"H36509-04-01",3002.18090820313
365090401,4,4,36509001,2,,36509001,36509002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36509001,36509002,36509004,36509006,,14,14,14,14,,2,,,,,4,"H36509-04-01",3002.18090820313
365090401,5,5,36509001,2,,36509001,36509002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36509002,36509006,36509008,36509009,,12,15,15,15,,2,,,,,4,"H36509-04-01",3002.18090820313
366020401,1,1,36602001,1,36602001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36602001,36602002,,,,10,10,,,,2,,,,,2,"H36602-04-01",2500.58227539063
366020401,2,2,36602001,1,36602001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36602001,36602002,,,,7,7,,,,1,1,0,0,5000,2,"H36602-04-01",2500.58227539063
366030401,1,1,36603001,2,,36603001,36603002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36603001,36603002,,,,14,14,,,,1,0,4,0,20000,2,"H36603-04-01",2500.58227539063
366030401,2,2,36603001,2,,36603001,36603002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36603001,36603002,,,,14,14,,,,2,,,,,2,"H36603-04-01",2500.58227539063
366050401,1,1,36605001,1,36605001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36605001,36605002,36605003,36605004,36605005,21,7,7,7,7,2,,,,,5,"H36605-04-01",2500.58227539063
366060401,1,1,36606001,2,,36606001,36606002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36606002,36606003,,,,4,4,,,,1,0,3,0,10000,2,"H36606-04-01",2500.58227539063
366060401,2,2,36606001,2,,36606001,36606002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36606002,36606003,,,,7,7,,,,2,,,,,2,"H36606-04-01",2500.58227539063
366060401,3,3,36606001,2,,36606001,36606002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36606002,36606003,,,,14,14,,,,1,0,9,0,27000,2,"H36606-04-01",2500.58227539063
366070401,1,1,36607001,2,,36607001,36607002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36607001,,,,,2,,,,,2,,,,,1,"H36607-04-01",2500.58227539063
366070401,1,2,36607001,2,,36607001,36607002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36607001,36607002,,,,2,2,,,,2,,,,,2,"H36607-04-01",2500.58227539063
366070401,2,3,36607001,2,,36607001,36607002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36607002,,,,,1,,,,,2,,,,,1,"H36607-04-01",2500.58227539063
366070401,2,4,36607001,2,,36607001,36607002,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,0,"H36607-04-01",2500.58227539063
366070401,3,5,36607001,2,,36607001,36607002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36607001,36607002,,,,1,1,,,,2,,,,,2,"H36607-04-01",2500.58227539063
366070401,4,6,36607001,2,,36607001,36607002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36607001,36607002,,,,4,4,,,,2,,,,,2,"H36607-04-01",2500.58227539063
366080401,1,1,36608001,1,36608001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36608001,36608002,36608003,,,10,10,10,,,1,2,0,0,15000,3,"H36608-04-01",2500.58227539063
366080401,1,2,36608001,1,36608001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36608001,36608002,36608003,,,3,20,20,,,2,,,,,3,"H36608-04-01",2500.58227539063
366080401,1,3,36608001,1,36608001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36608001,36608002,36608003,,,6,8,8,,,1,1,1,0,15000,3,"H36608-04-01",2500.58227539063
366080401,2,4,36608001,1,36608001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,1,21,21,0,140000,0,"H36608-04-01",2500.58227539063
366080401,3,5,36608001,1,36608001,,,2,2,,,,,,,1,2,3,1,3,7500,3,2,,,,,,,,36608001,36608002,36608003,,,6,6,6,,,2,,,,,3,"H36608-04-01",2500.58227539063
366090401,1,1,36609001,1,36609001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36609001,36609002,36609003,,,13,4,4,,,2,,,,,3,"H36609-04-01",2500.58227539063
366090401,2,2,36609001,1,36609001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36609001,36609002,36609003,,,14,4,4,,,2,,,,,3,"H36609-04-01",2500.58227539063
366100401,1,1,36610001,2,,36610001,36610002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36610001,36610002,,,,21,21,,,,2,,,,,2,"H36610-04-01",2500.58227539063
366100401,1,8,36610001,2,,36610001,36610002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36610001,36610002,,,,10,10,,,,2,,,,,2,"H36610-04-01",2500.58227539063
366100401,1,9,36610001,2,,36610001,36610002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36610001,36610002,,,,5,5,,,,2,,,,,2,"H36610-04-01",2500.58227539063
366100401,2,2,36610001,2,,36610001,36610002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36610001,36610002,,,,30,30,,,,2,,,,,2,"H36610-04-01",2500.58227539063
366100401,2,3,36610001,2,,36610001,36610002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36610001,36610002,,,,30,30,,,,2,,,,,2,"H36610-04-01",2500.58227539063
366100401,3,4,36610001,2,,36610001,36610002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36610001,36610002,,,,17,17,,,,2,,,,,2,"H36610-04-01",2500.58227539063
366100401,4,5,36610001,2,,36610001,36610002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36610001,36610002,,,,17,17,,,,2,,,,,2,"H36610-04-01",2500.58227539063
366100401,5,6,36610001,2,,36610001,36610002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36610001,36610002,,,,4,4,,,,1,0,9,0,27000,2,"H36610-04-01",2500.58227539063
366100401,6,7,36610001,2,,36610001,36610002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36610001,36610002,,,,14,14,,,,1,0,9,0,27000,2,"H36610-04-01",2500.58227539063
367010401,1,1,36701002,1,36701002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36701002,36701004,36701007,,,14,5,4,,,2,,,,,3,"H36701-04-01",1059.42810058594
367010401,1,2,36701002,1,36701002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36701002,36701006,36701007,,,3,3,3,,,2,,,,,3,"H36701-04-01",1059.42810058594
367010401,2,3,36701002,1,36701001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36701002,36701004,36701007,,,21,10,15,,,2,,,,,3,"H36701-04-01",1059.42810058594
367010401,2,4,36701002,1,36701002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36701002,36701003,36701005,36701007,,21,5,7,9,,2,,,,,4,"H36701-04-01",1059.42810058594
367020401,1,1,36702001,2,,36702001,36702002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36702001,36702002,36702003,36702004,36702005,30,30,30,15,15,2,,,,,6,"H36702-04-01",1059.42810058594
367050401,1,1,36705001,2,,36705001,36705002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36705001,36705002,36705010,,,21,34,12,,,1,0,2,0,50000,3,"H36705-04-01",1059.42810058594
367050401,1,2,36705001,2,,36705001,36705002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36705001,36705002,36705010,,,23,31,36,,,1,0,2,0,50000,3,"H36705-04-01",1059.42810058594
367050401,1,3,36705001,2,,36705001,36705002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36705002,36705010,36705001,,,21,12,22,,,1,0,2,0,50000,3,"H36705-04-01",1059.42810058594
367050401,1,4,36705001,2,,36705001,36705002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36705002,36705010,,,,38,38,,,,1,0,2,0,50000,2,"H36705-04-01",1059.42810058594
367050401,2,5,36705001,2,,36705001,36705002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36705002,36705010,36705003,36705001,,24,34,23,16,,1,0,8,0,180000,4,"H36705-04-01",1059.42810058594
367050401,3,6,36705001,2,,36705001,36705002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36705002,36705001,36705010,,,38,27,33,,,1,0,2,0,80000,3,"H36705-04-01",1059.42810058594
367050401,3,7,36705001,2,,36705001,36705002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36705002,36705001,36705010,,,33,32,38,,,1,1,2,0,80000,3,"H36705-04-01",1059.42810058594
367050401,3,8,36705001,2,,36705001,36705002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36705002,36705010,36705001,,,33,26,25,,,1,1,2,0,80000,3,"H36705-04-01",1059.42810058594
367060401,1,1,36706001,1,36706001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36706001,,,,,15,,,,,2,,,,,1,"H36706-04-01",1059.42810058594
367060401,1,4,36706001,1,36706001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36706001,,,,,5,,,,,2,,,,,1,"H36706-04-01",1059.42810058594
367060401,2,2,36706001,1,36706001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36706001,,,,,30,,,,,2,,,,,1,"H36706-04-01",1059.42810058594
367060401,2,3,36706001,1,36706001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36706001,,,,,30,,,,,2,,,,,1,"H36706-04-01",1059.42810058594
367070401,1,1,36707002,2,,36707001,36707002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36707001,36707002,,,,20,5,,,,2,,,,,2,"H36707-04-01",1059.42810058594
367070401,2,2,36707002,2,,36707001,36707002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36707001,36707002,,,,20,15,,,,2,,,,,2,"H36707-04-01",1059.42810058594
367080401,1,1,36708001,1,36708001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36708001,36708003,,,,32,18,,,,2,,,,,2,"H36708-04-01",1059.42810058594
367080401,1,2,36708001,1,36708001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36708001,36708003,,,,45,11,,,,2,,,,,2,"H36708-04-01",1059.42810058594
367080401,1,3,36708001,1,36708001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36708001,36708003,,,,33,17,,,,2,,,,,2,"H36708-04-01",1059.42810058594
367080401,2,4,36708001,1,36708001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36708001,36708003,,,,34,12,,,,2,,,,,2,"H36708-04-01",1059.42810058594
367090401,1,1,36709002,2,,36709002,36709001,2,2,,,,,,,2,,,,,,,2,,,,,,,,36709001,36709002,,,,9,9,,,,2,,,,,2,"H36709-04-01",1059.42810058594
367090401,1,2,36709002,2,,36709001,36709002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36709001,36709002,36709003,,,15,15,5,,,2,,,,,3,"H36709-04-01",1059.42810058594
367090401,1,3,36709002,2,,36709001,36709002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36709001,36709002,,,,17,20,,,,2,,,,,2,"H36709-04-01",1059.42810058594
367090401,1,4,36709002,2,,36709001,36709002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36709002,,,,,12,,,,,2,,,,,1,"H36709-04-01",1059.42810058594
367100401,1,1,36710002,2,,36710001,36710002,1,2,,,,,,,2,,,,,,,2,,,,,,,,36710002,,,,,9,,,,,2,,,,,1,"H36710-04-01",1059.42810058594
367100401,1,2,36710002,2,,36710001,36710002,1,2,,,,,,,2,,,,,,,2,,,,,,,,36710002,,,,,14,,,,,2,,,,,1,"H36710-04-01",1059.42810058594
368010401,1,1,36801001,1,36801001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36801001,36801002,,,,32,28,,,,2,,,,,2,"H36801-04-01",2047.62976074219
368020401,1,1,36802002,1,36802001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36802002,,,,,45,,,,,2,,,,,1,"H36802-04-01",2047.62976074219
368030401,1,1,36803001,2,,36803001,36803002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36803001,36803002,36803003,36803004,36803005,14,14,14,14,14,2,,,,,10,"H36803-04-01",2047.62976074219
368030401,2,2,36803001,2,,36803001,36803002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36803001,36803002,36803003,36803004,36803006,20,20,20,20,20,2,,,,,10,"H36803-04-01",2047.62976074219
368040401,1,1,36804001,1,36804001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36804001,36804002,36804003,36804004,36804007,30,7,7,7,7,2,,,,,5,"H36804-04-01",2047.62976074219
368050401,1,1,36805001,2,,36805001,36805002,1,2,,,,,,,2,,,,,,,2,,,,,,,,36805001,36805002,,,,67,67,,,,2,,,,,2,"H36805-04-01",2047.62976074219
368070401,1,1,36807001,2,,36807001,36807002,1,2,,,,,,,2,,,,,,,2,,,,,,,,36807001,36807002,,,,96,96,,,,2,,,,,2,"H36807-04-01",2047.62976074219
368070401,2,2,36807001,2,,36807001,36807002,1,2,,,,,,,2,,,,,,,2,,,,,,,,36807001,36807002,,,,96,96,,,,2,,,,,2,"H36807-04-01",2047.62976074219
368090401,1,1,36809001,2,,36809001,36809002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36809001,36809002,,,,45,38,,,,2,,,,,2,"H36809-04-01",2047.62976074219
368090401,2,2,36809001,2,,36809001,36809002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36809001,36809002,,,,44,31,,,,2,,,,,2,"H36809-04-01",2047.62976074219
368090401,3,3,36809001,2,,36809001,36809002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36809001,36809002,,,,34,49,,,,2,,,,,2,"H36809-04-01",2047.62976074219
369010401,1,1,36901001,2,,36901001,36901002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36901001,36901002,36901004,36901005,36901006,38,32,23,21,18,2,,,,,5,"H36901-04-01",1252.86779785156
369020401,1,1,36902001,2,,36902001,36902002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36902001,36902002,36902003,36902004,,14,20,7,7,,2,,,,,4,"H36902-04-01",1252.86779785156
369020401,1,2,36902001,2,,36902001,36902002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36902001,36902002,36902003,36902004,,2,7,2,2,,2,,,,,4,"H36902-04-01",1252.86779785156
369020401,1,3,36902001,2,,36902001,36902002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36902001,36902002,36902003,36902004,,5,12,3,1,,2,,,,,4,"H36902-04-01",1252.86779785156
369030401,1,1,36903001,1,36903001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36903001,,,,,45,,,,,1,7,0,0,60000,1,"H36903-04-01",1252.86779785156
369030401,2,2,36903001,1,36903001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36903001,,,,,38,,,,,1,2,3,0,35000,1,"H36903-04-01",1252.86779785156
369030401,2,3,36903001,1,36903001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36903001,,,,,42,,,,,2,,,,,1,"H36903-04-01",1252.86779785156
369040401,1,1,36904002,1,36904001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36904001,36904003,,,,14,5,,,,1,0,14,0,60000,2,"H36904-04-01",1252.86779785156
369040401,1,2,36904002,1,36904001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,1,0,7,0,30000,0,"H36904-04-01",1252.86779785156
369040401,1,3,36904002,1,36904001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36904001,36904003,,,,20,7,,,,2,,,,,2,"H36904-04-01",1252.86779785156
369060401,1,1,36906001,2,,36906001,36906002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36906001,36906002,36906003,,,30,30,15,,,2,,,,,3,"H36906-04-01",1252.86779785156
369060401,1,2,36906001,2,,36906001,36906002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36906001,36906002,36906003,,,45,45,30,,,2,,,,,3,"H36906-04-01",1252.86779785156
369070401,1,1,36907001,2,,36907001,36907002,2,1,25,2,,,,1,2,,,,,,,2,,,,,,,,36907001,36907002,,,,45,48,,,,2,,,,,2,"H36907-04-01",1252.86779785156
369070401,1,2,36907001,2,,36907001,36907002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36907001,36907002,,,,43,41,,,,2,,,,,2,"H36907-04-01",1252.86779785156
369070401,1,3,36907001,2,,36907001,36907002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36907001,36907002,,,,37,41,,,,2,,,,,2,"H36907-04-01",1252.86779785156
369080401,1,1,36908001,1,36908001,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,36908001,,,,,44,,,,,2,,,,,1,"H36908-04-01",1252.86779785156
369080401,2,2,36908001,1,36908001,,,2,2,,,,,,,2,,,,,,,1,1,8,1,1,8,64000,2,36908001,,,,,45,,,,,2,,,,,1,"H36908-04-01",1252.86779785156
369100401,1,1,36910001,2,,36910001,36910002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36910001,36910002,,,,32,45,,,,2,,,,,2,"H36910-04-01",1252.86779785156
369100401,1,2,36910001,2,,36910001,36910002,2,2,,,,,,,2,,,,,,,2,,,,,,,,36910001,36910002,,,,5,5,,,,2,,,,,2,"H36910-04-01",1252.86779785156
370010401,1,1,37001002,1,37001002,,,2,2,,,,,,,2,,,,,,,2,,,,,,,,37001002,,,,,4,,,,,2,,,,,1,"H37001-04-01",3347.30493164063
370030401,1,1,37003002,2,,37003001,37003002,2,2,,,,,,,2,,,,,,,2,,,,,,,,37003002,,,,,42,,,,,2,,,,,1,"H37003-04-01",3347.30493164063
