"HHID","PID","h5q2","h5q3","h5q4","h5q5","h5q6","h5q7a","h5q7b","h5q8","h5q9","h5q10","h5q11","h5q12","wgt_X"
"H34405-04-01","P34405-001",1,,2,,,,,,,,,,6452.8603515625
"H34405-04-01","P34405-002",1,,2,,,,,,,,,,6452.8603515625
"H34405-04-01","P34405-003",2,"P34405-002",2,,,,,,,,,,6452.8603515625
"H34405-04-01","P34405-004",2,"P34405-002",2,,,,,,,,,,6452.8603515625
"H34405-04-01","P34405-005",2,"P34405-002",2,,,,,,,,,,6452.8603515625
"H34405-04-01","P34405-006",2,"P34405-002",2,,,,,,,,,,6452.8603515625
"H34405-04-01","P34405-007",2,"P34405-001",1,14,5,96,8,2,2,,,,6452.8603515625
"H34405-04-01","P34405-008",2,"P34405-002",1,4,0,13,96,2,2,,,,6452.8603515625
"H34405-04-01","P34405-009",2,"P34405-002",2,,,,,,,,,,6452.8603515625
"H34405-04-01","P34405-010",2,"P34405-002",1,6,0,13,96,2,2,,,,6452.8603515625
"H34405-04-01","P34405-011",2,"P34405-002",1,4,0,13,96,2,2,,,,6452.8603515625
"H34406-04-01","P34406-001",2,"P34406-002",1,4,2,9,40,1,,2,2,0,6452.8603515625
"H34406-04-01","P34406-002",1,,1,6,1,11,40,1,,2,2,0,6452.8603515625
"H34406-04-01","P34406-003",2,"P34406-002",2,,,,,,,,,,6452.8603515625
"H34406-04-01","P34406-004",2,"P34406-002",2,,,,,,,,,,6452.8603515625
"H34406-04-01","P34406-005",2,"P34406-002",1,7,3,9,11,1,,2,2,0,6452.8603515625
"H34406-04-01","P34406-006",2,"P34406-002",1,4,1,4,40,1,,2,2,0,6452.8603515625
"H34406-04-01","P34406-007",2,"P34406-002",2,,,,,,,,,,6452.8603515625
"H34406-04-01","P34406-008",2,"P34406-002",2,,,,,,,,,,6452.8603515625
"H34406-04-01","P34406-009",2,"P34406-002",2,,,,,,,,,,6452.8603515625
"H34406-04-01","P34406-010",2,"P34406-002",2,,,,,,,,,,6452.8603515625
"H34406-04-01","P34406-011",2,"P34406-002",1,5,2,1,4,1,,2,2,0,6452.8603515625
"H34406-04-01","P34406-012",2,"P34406-002",2,,,,,,,,,,6452.8603515625
"H34407-04-01","P34407-001",2,"P34407-002",2,,,,,,,,,,6452.8603515625
"H34407-04-01","P34407-002",1,,2,,,,,,,,,,6452.8603515625
"H34407-04-01","P34407-003",2,"P34407-002",1,6,2,9,8,1,,2,10,0,6452.8603515625
"H34407-04-01","P34407-004",2,"P34407-002",2,,,,,,,,,,6452.8603515625
"H34407-04-01","P34407-005",2,"P34407-002",2,,,,,,,,,,6452.8603515625
"H34407-04-01","P34407-006",2,"P34407-002",2,,,,,,,,,,6452.8603515625
"H34407-04-01","P34407-007",2,"P34407-002",1,6,0,13,40,2,96,,,,6452.8603515625
"H34407-04-01","P34407-008",2,"P34407-002",1,5,0,13,40,2,96,,,,6452.8603515625
"H34407-04-01","P34407-009",2,"P34407-002",2,,,,,,,,,,6452.8603515625
"H34409-04-01","P34409-001",1,,1,18,7,4,8,1,,7,1.5,10000,6452.8603515625
"H34409-04-01","P34409-002",1,,1,8,2,4,9,1,,7,1.5,20000,6452.8603515625
"H34409-04-01","P34409-003",2,"P34409-002",1,10,2,4,40,1,,7,1.5,3000,6452.8603515625
"H34410-04-01","P34410-001",2,"P34410-002",2,,,,,,,,,,6452.8603515625
"H34410-04-01","P34410-002",1,,2,,,,,,,,,,6452.8603515625
"H34410-04-01","P34410-003",2,"P34410-002",2,,,,,,,,,,6452.8603515625
"H34410-04-01","P34410-004",2,"P34410-002",1,8,2,2,8,1,,2,5,0,6452.8603515625
"H34501-04-01","P34501-001",1,,1,7,3,4,40,1,,7,0.5,150000,1908.18579101563
"H34501-04-01","P34501-002",2,"P34501-001",2,,,,,,,,,,1908.18579101563
"H34501-04-01","P34501-003",2,"P34501-001",2,,,,,,,,,,1908.18579101563
"H34501-04-01","P34501-004",2,"P34501-001",2,,,,,,,,,,1908.18579101563
"H34501-04-01","P34501-005",2,"P34501-001",2,,,,,,,,,,1908.18579101563
"H34501-04-01","P34501-006",2,"P34501-001",2,,,,,,,,,,1908.18579101563
"H34501-04-01","P34501-007",2,"P34501-001",2,,,,,,,,,,1908.18579101563
"H34501-04-01","P34501-008",2,"P34501-001",2,,,,,,,,,,1908.18579101563
"H34502-04-01","P34502-001",1,,1,14,12,19,,1,,5,0.5,100000,1908.18579101563
"H34502-04-01","P34502-002",2,"P34502-001",1,21,21,96,23,1,,2,1,5000,1908.18579101563
"H34502-04-01","P34502-003",2,"P34502-001",1,13,10,96,7,1,,10,0.5,50000,1908.18579101563
"H34502-04-01","P34502-004",2,"P34502-001",1,6,6,7,,1,,13,0.5,6000,1908.18579101563
"H34503-04-01","P34503-001",2,"P34503-002",1,4,4,4,8,1,,6,0.1,17000,1908.18579101563
"H34503-04-01","P34503-002",1,,1,1,1,4,8,1,,6,0.1,17000,1908.18579101563
"H34503-04-01","P34503-003",2,"P34503-002",2,,,,,,,,,,1908.18579101563
"H34503-04-01","P34503-004",2,"P34503-002",2,,,,,,,,,,1908.18579101563
"H34503-04-01","P34503-005",2,"P34503-002",2,,,,,,,,,,1908.18579101563
"H34503-04-01","P34503-006",2,"P34503-002",2,,,,,,,,,,1908.18579101563
"H34503-04-01","P34503-007",2,"P34503-002",2,,,,,,,,,,1908.18579101563
"H34503-04-01","P34503-008",2,"P34503-002",2,,,,,,,,,,1908.18579101563
"H34504-04-01","P34504-001",1,,2,,,,,,,,,,1908.18579101563
"H34505-04-01","P34505-001",1,,2,,,,,,,,,,1908.18579101563
"H34505-04-01","P34505-002",2,"P34505-001",1,7,6,96,13,1,,6,0.5,25000,1908.18579101563
"H34506-04-01","P34506-001",2,"P34506-002",2,,,,,,,,,,1908.18579101563
"H34506-04-01","P34506-002",1,,1,2,0,9,40,1,,7,0.2,500,1908.18579101563
"H34506-04-01","P34506-003",2,"P34506-002",2,,,,,,,,,,1908.18579101563
"H34507-04-01","P34507-001",2,"P34507-002",2,,,,,,,,,,1908.18579101563
"H34507-04-01","P34507-002",1,,2,,,,,,,,,,1908.18579101563
"H34507-04-01","P34507-003",2,"P34507-002",2,,,,,,,,,,1908.18579101563
"H34508-04-01","P34508-001",1,,2,,,,,,,,,,1908.18579101563
"H34508-04-01","P34508-002",2,"P34508-001",2,,,,,,,,,,1908.18579101563
"H34508-04-01","P34508-003",2,"P34508-001",2,,,,,,,,,,1908.18579101563
"H34508-04-01","P34508-004",2,"P34508-001",2,,,,,,,,,,1908.18579101563
"H34508-04-01","P34508-005",2,"P34508-001",1,3,3,6,40,1,,5,1,11200,1908.18579101563
"H34509-04-01","P34509-001",2,"P34509-002",2,,,,,,,,,,1908.18579101563
"H34509-04-01","P34509-002",1,,2,,,,,,,,,,1908.18579101563
"H34509-04-01","P34509-003",2,"P34509-002",1,7,7,9,4,1,,7,1,35000,1908.18579101563
"H34509-04-01","P34509-004",2,"P34509-002",1,6,4,8,4,1,,7,1,25000,1908.18579101563
"H34510-04-01","P34510-001",1,,2,,,,,,,,,,1908.18579101563
"H34510-04-01","P34510-002",2,"P34510-001",2,,,,,,,,,,1908.18579101563
"H34510-04-01","P34510-003",2,"P34510-001",2,,,,,,,,,,1908.18579101563
"H34510-04-01","P34510-004",2,"P34510-001",2,,,,,,,,,,1908.18579101563
"H34601-04-01","P34601-001",1,,1,2,0,4,11,1,,7,3,10000,4612.7412109375
"H34602-04-01","P34602-001",1,,1,2,0,8,13,2,1,,,,4612.7412109375
"H34602-04-01","P34602-002",1,,1,16,14,96,5,1,,5,1,70000,4612.7412109375
"H34602-04-01","P34602-003",2,"P34602-001",2,,,,,,,,,,4612.7412109375
"H34602-04-01","P34602-004",2,"P34602-001",2,,,,,,,,,,4612.7412109375
"H34603-04-01","P34603-001",1,,2,,,,,,,,,,4612.7412109375
"H34603-04-01","P34603-002",2,"P34603-001",2,,,,,,,,,,4612.7412109375
"H34603-04-01","P34603-003",2,"P34603-001",1,3,0,5,8,1,,7,0,7000,4612.7412109375
"H34603-04-01","P34603-004",2,"P34603-001",2,,,,,,,,,,4612.7412109375
"H34603-04-01","P34603-005",2,"P34603-001",2,,,,,,,,,,4612.7412109375
"H34603-04-01","P34603-006",2,"P34603-001",2,,,,,,,,,,4612.7412109375
"H34603-04-01","P34603-007",2,"P34603-001",2,,,,,,,,,,4612.7412109375
"H34603-04-01","P34603-008",2,"P34603-001",2,,,,,,,,,,4612.7412109375
"H34603-04-01","P34603-009",2,"P34603-001",2,,,,,,,,,,4612.7412109375
"H34604-04-01","P34604-001",1,,1,25,0,19,96,1,,7,1,20000,4612.7412109375
"H34604-04-01","P34604-002",2,"P34604-001",1,6,3,11,21,1,,7,1,6000,4612.7412109375
"H34604-04-01","P34604-003",2,"P34604-001",2,,,,,,,,,,4612.7412109375
"H34604-04-01","P34604-004",2,"P34604-001",2,,,,,,,,,,4612.7412109375
"H34604-04-01","P34604-005",2,"P34604-001",1,7,2,11,13,1,,7,1,2000,4612.7412109375
"H34605-04-01","P34605-001",1,,2,,,,,,,,,,4612.7412109375
"H34605-04-01","P34605-003",2,"P34605-001",2,,,,,,,,,,4612.7412109375
"H34605-04-01","P34605-004",2,"P34605-001",2,,,,,,,,,,4612.7412109375
"H34605-04-01","P34605-005",2,"P34605-001",2,,,,,,,,,,4612.7412109375
"H34605-04-01","P34605-006",2,"P34605-001",2,,,,,,,,,,4612.7412109375
"H34605-04-01","P34605-007",2,"P34605-001",2,,,,,,,,,,4612.7412109375
"H34605-04-01","P34605-008",2,"P34605-001",2,,,,,,,,,,4612.7412109375
"H34606-04-01","P34606-001",2,"P34606-002",1,7,3,5,9,1,,5,10,100000,4612.7412109375
"H34606-04-01","P34606-002",1,,2,,,,,,,,,,4612.7412109375
"H34606-04-01","P34606-003",2,"P34606-002",2,,,,,,,,,,4612.7412109375
"H34606-04-01","P34606-004",2,"P34606-002",2,,,,,,,,,,4612.7412109375
"H34606-04-01","P34606-005",2,"P34606-002",2,,,,,,,,,,4612.7412109375
"H34606-04-01","P34606-006",2,"P34606-002",2,,,,,,,,,,4612.7412109375
"H34606-04-01","P34606-007",2,"P34606-002",2,,,,,,,,,,4612.7412109375
"H34606-04-01","P34606-008",2,"P34606-002",2,,,,,,,,,,4612.7412109375
"H34607-04-01","P34607-001",2,"P34607-002",2,,,,,,,,,,4612.7412109375
"H34607-04-01","P34607-002",1,,2,,,,,,,,,,4612.7412109375
"H34607-04-01","P34607-003",2,"P34607-002",2,,,,,,,,,,4612.7412109375
"H34607-04-01","P34607-004",2,"P34607-002",2,,,,,,,,,,4612.7412109375
"H34607-04-01","P34607-005",2,"P34607-002",2,,,,,,,,,,4612.7412109375
"H34607-04-01","P34607-006",2,"P34607-002",1,4,2,5,8,2,96,,,,4612.7412109375
"H34608-04-01","P34608-001",1,,2,,,,,,,,,,4612.7412109375
"H34608-04-01","P34608-002",2,"P34608-001",1,7,4,5,9,1,,2,3,30000,4612.7412109375
"H34609-04-01","P34609-004",1,,2,,,,,,,,,,4612.7412109375
"H34610-04-01","P34610-001",1,,2,,,,,,,,,,4612.7412109375
"H34610-04-01","P34610-002",2,"P34610-001",2,,,,,,,,,,4612.7412109375
"H34610-04-01","P34610-003",2,"P34610-001",2,,,,,,,,,,4612.7412109375
"H34610-04-01","P34610-004",2,"P34610-001",2,,,,,,,,,,4612.7412109375
"H34610-04-01","P34610-005",2,"P34610-001",2,,,,,,,,,,4612.7412109375
"H34701-04-01","P34701-001",2,"P34701-004",2,,,,,,,,,,2299.67822265625
"H34701-04-01","P34701-002",1,,2,,,,,,,,,,2299.67822265625
"H34701-04-01","P34701-003",2,"P34701-004",1,4,1,5,2,1,,5,1.5,50000,2299.67822265625
"H34701-04-01","P34701-004",1,,2,,,,,,,,,,2299.67822265625
"H34701-04-01","P34701-005",1,,2,,,,,,,,,,2299.67822265625
"H34701-04-01","P34701-006",1,,2,,,,,,,,,,2299.67822265625
"H34703-04-01","P34703-001",1,,2,,,,,,,,,,2299.67822265625
"H34703-04-01","P34703-002",2,"P34703-001",2,,,,,,,,,,2299.67822265625
"H34703-04-01","P34703-003",2,"P34703-001",2,,,,,,,,,,2299.67822265625
"H34703-04-01","P34703-004",2,"P34703-001",2,,,,,,,,,,2299.67822265625
"H34703-04-01","P34703-005",2,"P34703-001",2,,,,,,,,,,2299.67822265625
"H34703-04-01","P34703-006",2,"P34703-001",2,,,,,,,,,,2299.67822265625
"H34703-04-01","P34703-007",2,"P34703-001",2,,,,,,,,,,2299.67822265625
"H34703-04-01","P34703-008",2,"P34703-001",1,14,2,5,13,1,,6,0.4,30000,2299.67822265625
"H34704-04-01","P34704-001",1,,2,,,,,,,,,,2299.67822265625
"H34704-04-01","P34704-002",2,"P34704-001",2,,,,,,,,,,2299.67822265625
"H34704-04-01","P34704-003",2,"P34704-001",2,,,,,,,,,,2299.67822265625
"H34704-04-01","P34704-004",2,"P34704-001",2,,,,,,,,,,2299.67822265625
"H34704-04-01","P34704-005",2,"P34704-001",2,,,,,,,,,,2299.67822265625
"H34704-04-01","P34704-006",2,"P34704-001",2,,,,,,,,,,2299.67822265625
"H34704-04-01","P34704-007",2,"P34704-001",2,,,,,,,,,,2299.67822265625
"H34705-04-01","P34705-001",1,,1,3,1,8,9,1,,6,2,10000,2299.67822265625
"H34705-04-01","P34705-002",1,,2,,,,,,,,,,2299.67822265625
"H34705-04-01","P34705-003",2,"P34705-001",2,,,,,,,,,,2299.67822265625
"H34705-04-01","P34705-004",2,"P34705-001",2,,,,,,,,,,2299.67822265625
"H34705-04-01","P34705-005",2,"P34705-001",2,,,,,,,,,,2299.67822265625
"H34705-04-01","P34705-006",2,"P34705-001",1,6,2,13,8,1,,5,3,50000,2299.67822265625
"H34705-04-01","P34705-009",2,"P34705-001",2,,,,,,,,,,2299.67822265625
"H34705-04-01","P34705-010",2,"P34705-001",1,6,3,13,8,1,,5,3,50000,2299.67822265625
"H34706-04-01","P34706-001",2,"P34706-002",2,,,,,,,,,,2299.67822265625
"H34706-04-01","P34706-002",1,,2,,,,,,,,,,2299.67822265625
"H34706-04-01","P34706-003",2,"P34706-002",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-001",1,,1,15,0,13,11,1,,7,0.2,30000,2299.67822265625
"H34707-04-01","P34707-002",1,,2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-003",1,,2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-004",2,"P34707-001",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-005",2,"P34707-001",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-006",2,"P34707-001",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-007",2,"P34707-002",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-008",2,"P34707-002",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-009",2,"P34707-002",1,6,2,11,13,1,,7,0.2,10000,2299.67822265625
"H34707-04-01","P34707-010",2,"P34707-002",1,8,3,4,11,1,,7,4,60000,2299.67822265625
"H34707-04-01","P34707-011",2,"P34707-002",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-012",2,"P34707-002",1,5,1,4,40,1,,7,0.2,10000,2299.67822265625
"H34707-04-01","P34707-013",2,"P34707-001",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-014",2,"P34707-001",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-015",2,"P34707-002",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-016",2,"P34707-002",1,14,0,7,40,1,,7,0.2,12000,2299.67822265625
"H34707-04-01","P34707-017",2,"P34707-002",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-018",2,"P34707-021",1,7,3,4,11,1,,7,0.2,8000,2299.67822265625
"H34707-04-01","P34707-019",2,"P34707-021",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-020",2,"P34707-021",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-021",1,,1,5,0,19,40,1,,7,0.2,15000,2299.67822265625
"H34707-04-01","P34707-022",2,"P34707-002",2,,,,,,,,,,2299.67822265625
"H34707-04-01","P34707-023",2,"P34707-021",2,,,,,,,,,,2299.67822265625
"H34708-04-01","P34708-001",1,,1,7,2,13,11,1,,6,0.1,2500,2299.67822265625
"H34709-04-01","P34709-001",1,,1,7,0,8,96,1,,6,1,10000,2299.67822265625
"H34710-04-01","P34710-001",2,"P34710-002",2,,,,,,,,,,2299.67822265625
"H34710-04-01","P34710-002",1,,2,,,,,,,,,,2299.67822265625
"H34710-04-01","P34710-003",2,"P34710-002",1,7,0,5,19,1,,7,1.5,50000,2299.67822265625
"H34710-04-01","P34710-004",2,"P34710-002",2,,,,,,,,,,2299.67822265625
"H34901-04-01","P34901-001",1,,1,3,0,5,40,1,,11,5,2000,2306.8203125
"H34901-04-01","P34901-002",2,"P34901-001",1,4,0,14,11,1,,11,5,5000,2306.8203125
"H34901-04-01","P34901-003",2,"P34901-001",2,,,,,,,,,,2306.8203125
"H34902-04-01","P34902-001",2,"P34902-002",2,,,,,,,,,,2306.8203125
"H34902-04-01","P34902-002",1,,2,,,,,,,,,,2306.8203125
"H34902-04-01","P34902-003",2,"P34902-002",1,7,2,13,11,1,,96,0,1500,2306.8203125
"H34902-04-01","P34902-004",2,"P34902-002",1,7,3,13,11,1,,96,0,1500,2306.8203125
"H34903-04-01","P34903-001",2,"P34903-002",1,5,1,5,8,1,,7,5,50000,2306.8203125
"H34903-04-01","P34903-002",1,,2,,,,,,,,,,2306.8203125
"H34903-04-01","P34903-004",2,"P34903-002",2,,,,,,,,,,2306.8203125
"H34903-04-01","P34903-005",2,"P34903-002",2,,,,,,,,,,2306.8203125
"H34903-04-01","P34903-006",2,"P34903-002",2,,,,,,,,,,2306.8203125
"H34903-04-01","P34903-007",2,"P34903-002",2,,,,,,,,,,2306.8203125
"H34904-04-01","P34904-001",1,,2,,,,,,,,,,2306.8203125
"H34904-04-01","P34904-002",2,"P34904-001",2,,,,,,,,,,2306.8203125
"H34905-04-01","P34905-001",2,"P34905-002",2,,,,,,,,,,2306.8203125
"H34905-04-01","P34905-002",1,,2,,,,,,,,,,2306.8203125
"H34905-04-01","P34905-003",2,"P34905-002",2,,,,,,,,,,2306.8203125
"H34905-04-01","P34905-004",2,"P34905-002",1,5,2,13,96,1,,7,1,2500,2306.8203125
"H34905-04-01","P34905-005",2,"P34905-002",1,4,2,13,96,1,,7,1,3000,2306.8203125
"H34906-04-01","P34906-001",2,"P34906-002",2,,,,,,,,,,2306.8203125
"H34906-04-01","P34906-002",1,,2,,,,,,,,,,2306.8203125
"H34906-04-01","P34906-003",2,"P34906-002",1,7,0,13,8,1,,7,4,40000,2306.8203125
"H34906-04-01","P34906-004",2,"P34906-002",1,9,3,13,96,1,,7,4,40000,2306.8203125
"H34906-04-01","P34906-005",2,"P34906-002",2,,,,,,,,,,2306.8203125
"H34906-04-01","P34906-006",2,"P34906-002",2,,,,,,,,,,2306.8203125
"H34907-04-01","P34907-001",2,"P34907-002",1,3,0,9,8,1,,7,2,10000,2306.8203125
"H34907-04-01","P34907-002",1,,2,,,,,,,,,,2306.8203125
"H34907-04-01","P34907-003",2,"P34907-002",1,7,2,7,8,1,,7,2,20000,2306.8203125
"H34908-04-01","P34908-001",1,,1,10,2,9,96,1,,7,1.5,15000,2306.8203125
"H34910-04-01","P34910-001",2,"P34910-007",2,,,,,,,,,,2306.8203125
"H34910-04-01","P34910-002",2,"P34910-007",2,,,,,,,,,,2306.8203125
"H34910-04-01","P34910-003",2,"P34910-007",2,,,,,,,,,,2306.8203125
"H34910-04-01","P34910-004",2,"P34910-007",1,6,1,11,13,1,,7,4,20000,2306.8203125
"H34910-04-01","P34910-005",2,"P34910-007",2,,,,,,,,,,2306.8203125
"H34910-04-01","P34910-006",2,"P34910-007",1,7,1,11,13,1,,7,4,15000,2306.8203125
"H34910-04-01","P34910-007",1,,2,,,,,,,,,,2306.8203125
"H34910-04-01","P34910-008",1,,2,,,,,,,,,,2306.8203125
"H35001-04-01","P35001-001",1,,1,14,10,8,9,1,,5,80,150000,707.40234375
"H35001-04-01","P35001-002",1,,1,8,5,8,96,1,,2,0.5,0,707.40234375
"H35001-04-01","P35001-003",2,"P35001-001",1,7,6,11,13,1,,2,0.5,0,707.40234375
"H35001-04-01","P35001-004",1,,2,,,,,,,,,,707.40234375
"H35001-04-01","P35001-005",2,"P35001-001",1,30,30,18,96,1,,2,0.5,0,707.40234375
"H35001-04-01","P35001-007",2,"P35001-001",2,,,,,,,,,,707.40234375
"H35001-04-01","P35001-008",2,"P35001-001",2,,,,,,,,,,707.40234375
"H35001-04-01","P35001-009",2,"P35001-001",2,,,,,,,,,,707.40234375
"H35001-04-01","P35001-010",2,"P35001-001",2,,,,,,,,,,707.40234375
"H35002-04-01","P35002-001",2,"P35002-002",1,7,5,9,11,1,,6,1,2000,707.40234375
"H35002-04-01","P35002-002",1,,1,13,7,4,9,1,,2,1.5,0,707.40234375
"H35002-04-01","P35002-003",2,"P35002-002",2,,,,,,,,,,707.40234375
"H35002-04-01","P35002-004",2,"P35002-002",2,,,,,,,,,,707.40234375
"H35002-04-01","P35002-005",1,,2,,,,,,,,,,707.40234375
"H35002-04-01","P35002-006",2,"P35002-002",2,,,,,,,,,,707.40234375
"H35002-04-01","P35002-007",2,"P35002-002",2,,,,,,,,,,707.40234375
"H35002-04-01","P35002-008",2,"P35002-002",2,,,,,,,,,,707.40234375
"H35003-04-01","P35003-001",1,,1,5,0,19,8,2,5,,,,707.40234375
"H35003-04-01","P35003-002",1,,1,3,0,21,19,2,5,,,,707.40234375
"H35003-04-01","P35003-003",1,,1,3,0,9,19,1,,96,1.6,0,707.40234375
"H35004-04-01","P35004-001",1,,2,,,,,,,,,,707.40234375
"H35004-04-01","P35004-002",1,,1,2,1,11,8,2,1,,,,707.40234375
"H35004-04-01","P35004-003",2,"P35004-001",2,,,,,,,,,,707.40234375
"H35004-04-01","P35004-004",2,"P35004-001",1,2,2,5,8,1,,1,4,0,707.40234375
"H35004-04-01","P35004-005",2,"P35004-002",2,,,,,,,,,,707.40234375
"H35004-04-01","P35004-006",2,"P35004-001",2,,,,,,,,,,707.40234375
"H35004-04-01","P35004-007",2,"P35004-002",1,2,2,8,9,2,96,,,,707.40234375
"H35004-04-01","P35004-008",2,"P35004-001",2,,,,,,,,,,707.40234375
"H35004-04-01","P35004-009",2,"P35004-001",1,7,6,8,12,1,,1,4,0,707.40234375
"H35004-04-01","P35004-010",2,"P35004-001",2,,,,,,,,,,707.40234375
"H35004-04-01","P35004-011",2,"P35004-001",1,3,1,13,8,2,1,,,,707.40234375
"H35004-04-01","P35004-012",2,"P35004-002",1,2,0,8,9,2,1,,,,707.40234375
"H35005-04-01","P35005-001",1,,2,,,,,,,,,,707.40234375
"H35005-04-01","P35005-002",1,,2,,,,,,,,,,707.40234375
"H35005-04-01","P35005-003",2,"P35005-002",1,12,0,96,,1,,2,1.6,0,707.40234375
"H35005-04-01","P35005-004",2,"P35005-002",2,,,,,,,,,,707.40234375
"H35005-04-01","P35005-005",2,"P35005-002",2,,,,,,,,,,707.40234375
"H35005-04-01","P35005-006",2,"P35005-002",2,,,,,,,,,,707.40234375
"H35005-04-01","P35005-007",2,"P35005-002",2,,,,,,,,,,707.40234375
"H35005-04-01","P35005-008",2,"P35005-002",2,,,,,,,,,,707.40234375
"H35006-04-01","P35006-001",1,,2,,,,,,,,,,707.40234375
"H35006-04-01","P35006-002",2,"P35006-001",2,,,,,,,,,,707.40234375
"H35006-04-01","P35006-003",2,"P35006-001",1,8,3,13,8,1,,1,66,0,707.40234375
"H35007-04-01","P35007-001",1,,2,,,,,,,,,,707.40234375
"H35007-04-01","P35007-002",2,"P35007-001",1,2,0,11,8,1,,2,0.25,0,707.40234375
"H35007-04-01","P35007-003",2,"P35007-001",1,4,0,13,11,1,,2,0.25,0,707.40234375
"H35008-04-01","P35008-001",1,,1,7,3,5,8,1,,6,1,6500,707.40234375
"H35008-04-01","P35008-002",2,"P35008-001",2,,,,,,,,,,707.40234375
"H35008-04-01","P35008-003",1,,1,3,3,4,12,1,,5,2,70000,707.40234375
"H35008-04-01","P35008-004",2,"P35008-001",2,,,,,,,,,,707.40234375
"H35008-04-01","P35008-005",2,"P35008-001",2,,,,,,,,,,707.40234375
"H35008-04-01","P35008-006",2,"P35008-001",2,,,,,,,,,,707.40234375
"H35008-04-01","P35008-007",2,"P35008-001",2,,,,,,,,,,707.40234375
"H35008-04-01","P35008-008",2,"P35008-001",2,,,,,,,,,,707.40234375
"H35009-04-01","P35009-001",2,"P35009-002",2,,,,,,,,,,707.40234375
"H35009-04-01","P35009-002",1,,1,5,0,5,8,1,,6,3,10000,707.40234375
"H35009-04-01","P35009-003",2,"P35009-002",2,,,,,,,,,,707.40234375
"H35009-04-01","P35009-004",2,"P35009-002",2,,,,,,,,,,707.40234375
"H35009-04-01","P35009-005",2,"P35009-002",2,,,,,,,,,,707.40234375
"H35009-04-01","P35009-006",2,"P35009-002",2,,,,,,,,,,707.40234375
"H35009-04-01","P35009-007",2,"P35009-002",1,4,3,4,14,1,,2,1,0,707.40234375
"H35009-04-01","P35009-008",2,"P35009-002",2,,,,,,,,,,707.40234375
"H35009-04-01","P35009-009",2,"P35009-002",2,,,,,,,,,,707.40234375
"H35010-04-01","P35010-001",1,,2,,,,,,,,,,707.40234375
"H35010-04-01","P35010-002",2,"P35010-001",1,10,7,19,8,1,,2,1.6,0,707.40234375
"H35101-04-01","P35101-002",1,,2,,,,,,,,,,2409.94018554688
"H35101-04-01","P35101-003",2,"P35101-002",1,14,5,96,18,1,,1,1.5,15000,2409.94018554688
"H35101-04-01","P35101-004",2,"P35101-002",2,,,,,,,,,,2409.94018554688
"H35101-04-01","P35101-005",2,"P35101-002",2,,,,,,,,,,2409.94018554688
"H35101-04-01","P35101-006",2,"P35101-002",2,,,,,,,,,,2409.94018554688
"H35102-04-01","P35102-001",1,,1,7,3,15,9,1,,2,1,0,2409.94018554688
"H35102-04-01","P35102-002",2,"P35102-001",2,,,,,,,,,,2409.94018554688
"H35102-04-01","P35102-003",2,"P35102-001",1,2,1,13,8,1,,2,1,0,2409.94018554688
"H35103-04-01","P35103-001",2,"P35103-002",2,,,,,,,,,,2409.94018554688
"H35103-04-01","P35103-002",1,,1,20,20,96,8,1,,1,0.4,20000,2409.94018554688
"H35103-04-01","P35103-003",2,"P35103-002",1,3,3,13,8,2,1,,,,2409.94018554688
"H35103-04-01","P35103-004",2,"P35103-002",2,,,,,,,,,,2409.94018554688
"H35103-04-01","P35103-005",2,"P35103-002",2,,,,,,,,,,2409.94018554688
"H35103-04-01","P35103-006",2,"P35103-002",2,,,,,,,,,,2409.94018554688
"H35103-04-01","P35103-007",2,"P35103-002",1,30,30,18,11,2,8,,,,2409.94018554688
"H35103-04-01","P35103-008",2,"P35103-002",2,,,,,,,,,,2409.94018554688
"H35103-04-01","P35103-009",2,"P35103-002",1,2,2,6,11,1,,2,0.25,2000,2409.94018554688
"H35104-04-01","P35104-001",1,,2,,,,,,,,,,2409.94018554688
"H35104-04-01","P35104-002",2,"P35104-005",2,,,,,,,,,,2409.94018554688
"H35104-04-01","P35104-003",2,"P35104-005",1,4,2,96,,2,2,,,,2409.94018554688
"H35104-04-01","P35104-004",2,"P35104-005",1,4,2,5,8,1,,2,0.25,1000,2409.94018554688
"H35104-04-01","P35104-005",1,,1,7,4,5,8,1,,2,0.25,1000,2409.94018554688
"H35105-04-02","P35105-001",1,,2,,,,,,,,,,2409.94018554688
"H35106-04-01","P35106-001",1,,1,13,4,4,13,1,,2,0,4000,2409.94018554688
