"HHID","parcelID","plotID","Production2_ID","cropID","a5bq5_1","a5bq5_2","a5bq6a","a5bq6b","a5bq6c","a5bq6d","a5bq6a_1","a5bq6a_2","a5bq6a_3","a5bq6a_4","a5bq6e","a5bq6e_1","a5bq6f","a5bq6f_1","a5bq7a","a5bq7b","a5bq7c","a5bq7d","a5bq8","a5bq9","a5bq10","a5bq11e","a5bq11f","a5bq11g","a5bq11h","a5bq12","a5bq13","a5bq14a","a5bq14b","a5bq15","a5bq16","a5bq17","a5bq18","a5bq19","a5bq20","a5bq21","a5bq22","a5bq23a","a5bq23b","hh","wgt_X"
376080401,1,1,1,741,37608001,2,36,20,68,15,2,,37608001,37608002,8,2013,12,2013,15,20,68,15,45000,2,0,2,,37608001,37608002,0,21,0,0,0,0,,6,2,,0,,1,1,"H37608-04-01",3280.814453125
376080401,2,2,3,210,37608001,2,500,35,1,,2,,37608001,37608002,10,2013,11,2013,400,45,1,,400000,2,0,1,37608001,,,0,50,0,0,50,0,,4,2,,0,,2,96,"H37608-04-01",3280.814453125
376080401,3,3,5,741,37608001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37608-04-01",3280.814453125
376080401,3,3,4,310,37608001,2,100,45,1,,2,,37608001,37608002,12,2013,12,2013,80,45,1,,312000,2,2000,2,,37608001,37608002,0,20,0,0,0,0,,4,2,,0,,1,96,"H37608-04-01",3280.814453125
376080401,4,4,6,811,37608001,2,250,45,1,,1,37608001,,,9,2013,10,2013,250,45,1,,900000,3,0,1,37608001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H37608-04-01",3280.814453125
376090401,2,1,1,440,37609001,2,200,20,1,,1,37609001,,,11,2013,11,2013,200,20,1,,230000,2,0,1,37609001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H37609-04-01",3280.814453125
376100401,1,1,1,210,37610002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"H37610-04-01",3280.814453125
376100401,1,1,2,741,37610002,2,40,20,69,10,2,,37610002,37610004,8,2013,12,2013,0,,,,,,,,,,,0,40,0,0,0,0,,6,2,,0,,1,1,"H37610-04-01",3280.814453125
376100401,1,2,3,310,37610002,2,2,32,22,12,1,37610002,,,11,2013,12,2013,0,,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,,2,96,"H37610-04-01",3280.814453125
376100401,2,3,4,620,37610002,2,3,20,10,100,2,,37610001,37610002,12,2013,3,2014,0,,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,2,96,"H37610-04-01",3280.814453125
376100401,4,4,5,811,37610002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37610-04-01",3280.814453125
376100401,4,5,6,310,37610002,2,4,22,22,12,1,37610002,,,11,2013,12,2013,0,,,,,,,,,,,0,3,0,0,1,0,,4,2,,0,,3,,"H37610-04-01",3280.814453125
377010401,1,1,2,620,37701002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37701-04-01",1595.68603515625
377010401,2,2,1,130,37701002,2,4,45,10,100,2,,37701001,37701002,12,2013,12,2013,3,45,10,100,150000,2,0,2,,37701001,37701002,0,0.699999988079071,0,0,0.200000002980232,0,,4,2,,0.100000001490116,,2,96,"H37701-04-01",1595.68603515625
377010401,3,3,3,630,37701002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37701-04-01",1595.68603515625
377020401,1,1,1,310,37702001,2,4,32,10,100,2,,37702001,37702002,11,2013,11,2013,2,32,10,100,500000,2,0,2,,37702001,37702002,0,1,0,0,0.699999988079071,0,,6,2,,0.300000011920929,,1,2,"H37702-04-01",1595.68603515625
377020401,1,1,2,130,37702001,2,3,45,10,100,2,,37702001,37702002,12,2013,12,2013,1,45,10,100,50000,2,0,2,,37702001,37702002,0.5,1,0,0,0.5,0,,4,2,,0,,2,96,"H37702-04-01",1595.68603515625
377020401,2,2,3,620,37702001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37702-04-01",1595.68603515625
377020401,2,2,4,,37702001,2,7,,10,100,2,,37702001,37702002,12,2013,12,2013,5,,,100,250000,2,0,2,,37702001,37702002,0,1.39999997615814,0,0,0.200000002980232,10,1,4,2,,0.400000005960464,,2,96,"H37702-04-01",1595.68603515625
377030401,1,1,1,130,37703001,2,1.5,45,10,100,2,,37703001,37703002,12,2013,12,2013,1,45,10,100,50000,2,0,2,,37703001,37703002,0,0.400000005960464,0,0,0.100000001490116,0,,4,2,,0,,2,96,"H37703-04-01",1595.68603515625
377040401,1,1,1,630,37704001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37704-04-01",1595.68603515625
377040401,1,2,2,310,37704001,2,1.5,32,10,100,2,,37704001,37704002,11,2013,11,2013,1,32,10,100,280000,2,0,2,,37704001,37704002,0,0.200000002980232,0,0,0.300000011920929,0,,4,2,,0,,1,2,"H37704-04-01",1595.68603515625
377040401,1,2,3,130,37704001,2,2,32,10,100,2,,37704001,37704002,12,2013,12,2013,1,45,10,100,50000,2,0,2,,37704001,37704002,0,0.800000011920929,0,0,0.200000002980232,10,1,4,2,,0,,2,96,"H37704-04-01",1595.68603515625
377050401,1,1,1,210,37705001,2,200,45,1,,2,,37705001,37705002,11,2013,11,2013,50,45,1,,25000,2,0,2,,37705001,37705002,20,80,0,0,40,0,,4,2,,10,,1,96,"H37705-04-01",1595.68603515625
377050401,1,1,2,130,37705001,2,9.5,45,10,100,2,,37705001,37705002,12,2013,12,2013,6,45,10,100,300000,2,0,2,,37705001,37705002,0.5,1.79999995231628,0,0,0.200000002980232,0,,4,2,,0,,2,96,"H37705-04-01",1595.68603515625
377050401,1,2,3,620,37705001,2,3.5,20,10,100,2,,37705001,37705002,9,2013,12,2013,0,,,,,,,,,,,0.5,1,0,0,0,0,,6,2,,0,,1,1,"H37705-04-01",1595.68603515625
377050401,1,3,4,620,37705001,2,3,20,22,15,2,,37705001,37705002,3,2013,4,2013,0,,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,2,96,"H37705-04-01",1595.68603515625
377050401,2,4,5,630,37705001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37705-04-01",1595.68603515625
377060401,1,1,1,130,37706001,2,1.5,45,10,100,1,37706001,,,12,2013,12,2013,0,,,,,,,,,,,0.300000011920929,1.10000002384186,0,0,0.100000001490116,0,,4,2,,0,,2,96,"H37706-04-01",1595.68603515625
377060401,1,1,2,210,37706001,2,50,45,1,,1,37706001,,,11,2013,11,2013,0,,,,,,,,,,,10,30,0,0,10,0,,4,2,,0,,2,96,"H37706-04-01",1595.68603515625
377060401,1,2,3,620,37706001,2,2,20,10,100,1,37706001,,,,,,,,,,,,,,,,,,0.5,1.5,0,0,0,0,,7,2,,0,,2,96,"H37706-04-01",1595.68603515625
377060401,1,3,4,340,37706001,2,10,45,1,,1,37706001,,,12,2013,12,2013,5,45,1,,6000,2,0,1,37706001,,,0,4,0,0,1,0,,4,2,,0,,1,96,"H37706-04-01",1595.68603515625
377060401,1,4,5,150,37706001,2,30,45,1,,1,37706001,,,12,2013,12,2013,0,,,,,,,,,,,4,20,0,0,1,0,,4,2,,5,,2,96,"H37706-04-01",1595.68603515625
377060401,2,5,6,630,37706001,2,1,20,10,100,1,37706001,,,2,2014,4,2014,0,,,,,,,,,,,0.300000011920929,0.699999988079071,0,0,0,0,,6,2,,0,,2,96,"H37706-04-01",1595.68603515625
377070401,1,1,3,130,37707002,2,30,45,1,,2,,37707001,37707002,1,2014,1,2014,0,,,,,,,,,,,5,20,0,0,5,0,,4,1,3,0,,2,96,"H37707-04-01",1595.68603515625
377070401,1,1,1,630,37707002,2,1,20,10,100,2,,37707001,37707002,3,2014,4,2014,0,,,,,,,,,,,0,1,0,0,0,0,,96,2,,0,,1,96,"H37707-04-01",1595.68603515625
377070401,1,1,2,130,37707002,2,10,22,22,15,2,,37707001,37707002,12,2013,12,2013,0,,,,,,,,,,,2,8,0,0,0,0,,6,2,,0,,3,,"H37707-04-01",1595.68603515625
377070401,2,2,4,130,37707002,2,50,45,1,,2,,37707001,37707002,1,2014,1,2014,20,45,1,,10000,2,0,2,,37707001,37707002,0,30,0,0,0,0,,4,1,3,0,,1,96,"H37707-04-01",1595.68603515625
377080401,1,1,1,130,37708002,2,1,23,10,,1,37708002,,,12,2013,1,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,,,3,,"H37708-04-01",1595.68603515625
377080401,1,1,2,130,37708002,2,200,45,1,,1,37708002,,,1,2014,1,2014,100,45,1,,50000,4,0,1,37708002,,,0,100,0,0,0,0,,4,2,,0,,3,,"H37708-04-01",1595.68603515625
377080401,1,2,3,620,37708002,2,5,20,10,100,1,37708002,,,1,2014,3,2014,0,,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,3,,"H37708-04-01",1595.68603515625
377080401,2,3,4,630,37708002,2,10,20,10,110,1,37708002,,,12,2013,2,2014,0,,,,,,,,,,,0,10,0,0,0,0,,6,2,,0,,3,,"H37708-04-01",1595.68603515625
377090401,1,1,1,630,37709001,2,1,20,10,100,2,,37709001,37709002,2,2014,4,2014,0,,,,,,,,,,,0.200000002980232,0.75,0,0,0,0,,6,2,,0.0500000007450581,,1,96,"H37709-04-01",1595.68603515625
377100401,1,1,1,310,37710001,2,5.5,42,10,40,1,37710001,,,11,2013,11,2013,0,,,,,,,,,,,2,1,0,0,2,0,,4,2,,0.5,,2,96,"H37710-04-01",1595.68603515625
377100401,1,1,2,630,37710001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37710-04-01",1595.68603515625
377100401,1,2,3,620,37710001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37710-04-01",1595.68603515625
377100401,1,3,4,620,37710001,2,10,20,22,15,1,37710001,,,10,2013,1,2014,0,,,,,,,,,,,3,7,0,0,0,0,,6,2,,0,,1,1,"H37710-04-01",1595.68603515625
377100401,3,4,5,310,37710001,2,9,42,10,40,1,37710001,,,11,2013,11,2013,9,42,10,40,810000,2,0,1,37710001,,,0,0,0,0,0,0,,4,2,,0,,2,96,"H37710-04-01",1595.68603515625
377100401,3,5,6,130,37710001,2,10,45,10,100,1,37710001,,,12,2013,12,2013,5,45,10,100,50000,2,0,1,37710001,,,1,1,0,0,0.300000011920929,0,,4,2,,1.70000004768372,,2,96,"H37710-04-01",1595.68603515625
378010401,1,1,1,741,37801002,2,41,20,68,30,2,,37801004,37801006,7,2013,12,2013,20,20,68,30,160000,5,0,2,,37801004,37801003,6,15,0,0,0,0,,6,2,,0,,1,1,"H37801-04-01",2097.82543945313
378010401,1,1,2,811,37801002,2,83,45,1,,2,,37801003,37801004,10,2013,12,2013,83,45,1,,252000,3,0,2,,37801003,37801004,0,0,0,0,0,0,,4,2,,0,,3,,"H37801-04-01",2097.82543945313
378010401,2,2,3,210,37801002,2,100,45,1,,2,,37801004,37801003,12,2013,12,2013,75,45,1,,60000,2,0,2,,37801003,37801004,0,25,0,0,0,0,,4,2,,0,,1,1,"H37801-04-01",2097.82543945313
378010401,3,3,4,890,37801002,2,10,99,10,8,2,,37801002,37801004,12,2013,12,2013,8,99,,,35000,2,0,2,,37801002,37801004,1,1,0,0,0,0,,4,2,,0,,3,,"H37801-04-01",2097.82543945313
378020401,1,1,2,210,37802002,2,50,45,1,,2,,37802001,37802002,12,2013,12,2013,0,,,,,,,,,,,0,30,0,0,0,0,,4,1,1,20,,1,1,"H37802-04-01",2097.82543945313
378020401,1,1,1,741,37802001,2,40,20,68,25,2,,37802001,37802002,7,2013,12,2013,10,20,68,25,120000,3,0,2,,37802002,37802001,10,20,0,0,0,0,,1,2,,0,,1,1,"H37802-04-01",2097.82543945313
378020401,1,1,3,811,37802002,2,1,45,10,80,2,,37802001,37802002,11,2013,11,2013,1,45,10,80,240000,3,0,2,,37802001,37802002,0,0,0,0,0,0,,4,2,,0,,1,96,"H37802-04-01",2097.82543945313
378020401,2,2,4,811,37802002,2,2,45,12,80,2,,37802001,37802002,11,2013,11,2013,2,45,9,80,490000,2,0,2,,37802001,37802002,0,0,0,0,0,0,,4,2,,0,,1,96,"H37802-04-01",2097.82543945313
378020401,2,3,5,210,37802002,2,60,45,1,,2,,37802001,37802002,2,2014,2,2014,0,,,,,,,,,,,0,0,0,0,0,0,,4,2,,60,,2,96,"H37802-04-01",2097.82543945313
378030401,1,1,1,210,37803001,2,57,45,1,,1,37803001,,,11,2013,12,2013,40,45,1,,52000,2,0,1,37803001,,,5,7,0,0,5,0,,4,2,,0,,1,1,"H37803-04-01",2097.82543945313
378030401,2,2,2,210,37803001,2,69,45,1,,1,37803001,,,11,2013,12,2013,50,45,1,,80000,3,0,1,37803001,,,3,6,0,0,0,0,,4,2,,10,,1,1,"H37803-04-01",2097.82543945313
378040401,1,1,3,741,37804002,2,7,20,68,18,2,,37804001,37804002,8,2013,12,2013,0,,,,,,,,,,,0,7,0,0,0,0,,6,2,,0,,1,1,"H37804-04-01",2097.82543945313
378040401,1,1,4,811,37804002,2,43,24,1,,1,37804001,,,11,2013,12,2013,43,24,1,,30100,2,0,1,37804001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H37804-04-01",2097.82543945313
378040401,1,1,1,630,37804002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,"H37804-04-01",2097.82543945313
378040401,1,1,2,210,37804002,2,8,45,1,,1,37804001,,,11,2013,12,2013,0,,,,,,,,,,,0,8,0,0,0,0,,4,2,,0,,1,96,"H37804-04-01",2097.82543945313
378050401,1,1,2,741,37805001,2,5,20,68,16,1,37805001,,,9,2013,12,2013,2,20,68,16,19000,3,0,1,37805001,,,0,3,0,0,0,0,,6,2,,0,,2,1,"H37805-04-01",2097.82543945313
378050401,1,1,1,210,37805001,2,20,35,1,,1,37805001,,,10,2013,11,2013,0,,,,,,,,,,,0,20,0,0,0,0,,4,2,,0,,1,96,"H37805-04-01",2097.82543945313
378050401,1,1,3,811,37805001,2,18,24,1,,1,37805001,,,11,2013,11,2013,18,24,1,,12600,2,0,1,37805001,,,0,0,0,0,0,0,,96,2,,0,,3,,"H37805-04-01",2097.82543945313
378060401,1,1,1,210,37806002,2,6,45,1,,2,,37806001,37806002,10,2013,10,2013,0,,,,,,,,,,,0,6,0,0,0,0,,4,2,,0,,3,,"H37806-04-01",2097.82543945313
378070401,1,1,2,811,37807002,2,6,24,10,80,2,,37807001,37807002,11,2013,11,2013,6,24,10,80,400000,3,0,2,,37807001,37807002,0,0,0,0,0,0,,4,2,,0,,3,,"H37807-04-01",2097.82543945313
378070401,1,1,3,210,37807002,2,100,45,1,,2,,37807001,37807002,12,2013,1,2013,50,45,1,,115000,3,2000,2,,37807001,37807002,6,44,0,0,0,0,,4,2,,0,,3,,"H37807-04-01",2097.82543945313
378070401,1,1,1,741,37807002,2,10,20,67,50,2,,37807001,37807002,7,2013,12,2013,9,20,67,50,27000,3,9000,2,,37807001,37807002,0,1,0,0,0,0,,6,2,,0,,1,1,"H37807-04-01",2097.82543945313
378070401,2,2,4,410,37807002,2,17,20,10,80,2,,37807001,37807002,8,2013,8,2013,16,20,10,80,120000,3,12000,2,,37807001,37807002,0.5,0.5,0,0,0,0,,4,2,,0,,3,,"H37807-04-01",2097.82543945313
378070401,3,3,5,440,37807002,2,8.5,20,10,100,1,37807001,,,11,2013,11,2013,8,20,10,100,560000,2,8000,2,,37807001,37807002,0.25,0.25,0,0,0,0,,4,2,,0,,3,,"H37807-04-01",2097.82543945313
378070401,4,4,6,130,37807002,2,200,45,1,,2,,37807001,37807002,8,2013,8,2013,0,,,,,,,,,,,20,180,0,0,0,0,,4,2,,0,,1,2,"H37807-04-01",2097.82543945313
378080401,1,1,1,210,37808001,2,50,35,1,,2,,37808001,37808006,11,2013,12,2013,0,,,,,,,,,,,0,50,0,0,0,0,,3,2,,0,,1,96,"H37808-04-01",2097.82543945313
378080401,1,1,2,741,37808001,2,20,20,68,15,2,,37808001,37808006,8,2013,12,2013,0,,,,,,,,,,,0,20,0,0,0,0,,6,2,,0,,1,1,"H37808-04-01",2097.82543945313
379010401,1,1,1,630,37901001,2,7,20,22,15,2,,37901001,37901002,7,2013,10,2013,0,,,,,,,,,,,2,5,0,0,0,0,,6,2,,0,,2,96,"H37901-04-01",2645.49951171875
379010401,1,2,2,130,37901001,2,20,45,1,,1,37901001,,,9,2013,10,2013,0,,,,,,,,,,,2,18,0,0,0,0,,4,2,,0,,1,2,"H37901-04-01",2645.49951171875
379010401,2,3,3,210,37901001,2,10,35,1,,2,,37901001,37901002,9,2013,10,2013,0,,,,,,,,,,,1,9,0,0,0,0,,4,2,,0,,2,96,"H37901-04-01",2645.49951171875
379010401,2,3,4,130,37901001,2,55,45,1,,2,,37901001,37901002,11,2013,11,2013,0,,,,,,,,,,,10,40,0,0,0,0,,4,2,,0,,1,2,"H37901-04-01",2645.49951171875
379010401,2,4,5,620,37901001,2,30,20,22,18,2,,37901001,37901002,10,2013,11,2013,0,,,,,,,,,,,2,28,0,0,0,0,,6,2,,0,,2,96,"H37901-04-01",2645.49951171875
379020401,1,1,2,741,37902001,2,5,20,67,25,2,,37902001,37902002,7,2013,12,2013,0,,,,,,,,,,,1,4,0,0,0,0,,6,2,,0,,2,96,"H37902-04-01",2645.49951171875
379020401,1,1,1,811,37902001,2,100,44,1,,1,37902001,,,10,2013,12,2013,100,44,1,,100000,3,0,1,37902001,,,0,0,0,0,0,0,,4,2,,0,,3,,"H37902-04-01",2645.49951171875
379020401,2,2,3,130,37902001,2,210,45,1,,1,37902002,,,12,2013,12,2013,100,45,1,,70000,2,0,1,37902002,,,0,93,0,0,7,0,,4,2,,0,,1,2,"H37902-04-01",2645.49951171875
379020401,3,3,4,630,37902001,2,10,20,22,15,1,37902004,,,2,2014,4,2014,4,20,22,15,12000,5,0,1,37902002,,,0,6,0,0,0,0,,6,2,,0,,3,,"H37902-04-01",2645.49951171875
379030401,1,1,2,630,37903001,2,3,40,22,18,2,,37903001,37903003,4,2014,4,2014,0,,,,,,,,,,,0.25,2.75,0,0,0,0,,6,2,,0,,3,,"H37903-04-01",2645.49951171875
379030401,1,1,1,130,37903001,2,120,45,1,,2,,37903001,37903002,10,2013,11,2013,0,,,,,,,,,,,0,114,0,0,6,0,,4,2,,0,,1,2,"H37903-04-01",2645.49951171875
379050401,1,1,6,130,37905001,2,4,45,10,100,2,,37905001,37905002,12,2013,12,2013,2,45,10,100,100000,4,0,2,,37905001,37905002,0,2,0,0,0,0,,1,2,,0,,1,2,"H37905-04-01",2645.49951171875
379050401,1,1,3,630,37905001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37905-04-01",2645.49951171875
379050401,1,1,2,210,37905001,2,60,45,1,,2,,37905001,37905002,12,2013,12,2013,0,,,,,,,,,,,10,30,0,0,20,0,,4,2,,0,,3,,"H37905-04-01",2645.49951171875
379050401,1,1,1,741,37905001,2,30,20,68,15,2,,37905001,37905002,7,2013,12,2013,0,,,,,,,,,,,0,30,0,0,0,0,,6,2,,0,,1,1,"H37905-04-01",2645.49951171875
379050401,1,1,7,620,37905001,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"H37905-04-01",2645.49951171875
379050401,1,1,4,811,37905001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37905-04-01",2645.49951171875
379050401,1,1,5,310,37905001,2,40,45,1,,2,,37905001,37905002,12,2013,12,2013,0,,,,,,,,,,,10,30,0,0,0,0,,4,2,,0,,3,,"H37905-04-01",2645.49951171875
379050401,2,2,8,130,37905001,2,22,45,10,100,2,,37905001,37905002,12,2013,12,2013,22,45,10,100,1100000,2,0,2,,37905001,37905002,0,0,0,0,0,0,,1,2,,0,,2,2,"H37905-04-01",2645.49951171875
379050401,3,3,9,630,37905001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37905-04-01",2645.49951171875
379060401,1,1,2,811,37906001,2,100,45,1,,2,,37906001,37906002,10,2013,12,2013,100,45,1,,130000,2,0,2,,37906001,37906002,0,0,0,0,0,0,,4,2,,0,,3,,"H37906-04-01",2645.49951171875
379060401,1,1,1,210,37906001,2,60,35,1,,2,,37906001,37906002,10,2013,11,2013,20,45,1,,20000,2,0,2,,37906001,37906002,0,30,0,0,0,0,,4,2,,10,,1,96,"H37906-04-01",2645.49951171875
379060401,1,2,3,130,37906001,2,150,33,1,,2,,37906002,37906003,12,2013,12,2013,50,45,1,,25000,2,0,2,,37906002,37906001,0,40,0,0,0,0,,4,2,,60,,1,2,"H37906-04-01",2645.49951171875
379060401,1,3,4,620,37906001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37906-04-01",2645.49951171875
379060401,1,4,5,630,37906001,2,2,20,10,100,2,,37906002,37906003,9,2013,12,2013,0,,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,"H37906-04-01",2645.49951171875
379070401,1,1,2,630,37907001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37907-04-01",2645.49951171875
379070401,1,1,3,811,37907001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37907-04-01",2645.49951171875
379070401,1,1,5,620,37907001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37907-04-01",2645.49951171875
379070401,1,1,1,210,37907001,2,30,45,1,,1,37907001,,,11,2013,11,2013,0,,,,,,,,,,,0,30,0,0,0,0,,4,2,,0,,3,,"H37907-04-01",2645.49951171875
379070401,1,1,4,130,37907001,2,36,45,1,,1,37907001,,,12,2013,12,2013,0,,,,,,,,,,,0,36,0,0,0,0,,4,2,,0,,1,2,"H37907-04-01",2645.49951171875
379080401,1,1,2,811,37908001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37908-04-01",2645.49951171875
379080401,1,1,1,741,37908001,2,30,20,68,12,2,,37908001,37908002,8,2013,12,2013,0,,,,,,,,,,,0,30,0,0,0,0,,6,2,,0,,1,1,"H37908-04-01",2645.49951171875
379080401,2,2,3,120,37908001,2,10,45,10,100,2,,37908001,37908002,12,2013,12,2013,9,45,10,100,1620000,3,0,2,,37908001,37908002,0,1,0,0,0,0,,1,2,,0,,3,,"H37908-04-01",2645.49951171875
379080401,3,3,4,120,37908001,2,20,45,10,100,2,,37908001,37908002,12,2013,12,2013,19,45,10,100,3420000,3,0,2,,37908001,37908002,0,0.5,0,0,0,0,,1,2,,0.5,,3,,"H37908-04-01",2645.49951171875
379080401,4,4,8,130,37908001,2,8,45,10,100,2,,37908001,37908002,12,2013,12,2013,5,45,10,100,250000,2,0,2,,37908001,37908002,0,1,0,0,0,0,,1,2,,0,,3,,"H37908-04-01",2645.49951171875
379080401,5,5,5,630,37908001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H37908-04-01",2645.49951171875
379080401,5,6,6,210,37908001,2,80,45,1,,2,,37908001,37908002,10,2013,10,2013,0,,,,,,,,,,,30,50,0,0,0,0,,4,2,,0,,3,,"H37908-04-01",2645.49951171875
379080401,5,7,7,141,37908001,2,30,45,1,,2,,37908001,37908002,11,2013,11,2013,0,,,,,,,,,,,30,0,0,0,0,0,,96,2,,0,,3,,"H37908-04-01",2645.49951171875
379090401,1,1,1,630,37909001,2,1,20,10,100,1,37909001,,,2,2014,4,2014,0,,,,,,,,,,,0.600000023841858,0.400000005960464,0,0,0,0,,6,2,,0,,1,2,"H37909-04-01",2645.49951171875
379100401,1,1,1,130,37910001,2,80,45,1,,1,37910001,,,11,2013,11,2013,0,,,,,,,,,,,20,50,0,0,10,0,,4,2,,0,,1,2,"H37910-04-01",2645.49951171875
379100401,2,2,2,130,37910001,2,120,45,1,,1,37910001,,,11,2013,11,2013,50,45,1,,17500,2,0,1,37910001,,,0,70,0,0,0,0,,4,2,,0,,1,2,"H37910-04-01",2645.49951171875
379100401,2,3,3,630,37910001,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,"H37910-04-01",2645.49951171875
380010401,1,1,1,630,38001002,2,50,20,22,15,2,,38001001,38001003,7,2013,4,2014,0,,,,,,,,,,,0,50,0,0,0,0,,6,2,,0,,3,,"H38001-04-01",2108.638671875
380010401,1,2,2,620,38001002,2,20,20,22,15,2,,38001001,38001002,7,2013,7,2013,7,20,22,15,175000,4,0,2,,38001001,38001003,0,13,0,0,0,0,,6,2,,0,,2,96,"H38001-04-01",2108.638671875
380040401,2,1,1,130,38004002,2,300,45,1,,2,,38004001,38004002,12,2013,12,2013,0,,,,,,,,,,,50,45,0,0,5,0,,6,2,,200,,3,,"H38004-04-01",2108.638671875
380040401,2,2,2,620,38004002,2,1,20,10,100,2,,38004001,38004002,10,2013,11,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,1,"H38004-04-01",2108.638671875
380040401,3,3,3,630,38004002,2,1,20,10,100,2,,38004001,38004002,9,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,1,"H38004-04-01",2108.638671875
380040401,3,4,4,630,38004002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H38004-04-01",2108.638671875
380040401,3,5,5,620,38004002,2,2,20,10,100,2,,38004001,38004002,9,2013,12,2013,0,,,,,,,,,,,1,1,0,0,0,0,,6,2,,0,,1,1,"H38004-04-01",2108.638671875
380060401,1,1,1,630,38006002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H38006-04-01",2108.638671875
380060401,1,2,2,130,38006002,2,340,45,1,,2,,38006001,38006002,12,2013,12,2013,100,45,1,,50000,2,0,2,,38006001,38006002,50,140,0,0,10,0,,4,2,,40,,1,2,"H38006-04-01",2108.638671875
380060401,1,3,3,620,38006002,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"H38006-04-01",2108.638671875
380070401,2,1,3,130,38007002,2,150,45,1,,1,38007002,,,11,2013,11,2013,0,,,,,,,,,,,20,50,0,0,0,0,,4,2,,80,,3,,"H38007-04-01",2108.638671875
380070401,2,1,2,630,38007002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H38007-04-01",2108.638671875
380070401,2,1,1,210,38007002,2,50,45,1,,1,38007002,,,9,2013,9,2013,0,,,,,,,,,,,0,30,0,0,0,0,,4,2,,20,,3,,"H38007-04-01",2108.638671875
380070401,3,2,4,620,38007002,2,1,20,10,100,1,38007002,,,11,2013,12,2013,0,,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,1,1,"H38007-04-01",2108.638671875
380080401,1,1,1,130,38008001,2,8,45,10,100,2,,38008001,38008002,11,2013,12,2013,8,45,10,100,400000,3,0,2,,38008001,38008002,0,0,0,0,0,0,,1,2,,0,,3,,"H38008-04-01",2108.638671875
380080401,2,2,2,630,38008001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"H38008-04-01",2108.638671875
380080401,3,3,3,620,38008001,2,3,20,10,100,2,,38008001,38008002,11,2013,12,2013,0,,,,,,,,,,,2,1,0,0,0,0,,6,2,,0,,3,,"H38008-04-01",2108.638671875
380090401,1,1,1,210,38009002,2,20,45,1,,2,,38009001,38009002,10,2013,11,2013,0,,,,,,,,,,,0,20,0,0,0,0,,4,2,,0,,2,96,"H38009-04-01",2108.638671875
