"HHID","PID","w2q1a","w2q1b","w2q1c","w2q2","w2q3","w2q4","w2q5","wgt_X"
"H20611-04-02","P20611-002",1,"P20611-001",2,,,18,20,2204.83032226563
"H20801-04-01","P20801-013",1,"P20801-012",1,,,18,21,2204.83032226563
"H20802-04-01","P20802-004",3,,,3,,,,2204.83032226563
"H20802-04-01","P20802-002",1,"P20802-001",2,,,18,22,2204.83032226563
"H20802-04-01","P20802-009",2,"P20802-007",1,,,17,21,2204.83032226563
"H20810-04-01","P20810-005",1,"P20810-004",1,,,22,25,2204.83032226563
"H20811-04-04","P20811-003",1,"P20811-041",2,,,18,22,440.966064453125
"H20811-04-05","P20811-012",1,"P20811-044",2,,,19,28,440.966064453125
"H20902-04-01","P20902-002",1,"P20902-001",2,,,15,18,2204.83032226563
"H20903-04-02","P20903-002",1,"P20903-001",1,,,19,21,1102.41516113281
"H20903-04-03","P20903-008",1,"P20903-004",1,,,17,20,1102.41516113281
"H20905-04-01","P20905-003",3,,,2,3,20,28,1102.41516113281
"H20905-04-02","P20905-009",1,"P20905-004",2,,,16,24,1102.41516113281
"H20906-04-01","P20906-013",1,"P20906-005",2,,,18,50,1102.41516113281
"H20906-04-03","P20906-002",3,,,1,2,20,27,1102.41516113281
"H20907-04-01","P20907-002",1,"P20907-001",2,,,16,20,2204.83032226563
"H20908-04-02","P20908-008",3,,,2,3,16,26,1102.41516113281
"H20909-04-01","P20909-017",3,,,2,1,21,32,2204.83032226563
"H20910-04-01","P20910-002",1,"P20910-001",2,,,18,23,2204.83032226563
"H21101-04-01","P21101-002",1,"P21101-001",1,,,20,26,2204.83032226563
"H21102-04-01","P21102-021",1,"P21102-020",1,,,28,42,1102.41516113281
"H21102-04-02","P21102-013",1,"P21102-012",1,,,21,31,1102.41516113281
"H21106-04-01","P21106-002",1,"P21106-001",2,,,16,20,2204.83032226563
"H21107-04-01","P21107-002",1,"P21107-001",1,,,18,24,2204.83032226563
"H21108-04-01","P21108-002",1,"P21108-001",1,,,20,35,2204.83032226563
"H21109-04-01","P21109-004",3,,,3,,,,2204.83032226563
"H21110-04-01","P21110-010",3,,,3,,,,2204.83032226563
"H21401-04-01","P21401-017",3,,,3,,,,943.790832519531
"H21401-04-02","P21401-008",1,"P21401-002",1,,,24,35,943.790832519531
"H21402-04-01","P21402-005",3,,,2,3,22,28,1887.58166503906
"H21403-04-01","P21403-002",1,"P21403-001",1,,,19,26,1887.58166503906
"H21404-04-01","P21404-001",1,,1,,,20,26,1887.58166503906
"H21405-04-01","P21405-001",2,,1,,,18,24,1887.58166503906
"H21406-04-01","P21406-004",3,,,3,,,,1887.58166503906
"H21406-04-01","P21406-001",1,,1,,,20,50,1887.58166503906
"H21407-04-01","P21407-005",3,,,3,,,,1887.58166503906
"H21407-04-01","P21407-004",3,,,3,,,,1887.58166503906
"H21407-04-01","P21407-002",1,"P21407-001",1,,,22,31,1887.58166503906
"H21408-04-01","P21408-001",3,,,1,1,21,39,1887.58166503906
"H21409-04-01","P21409-005",3,,,3,,,,1887.58166503906
"H21410-04-01","P21410-002",2,"P21410-001",1,,,20,28,1887.58166503906
"H21410-04-01","P21410-003",3,,,3,,,,1887.58166503906
"H21503-04-01","P21503-001",1,,1,,,18,28,1887.58166503906
"H21505-04-01","P21505-001",3,,,3,,,,1887.58166503906
"H21506-04-01","P21506-002",1,"P21506-001",1,,,20,30,1887.58166503906
"H21509-04-01","P21509-001",1,,1,,,18,25,1887.58166503906
"H21510-04-01","P21510-004",1,,1,,,20,30,1887.58166503906
"H21601-04-01","P21601-004",2,,1,,,21,15,1887.58166503906
"H21602-04-01","P21602-001",1,"P21602-014",1,,,21,23,1887.58166503906
"H21603-04-01","P21603-002",1,"P21603-001",1,,,21,18,1887.58166503906
"H21608-04-01","P21608-002",2,,1,,,25,30,1887.58166503906
"H21608-04-01","P21608-001",1,,1,,,21,25,1887.58166503906
"H21609-04-01","P21609-002",1,"P21609-001",1,,,20,24,1887.58166503906
"H21610-04-01","P21610-003",2,,2,,,20,25,1887.58166503906
"H21612-04-02","P21612-003",1,,1,,,19,26,943.790832519531
"H21701-04-01","P21701-003",3,,,3,,,,1887.58166503906
"H21701-04-01","P21701-004",3,,,3,,,,1887.58166503906
"H21704-04-01","P21704-001",2,,1,,,20,30,1887.58166503906
"H21705-04-01","P21705-002",1,"P21705-001",1,,,20,35,1887.58166503906
"H21705-04-01","P21705-004",3,,,3,,,,1887.58166503906
"H21706-04-01","P21706-002",1,"P21706-001",1,,,23,34,1887.58166503906
"H21706-04-01","P21706-004",3,,,3,,,,1887.58166503906
"H21708-04-01","P21708-003",1,,1,,,20,32,1887.58166503906
"H21708-04-01","P21708-005",3,,,3,,,,1887.58166503906
"H21709-04-01","P21709-003",1,,1,,,18,23,1887.58166503906
"H21709-04-01","P21709-002",1,"P21709-001",1,,,18,28,1887.58166503906
"H22001-04-01","P22001-002",1,"P22001-001",1,,,17,26,2204.83032226563
"H22003-04-01","P22003-002",2,"P22003-001",1,,,20,24,2204.83032226563
"H22004-04-04","P22004-035",1,"P22004-005",2,,,17,23,551.207580566406
"H22004-04-05","P22004-023",3,,,2,3,22,26,551.207580566406
"H22004-04-05","P22004-021",3,,,2,3,14,30,551.207580566406
"H22006-04-01","P22006-002",1,"P22006-001",1,,,19,23,2204.83032226563
"H22014-04-01","P22014-002",1,"P22014-001",1,,,17,20,2204.83032226563
"H22101-04-01","P22101-016",3,,,3,,,,734.943481445313
"H22101-04-02","P22101-017",2,"P22101-010",1,,,23,31,734.943481445313
"H22103-04-01","P22103-002",3,,,3,,,,2204.83032226563
"H22103-04-01","P22103-003",3,,,3,,,,2204.83032226563
"H22105-04-01","P22105-002",3,,,2,1,18,20,2204.83032226563
"H22106-04-01","P22106-012",2,"P22106-001",2,,,16,18,2204.83032226563
"H22109-04-01","P22109-002",1,"P22109-001",1,,,18,25,2204.83032226563
"H22110-04-01","P22110-060",1,,1,,,15,20,367.471740722656
"H22110-04-03","P22110-040",3,,,3,,,,367.471740722656
"H22110-04-04","P22110-016",3,,,3,,,,367.471740722656
"H22110-04-05","P22110-041",2,"P22110-009",1,,,18,23,367.471740722656
"H22110-04-06","P22110-065",2,"P22110-027",1,,,29,30,367.471740722656
"H22301-04-01","P22301-006",2,"P22301-001",2,,,15,18,2204.83032226563
"H22302-04-01","P22302-002",1,"P22302-001",1,,,15,21,2204.83032226563
"H22302-04-01","P22302-003",3,,,3,,,,2204.83032226563
"H22302-04-01","P22302-004",3,,,3,,,,2204.83032226563
"H22303-04-02","P22303-012",2,,1,,,15,20,551.207580566406
"H22303-04-03","P22303-018",1,"P22303-017",2,,,18,20,551.207580566406
"H22303-04-04","P22303-004",1,"P22303-003",2,,,16,17,551.207580566406
"H22305-04-01","P22305-001",1,"P22305-007",1,,,17,21,2204.83032226563
"H22306-04-01","P22306-002",1,"P22306-001",2,,,15,18,2204.83032226563
"H22307-04-01","P22307-007",1,"P22307-003",1,,,18,20,2204.83032226563
"H22308-04-01","P22308-002",1,"P22308-001",1,,,16,20,2204.83032226563
"H22309-04-01","P22309-002",1,"P22309-001",1,,,18,19,1102.41516113281
"H22309-04-02","P22309-009",2,"P22309-003",1,,,19,22,1102.41516113281
"H22310-04-01","P22310-003",3,,,3,,,,2204.83032226563
"H22310-04-01","P22310-006",3,,,3,,,,2204.83032226563
"H22401-04-01","P22401-002",1,"P22401-001",1,,,17,20,1102.41516113281
"H22401-04-02","P22401-012",1,"P22401-003",1,,,18,23,1102.41516113281
"H22404-04-01","P22404-002",3,,,2,3,18,18,2204.83032226563
"H22406-04-01","P22406-001",3,,,1,1,18,24,2204.83032226563
"H22407-04-02","P22407-004",3,,,3,,,,734.943359375
"H22407-04-03","P22407-014",2,"P22407-002",1,,,17,27,734.943359375
"H22408-04-01","P22408-004",3,,,3,,,,2204.83032226563
"H22408-04-01","P22408-001",1,"P22408-008",1,,,18,29,2204.83032226563
"H22409-04-01","P22409-002",1,"P22409-001",1,,,21,29,2204.83032226563
"H22409-04-01","P22409-009",3,,,3,,,,2204.83032226563
"H22409-04-01","P22409-005",3,,,3,,,,2204.83032226563
"H22502-04-01","P22502-006",1,"P22502-001",1,,,18,23,1102.41516113281
"H22502-04-02","P22502-002",2,"P22502-009",2,,,16,20,1102.41516113281
"H22502-04-02","P22502-010",3,,,3,,,,1102.41516113281
"H22503-04-01","P22503-005",1,"P22503-006",1,,,18,24,1102.41516113281
"H22504-04-01","P22504-005",1,"P22504-003",1,,,19,20,2204.83032226563
"H22504-04-01","P22504-006",1,"P22504-002",1,,,17,22,2204.83032226563
"H22505-04-01","P22505-002",1,"P22505-001",1,,,18,23,2204.83032226563
"H22506-04-01","P22506-002",1,"P22506-001",1,,,15,24,2204.83032226563
"H22507-04-01","P22507-002",1,"P22507-001",1,,,16,18,2204.83032226563
"H22509-04-01","P22509-003",3,,,3,,,,2204.83032226563
"H22509-04-01","P22509-002",1,"P22509-001",1,,,24,31,2204.83032226563
"H22510-04-01","P22510-005",3,,,3,,,,2204.83032226563
"H22510-04-01","P22510-002",1,"P22510-001",1,,,19,22,2204.83032226563
"H22510-04-01","P22510-003",3,,,3,,,,2204.83032226563
"H22510-04-01","P22510-007",3,,,3,,,,2204.83032226563
"H22510-04-01","P22510-004",3,,,3,,,,2204.83032226563
"H22802-04-01","P22802-002",1,"P22802-001",2,,,16,33,2204.83032226563
"H22803-04-01","P22803-001",2,"P22803-004",2,,,18,26,2204.83032226563
"H22806-04-01","P22806-006",2,"P22806-001",1,,,14,16,2204.83032226563
"H23101-04-01","P23101-001",3,,,1,3,14,18,2204.83032226563
"H23102-04-01","P23102-002",1,"P23102-001",1,,,17,21,2204.83032226563
"H23103-04-01","P23103-002",1,"P23103-001",2,,,17,20,1102.41516113281
"H23103-04-02","P23103-003",1,"P23103-008",1,,,16,18,1102.41516113281
"H23104-04-01","P23104-003",3,,,3,,,,1102.41516113281
"H23104-04-02","P23104-004",2,"P23104-009",1,,,17,22,1102.41516113281
"H23105-04-01","P23105-001",2,,2,,,15,20,2204.83032226563
"H23105-04-01","P23105-008",3,,,3,,,,2204.83032226563
"H23106-04-01","P23106-002",1,"P23106-001",1,,,16,19,2204.83032226563
"H23108-04-01","P23108-002",1,"P23108-001",1,,,19,22,2204.83032226563
"H23109-04-01","P23109-006",3,,,3,,,,734.943359375
"H23109-04-01","P23109-002",1,"P23109-001",1,,,16,23,734.943359375
"H23109-04-01","P23109-005",3,,,3,,,,734.943359375
"H23109-04-03","P23109-020",1,"P23109-017",1,,,21,24,734.943359375
"H23110-04-01","P23110-002",1,"P23110-001",1,,,18,26,2204.83032226563
"H23302-04-01","P23302-002",1,"P23302-001",1,,,20,39,1887.58166503906
"H23303-04-01","P23303-014",1,,1,,,18,20,1887.58166503906
"H23303-04-01","P23303-003",3,,,3,,,,1887.58166503906
"H23307-04-01","P23307-006",1,,1,,,20,18,1887.58166503906
"H23308-04-01","P23308-001",1,,1,,,18,15,1887.58166503906
"H23310-04-01","P23310-002",1,"P23310-001",1,,,22,32,1887.58166503906
"H23312-04-01","P23312-001",1,"P23312-007",1,,,20,22,1887.58166503906
"H23401-04-01","P23401-001",2,,1,,,17,23,1887.58166503906
"H23402-04-01","P23402-002",1,,1,,,22,23,1887.58166503906
"H23402-04-01","P23402-001",2,,1,,,18,25,1887.58166503906
"H23404-04-01","P23404-010",1,,1,,,17,25,943.790832519531
"H23404-04-02","P23404-007",1,"P23404-001",1,,,17,28,943.790832519531
"H23406-04-01","P23406-001",3,,,1,1,20,25,1887.58166503906
"H23407-04-01","P23407-001",3,,,1,1,21,35,943.790832519531
"H23407-04-01","P23407-003",1,,1,,,25,19,943.790832519531
"H23407-04-02","P23407-009",1,"P23407-002",1,,,17,20,943.790832519531
"H23408-04-01","P23408-002",1,"P23408-001",1,,,67,29,1887.58166503906
"H23410-04-01","P23410-002",3,,,2,1,18,22,1887.58166503906
"H23411-04-01","P23411-002",1,"P23411-007",2,,,22,27,1887.58166503906
"H23503-04-02","P23503-013",2,"P23503-014",2,,,17,22,616.130615234375
"H23503-04-04","P23503-006",2,,2,,,15,21,616.130615234375
"H23504-04-01","P23504-003",3,,,3,,,,2464.5224609375
"H23504-04-01","P23504-007",3,,,1,3,17,21,2464.5224609375
"H23504-04-01","P23504-001",3,,,1,3,14,30,2464.5224609375
"H23504-04-01","P23504-002",3,,,3,,,,2464.5224609375
"H23505-04-01","P23505-002",1,"P23505-001",2,,,15,38,2464.5224609375
"H23506-04-01","P23506-017",1,"P23506-001",1,,,23,30,1232.26123046875
"H23506-04-02","P23506-008",1,"P23506-015",1,,,18,34,1232.26123046875
"H23507-04-01","P23507-002",1,"P23507-001",1,,,15,18,2464.5224609375
"H23509-04-01","P23509-007",1,"P23509-006",1,,,16,23,821.507507324219
"H23509-04-02","P23509-017",3,,,3,,,,821.507507324219
"H23510-04-01","P23510-002",3,,,1,3,18,26,1232.26123046875
"H23510-04-02","P23510-013",2,"P23510-001",2,,,18,24,1232.26123046875
"H23513-04-01","P23513-001",1,,1,,,27,32,2464.5224609375
"H23513-04-01","P23513-008",3,,,2,3,19,22,2464.5224609375
"H23601-04-01","P23601-002",1,"P23601-001",1,,,20,32,821.507507324219
"H23601-04-02","P23601-003",3,,,1,3,17,25,821.507507324219
"H23601-04-03","P23601-004",1,"P23601-009",1,,,19,23,821.507507324219
"H23603-04-01","P23603-002",1,"P23603-001",1,,,19,28,2464.5224609375
"H23606-04-01","P23606-002",1,"P23606-001",2,,,17,19,2464.5224609375
"H23606-04-01","P23606-004",3,,,3,,,,2464.5224609375
"H23607-04-02","P23607-006",1,"P23607-005",1,,,18,21,492.904541015625
"H23607-04-03","P23607-001",1,"P23607-014",1,,,20,24,492.904541015625
"H23607-04-04","P23607-026",1,"P23607-025",1,,,16,20,492.904541015625
"H23607-04-05","P23607-018",3,,,1,3,22,24,492.904541015625
"H23608-04-01","P23608-002",1,"P23608-001",1,,,15,25,2464.5224609375
"H23707-04-01","P23707-002",1,"P23707-001",1,,,18,26,2464.5224609375
"H23708-04-01","P23708-016",1,"P23708-015",1,,,20,30,821.507446289063
"H23708-04-02","P23708-002",3,,,1,3,20,30,821.507446289063
"H23708-04-02","P23708-005",3,,,3,,,,821.507446289063
"H23708-04-02","P23708-004",3,,,3,,,,821.507446289063
"H23708-04-03","P23708-010",1,"P23708-009",1,,,25,23,821.507446289063
"H23801-04-01","P23801-002",1,"P23801-001",1,,,29,32,2464.5224609375
"H23802-04-01","P23802-001",3,,,1,3,20,23,2464.5224609375
"H23804-04-01","P23804-002",1,,1,,,16,20,2464.5224609375
"H23806-04-01","P23806-008",3,,,3,,,,1232.26123046875
"H23812-04-01","P23812-007",3,,,2,3,17,19,2464.5224609375
"H23813-04-01","P23813-011",2,"P23813-001",1,,,16,32,2464.5224609375
"H23901-04-01","P23901-001",3,,,1,2,15,25,2464.5224609375
"H23902-04-01","P23902-010",1,"P23902-004",1,,,17,17,2464.5224609375
"H23902-04-01","P23902-002",1,"P23902-001",1,,,19,29,2464.5224609375
"H23902-04-01","P23902-003",3,,,1,3,17,23,2464.5224609375
"H23904-04-01","P23904-002",2,"P23904-001",2,,,14,18,2464.5224609375
"H23905-04-01","P23905-008",1,"P23905-007",1,,,19,16,1232.26123046875
"H23905-04-02","P23905-005",3,,,3,,,,1232.26123046875
"H23906-04-01","P23906-003",3,,,1,2,19,38,2464.5224609375
"H23906-04-01","P23906-002",3,,,3,,,,2464.5224609375
"H23908-04-01","P23908-002",3,,,2,3,15,17,2464.5224609375
"H24202-04-01","P24202-002",1,"P24202-001",1,,,18,22,2464.5224609375
"H24203-04-01","P24203-002",1,"P24203-001",2,,,15,20,1232.26123046875
"H24203-04-02","P24203-004",1,"P24203-013",1,,,18,19,1232.26123046875
"H24204-04-01","P24204-002",1,"P24204-001",1,,,18,23,2464.5224609375
"H24204-04-01","P24204-004",3,,,3,,,,2464.5224609375
"H24205-04-02","P24205-002",3,,,2,3,18,23,1232.26123046875
"H24206-04-01","P24206-002",1,"P24206-001",1,,,18,20,2464.5224609375
"H24207-04-01","P24207-006",3,,,1,3,18,20,2464.5224609375
"H24208-04-01","P24208-002",1,"P24208-001",1,,,18,20,2464.5224609375
"H24209-04-02","P24209-003",1,"P24209-013",2,,,14,19,1232.26123046875
"H24210-04-02","P24210-008",1,"P24210-003",1,,,18,20,1232.26123046875
"H24401-04-01","P24401-001",3,,,1,3,18,30,821.507507324219
"H24401-04-01","P24401-004",3,,,1,3,19,27,821.507507324219
"H24401-04-02","P24401-008",1,"P24401-007",1,,,19,27,821.507507324219
"H24401-04-03","P24401-002",1,,1,,,14,20,821.507507324219
"H24403-04-02","P24403-005",1,"P24403-003",1,,,16,25,1232.26123046875
"H24407-04-01","P24407-003",3,,,3,,,,2464.5224609375
"H24407-04-01","P24407-001",3,,,1,2,15,21,2464.5224609375
"H24407-04-01","P24407-010",3,,,1,2,16,18,2464.5224609375
"H24411-04-01","P24411-002",1,"P24411-001",1,,,17,20,2464.5224609375
"H24502-04-01","P24502-001",3,,,2,3,19,25,1887.58166503906
"H24505-04-01","P24505-001",3,,,2,1,19,30,1887.58166503906
"H24505-04-01","P24505-004",3,,,3,,,,1887.58166503906
"H24506-04-01","P24506-009",1,"P24506-001",1,,,18,32,943.790832519531
"H24506-04-02","P24506-008",1,"P24506-007",1,,,20,26,943.790832519531
"H24507-04-01","P24507-001",1,"P24507-005",1,,,23,30,1887.58166503906
"H24509-04-01","P24509-002",1,"P24509-001",1,,,22,35,1887.58166503906
"H24511-04-01","P24511-013",3,,,1,2,18,23,1887.58166503906
"H24603-04-01","P24603-002",3,,,1,1,20,30,1887.58166503906
"H24604-04-01","P24604-002",1,"P24604-001",1,,,18,21,1887.58166503906
"H24606-04-01","P24606-001",1,,1,,,18,31,1887.58166503906
"H24608-04-01","P24608-001",1,,1,,,20,22,1887.58166503906
"H24610-04-01","P24610-004",3,,,3,,,,1887.58166503906
"H24802-04-01","P24802-002",1,"P24802-001",1,,,16,19,1232.26123046875
"H24802-04-02","P24802-018",1,"P24802-011",1,,,34,17,1232.26123046875
"H24803-04-01","P24803-001",1,,1,,,20,35,2464.5224609375
"H24805-04-01","P24805-002",1,"P24805-001",1,,,20,28,2464.5224609375
"H24808-04-01","P24808-001",1,,1,,,18,24,2464.5224609375
"H24809-04-01","P24809-004",3,,,3,,,,2464.5224609375
"H24809-04-01","P24809-002",1,"P24809-001",1,,,19,20,2464.5224609375
"H25001-04-01","P25001-001",1,"P25001-008",1,,,23,21,2464.5224609375
"H25001-04-01","P25001-004",3,,,3,,,,2464.5224609375
"H25002-04-01","P25002-002",1,"P25002-001",2,,,16,20,2464.5224609375
"H25201-04-01","P25201-002",1,"P25201-001",1,,,16,21,1721.74719238281
"H25201-04-01","P25201-004",3,,,3,,,,1721.74719238281
"H25201-04-02","P25201-003",1,"P25201-011",1,,,15,22,1721.74719238281
"H25203-04-01","P25203-002",2,"P25203-001",1,,,18,20,3443.49438476563
"H25204-04-01","P25204-014",3,,,2,2,18,27,1721.74719238281
"H25204-04-02","P25204-019",2,"P25204-010",1,,,25,19,1721.74719238281
"H25208-04-01","P25208-002",2,"P25208-001",1,,,16,27,3443.49438476563
"H25209-04-01","P25209-002",2,"P25209-001",1,,,27,26,3443.49438476563
"H25401-04-01","P25401-002",1,"P25401-001",1,,,17,28,2437.248046875
"H25401-04-01","P25401-008",3,,,3,,,,2437.248046875
"H25402-04-02","P25402-006",1,"P25402-005",1,,,17,17,1218.6240234375
"H25403-04-01","P25403-002",1,"P25403-006",1,,,18,23,1218.6240234375
"H25403-04-02","P25403-003",3,,,3,,,,1218.6240234375
"H25403-04-02","P25403-001",1,,1,,,15,17,1218.6240234375
"H25404-04-01","P25404-002",1,"P25404-001",1,,,21,22,2437.248046875
"H25407-04-01","P25407-006",3,,,3,,,,2437.248046875
"H25407-04-01","P25407-001",3,,,1,1,19,29,2437.248046875
"H25408-04-01","P25408-013",1,,1,,,20,26,1218.6240234375
"H25409-04-02","P25409-011",2,"P25409-004",1,,,17,20,812.415954589844
"H25409-04-03","P25409-003",1,"P25409-013",1,,,24,26,812.415954589844
"H25410-04-02","P25410-004",1,"P25410-003",1,,,16,20,1218.6240234375
"H25601-04-01","P25601-003",3,,,3,,,,2437.24829101563
"H25602-04-01","P25602-002",1,"P25602-001",2,,,20,19,2437.24829101563
"H25603-04-01","P25603-003",3,,,3,,,,2437.24829101563
"H25605-04-01","P25605-002",1,"P25605-001",1,,,19,26,2437.24829101563
"H25607-04-01","P25607-004",3,,,3,,,,2437.24829101563
"H25607-04-01","P25607-002",1,"P25607-001",2,,,14,19,2437.24829101563
"H25609-04-01","P25609-021",3,,,3,,,,348.178344726563
"H25609-04-02","P25609-020",1,"P25609-035",1,,,20,30,348.178344726563
"H25609-04-04","P25609-025",1,"P25609-024",1,,,22,28,348.178344726563
"H25610-04-01","P25610-007",3,,,3,,,,812.416076660156
"H25610-04-02","P25610-010",1,"P25610-009",1,,,16,20,812.416076660156
"H25610-04-03","P25610-005",1,"P25610-017",1,,,20,27,812.416076660156
"H25701-04-01","P25701-001",1,,1,,,20,30,2437.248046875
"H25702-04-01","P25702-002",1,"P25702-001",1,,,24,35,1218.6240234375
"H25703-04-02","P25703-001",3,,,1,1,19,78,1218.6240234375
"H25703-04-03","P25703-010",1,"P25703-002",1,,,20,24,1218.6240234375
"H25705-04-02","P25705-009",1,"P25705-004",1,,,17,34,1218.6240234375
"H25706-04-01","P25706-002",1,"P25706-001",1,,,25,26,609.31201171875
"H25706-04-01","P25706-022",3,,,3,,,,609.31201171875
"H25706-04-02","P25706-013",1,"P25706-012",1,,,23,42,609.31201171875
"H25706-04-03","P25706-024",3,,,3,,,,609.31201171875
"H25706-04-03","P25706-015",3,,,3,,,,609.31201171875
"H25707-04-01","P25707-002",1,"P25707-001",1,,,25,27,2437.248046875
"H25901-04-01","P25901-001",2,"P25901-003",1,,,20,30,2437.24829101563
"H25903-04-02","P25903-014",1,"P25903-013",1,,,20,18,487.449645996094
"H25910-04-02","P25910-010",3,,,3,,,,812.416076660156
"H26009-04-02","P26009-014",1,"P26009-013",1,,,20,26,573.915710449219
"H26009-04-03","P26009-002",1,"P26009-001",1,,,20,22,573.915710449219
"H26009-04-04","P26009-020",1,"P26009-019",1,,,15,21,573.915710449219
"H26009-04-05","P26009-024",1,"P26009-023",1,,,20,21,573.915710449219
"H26009-04-06","P26009-006",2,"P26009-027",1,,,25,27,573.915710449219
"H26012-04-01","P26012-005",2,"P26012-009",1,,,14,19,3443.49438476563
"H26012-04-01","P26012-007",2,"P26012-001",1,,,20,20,3443.49438476563
"H26012-04-01","P26012-003",3,,,3,,,,3443.49438476563
"H26106-04-01","P26106-008",3,,,2,3,18,24,1721.74743652344
"H26106-04-02","P26106-004",2,"P26106-009",1,,,18,36,1721.74743652344
"H26108-04-01","P26108-003",2,"P26108-001",2,,,17,30,3443.49487304688
"H26109-04-01","P26109-001",3,,,2,3,16,22,3443.49487304688
"H26109-04-01","P26109-002",3,,,3,,,,3443.49487304688
"H26110-04-01","P26110-006",3,,,3,,,,3443.49487304688
"H26111-04-01","P26111-010",3,,,3,,,,3443.49487304688
"H26111-04-01","P26111-001",2,"P26111-009",1,,,20,32,3443.49487304688
"H26201-04-01","P26201-014",3,,,2,2,25,40,1721.74743652344
"H26201-04-01","P26201-003",3,,,3,,,,1721.74743652344
"H26201-04-01","P26201-002",2,"P26201-001",1,,,14,23,1721.74743652344
"H26202-04-01","P26202-001",3,,,1,3,17,22,3443.49487304688
"H26202-04-01","P26202-002",3,,,3,,,,3443.49487304688
"H26203-04-01","P26203-007",3,,,3,,,,1721.74743652344
"H26203-04-02","P26203-017",1,"P26203-004",1,,,18,23,1721.74743652344
"H26204-04-01","P26204-002",1,"P26204-001",1,,,16,21,3443.49487304688
"H26205-04-01","P26205-005",3,,,3,,,,3443.49487304688
"H26205-04-01","P26205-002",3,,,1,1,34,45,3443.49487304688
"H26206-04-01","P26206-012",3,,,1,3,19,21,1721.74743652344
"H26206-04-02","P26206-007",2,"P26206-015",1,,,18,23,1721.74743652344
"H26208-04-01","P26208-001",3,,,1,3,15,19,3443.49487304688
"H26208-04-01","P26208-002",3,,,3,,,,3443.49487304688
"H26209-04-01","P26209-002",1,"P26209-001",1,,,32,18,688.698974609375
"H26209-04-02","P26209-003",2,"P26209-014",1,,,30,30,688.698974609375
"H26209-04-04","P26209-020",2,"P26209-004",1,,,29,24,688.698974609375
"H26209-04-05","P26209-022",2,"P26209-007",1,,,22,23,688.698974609375
"H26305-04-01","P26305-002",1,"P26305-001",2,,,23,36,3443.49438476563
"H26306-04-01","P26306-001",2,"P26306-002",1,,,15,18,3443.49438476563
"H26307-04-01","P26307-006",2,"P26307-001",1,,,19,25,3443.49438476563
"H26308-04-01","P26308-002",2,"P26308-001",1,,,18,23,3443.49438476563
"H26309-04-01","P26309-002",3,,,2,3,16,20,3443.49438476563
"H26405-04-01","P26405-002",2,"P26405-001",1,,,17,20,3443.49487304688
"H26406-04-01","P26406-002",2,"P26406-001",1,,,14,21,3443.49487304688
"H26406-04-01","P26406-004",3,,,3,,,,3443.49487304688
"H26407-04-01","P26407-005",2,"P26407-001",2,,,22,25,3443.49487304688
"H26410-04-01","P26410-006",3,,,3,,,,3443.49487304688
"H26410-04-01","P26410-004",3,,,2,3,16,20,3443.49487304688
"H26411-04-01","P26411-007",1,"P26411-002",1,,,16,20,860.873718261719
"H26411-04-01","P26411-024",1,"P26411-003",1,,,18,22,860.873718261719
"H26411-04-01","P26411-005",3,,,3,,,,860.873718261719
"H26411-04-03","P26411-014",1,"P26411-013",1,,,20,22,860.873718261719
"H26416-04-01","P26416-002",1,"P26416-001",1,,,18,25,3443.49487304688
"H26502-04-01","P26502-007",2,,2,,,24,18,812.415954589844
"H26503-04-01","P26503-003",3,,,2,3,20,25,2437.248046875
"H26505-04-01","P26505-002",1,"P26505-001",1,,,16,18,2437.248046875
"H26506-04-01","P26506-008",3,,,1,3,17,21,2437.248046875
"H26506-04-01","P26506-001",3,,,1,1,20,20,2437.248046875
"H26507-04-01","P26507-008",1,"P26507-001",2,,,25,55,2437.248046875
"H26511-04-01","P26511-002",1,"P26511-001",1,,,20,23,1218.6240234375
"H26511-04-01","P26511-004",3,,,3,,,,1218.6240234375
"H26511-04-02","P26511-008",1,"P26511-003",1,,,21,19,1218.6240234375
"H26602-04-01","P26602-004",3,,,3,,,,1218.6240234375
"H26602-04-02","P26602-007",1,"P26602-002",1,,,16,25,1218.6240234375
"H26603-04-01","P26603-008",3,,,3,,,,812.415954589844
"H26603-04-02","P26603-011",1,"P26603-010",1,,,18,29,812.415954589844
"H26605-04-01","P26605-005",1,"P26605-003",1,,,24,18,2437.248046875
"H26607-04-01","P26607-002",1,"P26607-001",1,,,19,25,2437.248046875
"H26608-04-01","P26608-004",3,,,3,,,,2437.248046875
"H26608-04-01","P26608-002",1,"P26608-001",1,,,16,22,2437.248046875
"H26610-04-01","P26610-019",3,,,3,,,,2437.248046875
"H26610-04-01","P26610-013",1,"P26610-014",1,,,22,32,2437.248046875
"H27005-04-01","P27005-002",1,"P27005-001",1,,,18,29,3443.49438476563
"H27006-04-01","P27006-008",3,,,3,,,,1721.74719238281
"H27006-04-01","P27006-003",3,,,2,3,18,26,1721.74719238281
"H27006-04-01","P27006-002",1,"P27006-001",1,,,16,22,1721.74719238281
"H27006-04-02","P27006-004",1,"P27006-011",1,,,16,24,1721.74719238281
"H27010-04-01","P27010-013",3,,,3,,,,1147.83142089844
"H27010-04-02","P27010-003",3,,,2,3,25,28,1147.83142089844
"H27102-04-01","P27102-002",3,,,3,,,,3443.49438476563
"H27102-04-01","P27102-004",3,,,3,,,,3443.49438476563
