"HHID","AGroup_ID","a11q1a","a11q1b","a11q1c","a11q2","a11q3","a11q4","a11q5","hh","wgt_X"
361040401,106,6,6,,2,2,2,,"H36104-04-01",1788.31005859375
361040401,107,6,6,,,,,,"H36104-04-01",1788.31005859375
361090401,107,6,6,,,,,,"H36109-04-01",1788.31005859375
361100401,101,1,1,,2,2,2,,"H36110-04-01",1788.31005859375
361100401,107,6,6,,,,,,"H36110-04-01",1788.31005859375
362010401,106,6,6,,2,2,2,,"H36201-04-01",1136.32202148438
362010401,107,6,6,,,,,,"H36201-04-01",1136.32202148438
362030401,101,1,6,,2,2,2,,"H36203-04-01",1136.32202148438
362030401,106,1,6,,2,2,2,,"H36203-04-01",1136.32202148438
362030401,107,1,6,,,,,,"H36203-04-01",1136.32202148438
362060401,107,6,6,,,,,,"H36206-04-01",1136.32202148438
362070401,107,6,6,,,,,,"H36207-04-01",1136.32202148438
362080401,101,6,6,,2,2,2,,"H36208-04-01",1136.32202148438
362090401,104,6,6,,,,,,"H36209-04-01",1136.32202148438
362090401,106,6,6,,2,2,2,,"H36209-04-01",1136.32202148438
362100401,101,1,6,,2,2,2,,"H36210-04-01",1136.32202148438
362100401,102,1,6,,2,2,2,,"H36210-04-01",1136.32202148438
362100401,107,6,6,,,,,,"H36210-04-01",1136.32202148438
363040401,105,6,6,,2,2,2,,"H36304-04-01",3302.39892578125
363040401,106,6,6,,2,2,2,,"H36304-04-01",3302.39892578125
363040401,107,6,6,,,,,,"H36304-04-01",3302.39892578125
363080401,105,1,1,,2,2,2,,"H36308-04-01",3302.39892578125
363090401,101,6,6,,2,2,2,,"H36309-04-01",3302.39892578125
364010401,106,6,6,,2,2,2,,"H36401-04-01",1878.69799804688
364030401,105,4,6,,2,2,2,,"H36403-04-01",1878.69799804688
364030401,106,6,6,,2,2,2,,"H36403-04-01",1878.69799804688
364030401,107,6,6,,,,,,"H36403-04-01",1878.69799804688
364040401,105,6,6,,2,2,2,,"H36404-04-01",1878.69799804688
364040401,106,6,6,,2,2,2,,"H36404-04-01",1878.69799804688
364050401,105,1,1,,2,1,1,60000,"H36405-04-01",1878.69799804688
364050401,106,6,6,,2,2,2,,"H36405-04-01",1878.69799804688
364050401,107,6,6,,,,,,"H36405-04-01",1878.69799804688
364060401,101,1,1,,2,2,2,,"H36406-04-01",1878.69799804688
364060401,105,1,3,,2,2,2,,"H36406-04-01",1878.69799804688
364060401,106,1,1,,2,2,2,,"H36406-04-01",1878.69799804688
364060401,107,1,1,,,,,,"H36406-04-01",1878.69799804688
364080401,106,6,6,,2,2,2,,"H36408-04-01",1878.69799804688
364080401,107,6,6,,,,,,"H36408-04-01",1878.69799804688
364090401,105,6,6,,2,2,1,160000,"H36409-04-01",1878.69799804688
364100401,105,6,6,,1,1,2,,"H36410-04-01",1878.69799804688
364100401,106,6,6,,2,2,2,,"H36410-04-01",1878.69799804688
364100401,107,6,6,,,,,,"H36410-04-01",1878.69799804688
365020401,105,1,4,,1,1,2,,"H36502-04-01",3002.18090820313
365020401,106,1,6,,2,2,2,,"H36502-04-01",3002.18090820313
365020401,107,1,6,,,,,,"H36502-04-01",3002.18090820313
365020401,108,1,6,,,,,,"H36502-04-01",3002.18090820313
365030401,106,6,6,,2,2,2,,"H36503-04-01",3002.18090820313
365030401,107,6,6,,,,,,"H36503-04-01",3002.18090820313
365040401,105,1,1,,2,2,2,,"H36504-04-01",3002.18090820313
365040401,106,1,1,,2,2,2,,"H36504-04-01",3002.18090820313
365040401,107,1,1,,,,,,"H36504-04-01",3002.18090820313
365040401,108,1,1,,,,,,"H36504-04-01",3002.18090820313
365050401,105,4,1,,2,2,2,,"H36505-04-01",3002.18090820313
365050401,106,6,1,,2,2,2,,"H36505-04-01",3002.18090820313
365050401,107,6,1,,,,,,"H36505-04-01",3002.18090820313
365060401,105,1,6,,2,2,2,,"H36506-04-01",3002.18090820313
365060401,106,1,6,,2,2,2,,"H36506-04-01",3002.18090820313
365060401,107,1,6,,,,,,"H36506-04-01",3002.18090820313
365070401,106,6,6,,2,2,2,,"H36507-04-01",3002.18090820313
365070401,107,6,6,,,,,,"H36507-04-01",3002.18090820313
365070401,108,6,6,,,,,,"H36507-04-01",3002.18090820313
365080401,105,1,4,,1,1,1,50000,"H36508-04-01",3002.18090820313
365090401,105,1,4,,2,1,1,100000,"H36509-04-01",3002.18090820313
365090401,107,1,1,,,,,,"H36509-04-01",3002.18090820313
366020401,105,6,6,,2,2,2,,"H36602-04-01",2500.58227539063
366020401,107,6,6,,,,,,"H36602-04-01",2500.58227539063
366030401,105,1,1,,2,2,2,,"H36603-04-01",2500.58227539063
366030401,107,6,6,,,,,,"H36603-04-01",2500.58227539063
366050401,107,6,6,,,,,,"H36605-04-01",2500.58227539063
366060401,107,6,6,,,,,,"H36606-04-01",2500.58227539063
366070401,105,1,1,,2,2,2,,"H36607-04-01",2500.58227539063
366070401,107,6,6,,,,,,"H36607-04-01",2500.58227539063
366080401,106,1,1,,2,2,2,,"H36608-04-01",2500.58227539063
366080401,107,6,6,,,,,,"H36608-04-01",2500.58227539063
366080401,108,6,6,,,,,,"H36608-04-01",2500.58227539063
366090401,107,6,6,,,,,,"H36609-04-01",2500.58227539063
366100401,105,1,1,,2,2,2,,"H36610-04-01",2500.58227539063
366100401,106,1,1,,2,2,2,,"H36610-04-01",2500.58227539063
366100401,107,6,6,,,,,,"H36610-04-01",2500.58227539063
367010401,105,1,6,,2,2,2,,"H36701-04-01",1059.42810058594
367010401,107,1,6,,,,,,"H36701-04-01",1059.42810058594
367020401,107,6,6,,,,,,"H36702-04-01",1059.42810058594
367050401,104,6,6,,,,,,"H36705-04-01",1059.42810058594
367060401,106,6,6,,2,2,2,,"H36706-04-01",1059.42810058594
367070401,107,7,6,,,,,,"H36707-04-01",1059.42810058594
367090401,106,1,6,,2,2,2,,"H36709-04-01",1059.42810058594
367090401,107,1,6,,,,,,"H36709-04-01",1059.42810058594
367100401,106,1,6,,2,2,2,,"H36710-04-01",1059.42810058594
367100401,107,6,6,,,,,,"H36710-04-01",1059.42810058594
368020401,106,6,6,,2,2,2,,"H36802-04-01",2047.62976074219
368020401,107,6,6,,,,,,"H36802-04-01",2047.62976074219
368030401,105,1,7,,2,2,2,,"H36803-04-01",2047.62976074219
368030401,106,1,6,,2,2,2,,"H36803-04-01",2047.62976074219
368060401,106,6,6,,2,2,2,,"H36806-04-01",2047.62976074219
368090401,106,6,6,,2,2,2,,"H36809-04-01",2047.62976074219
369010401,105,1,6,,2,2,2,,"H36901-04-01",1252.86779785156
369020401,105,6,6,,2,2,2,,"H36902-04-01",1252.86779785156
369030401,106,6,6,,2,2,2,,"H36903-04-01",1252.86779785156
369040401,105,1,4,,1,2,2,,"H36904-04-01",1252.86779785156
369060401,106,6,6,,2,2,2,,"H36906-04-01",1252.86779785156
369060401,107,6,6,,,,,,"H36906-04-01",1252.86779785156
369070401,105,1,1,,2,2,2,,"H36907-04-01",1252.86779785156
369070401,106,6,6,,2,2,2,,"H36907-04-01",1252.86779785156
369070401,107,6,6,,,,,,"H36907-04-01",1252.86779785156
369080401,106,6,6,,2,2,2,,"H36908-04-01",1252.86779785156
369080401,107,6,6,,,,,,"H36908-04-01",1252.86779785156
369100401,107,6,6,,,,,,"H36910-04-01",1252.86779785156
370010401,107,6,6,,,,,,"H37001-04-01",3347.30493164063
370020401,106,6,6,,2,2,2,,"H37002-04-01",3347.30493164063
370040401,106,6,6,,2,2,2,,"H37004-04-01",3347.30493164063
370060401,103,6,6,,,,,,"H37006-04-01",3347.30493164063
370090401,105,1,6,,2,2,2,,"H37009-04-01",3347.30493164063
370090401,106,1,6,,2,2,2,,"H37009-04-01",3347.30493164063
371010401,102,1,6,,2,2,2,,"H37101-04-01",1267.58740234375
371010401,105,1,4,,1,1,2,,"H37101-04-01",1267.58740234375
371010401,107,1,6,,,,,,"H37101-04-01",1267.58740234375
371010401,108,6,6,,,,,,"H37101-04-01",1267.58740234375
371020401,106,1,1,,2,2,2,,"H37102-04-01",1267.58740234375
371020401,107,1,1,,,,,,"H37102-04-01",1267.58740234375
371050401,107,1,1,,,,,,"H37105-04-01",1267.58740234375
371060401,105,1,4,,2,2,2,,"H37106-04-01",1267.58740234375
371060401,106,1,6,,2,2,2,,"H37106-04-01",1267.58740234375
371060401,107,1,6,,,,,,"H37106-04-01",1267.58740234375
371060401,108,6,6,,,,,,"H37106-04-01",1267.58740234375
371070401,105,1,4,,2,1,1,50000,"H37107-04-01",1267.58740234375
371070401,106,1,6,,2,2,2,,"H37107-04-01",1267.58740234375
371070401,107,1,6,,,,,,"H37107-04-01",1267.58740234375
371070401,108,6,6,,,,,,"H37107-04-01",1267.58740234375
371080401,105,1,1,,2,1,1,65000,"H37108-04-01",1267.58740234375
371080401,107,1,1,,,,,,"H37108-04-01",1267.58740234375
371100401,107,1,1,,,,,,"H37110-04-01",1267.58740234375
372010401,101,1,1,,2,2,2,,"H37201-04-01",2853.9248046875
372010401,107,6,6,,,,,,"H37201-04-01",2853.9248046875
372020401,101,1,1,,2,2,2,,"H37202-04-01",2853.9248046875
372020401,107,6,6,,,,,,"H37202-04-01",2853.9248046875
372030401,101,1,1,,2,2,2,,"H37203-04-01",2853.9248046875
372030401,107,1,1,,,,,,"H37203-04-01",2853.9248046875
372050401,101,1,1,,2,2,2,,"H37205-04-01",2853.9248046875
372050401,107,1,1,,,,,,"H37205-04-01",2853.9248046875
372050401,108,1,1,,,,,,"H37205-04-01",2853.9248046875
372060401,106,6,6,,2,2,2,,"H37206-04-01",2853.9248046875
372060401,107,6,6,,,,,,"H37206-04-01",2853.9248046875
372070401,101,1,1,,2,2,2,,"H37207-04-01",2853.9248046875
372070401,107,6,6,,,,,,"H37207-04-01",2853.9248046875
372080401,101,1,1,,2,2,2,,"H37208-04-01",2853.9248046875
372090401,101,1,1,,2,2,2,,"H37209-04-01",2853.9248046875
372100401,106,6,6,,2,2,2,,"H37210-04-01",2853.9248046875
372100401,107,6,6,,,,,,"H37210-04-01",2853.9248046875
373010401,105,1,7,,2,2,2,,"H37301-04-01",2367.31103515625
373010401,107,1,6,,,,,,"H37301-04-01",2367.31103515625
373020401,106,1,1,,2,2,2,,"H37302-04-01",2367.31103515625
373020401,107,1,1,,,,,,"H37302-04-01",2367.31103515625
373030401,105,1,1,,2,2,2,,"H37303-04-01",2367.31103515625
373030401,106,1,1,,2,2,2,,"H37303-04-01",2367.31103515625
373040401,107,1,6,,,,,,"H37304-04-01",2367.31103515625
373050401,105,6,6,,2,1,2,,"H37305-04-01",2367.31103515625
373050401,106,6,6,,2,2,2,,"H37305-04-01",2367.31103515625
373050401,107,6,6,,,,,,"H37305-04-01",2367.31103515625
373060401,106,1,1,,2,2,2,,"H37306-04-01",2367.31103515625
373060401,107,1,1,,,,,,"H37306-04-01",2367.31103515625
373070401,105,1,7,,2,2,2,,"H37307-04-01",2367.31103515625
373070401,107,1,6,,,,,,"H37307-04-01",2367.31103515625
373070401,108,1,6,,,,,,"H37307-04-01",2367.31103515625
373080401,107,6,6,,,,,,"H37308-04-01",2367.31103515625
373090401,106,1,1,,2,2,2,,"H37309-04-01",2367.31103515625
373090401,107,1,1,,,,,,"H37309-04-01",2367.31103515625
374010401,105,4,6,,2,2,2,,"H37401-04-01",2993.59375
374010401,106,6,6,,2,2,2,,"H37401-04-01",2993.59375
374010401,107,6,6,,,,,,"H37401-04-01",2993.59375
374030401,106,6,6,,2,2,2,,"H37403-04-01",2993.59375
374030401,107,6,6,,,,,,"H37403-04-01",2993.59375
374070401,107,1,1,,,,,,"H37407-04-01",2993.59375
374080401,107,6,6,,,,,,"H37408-04-01",2993.59375
374090401,106,1,1,,2,2,2,,"H37409-04-01",2993.59375
374090401,107,1,1,,,,,,"H37409-04-01",2993.59375
374100401,106,6,6,,2,2,2,,"H37410-04-01",2993.59375
374100401,107,6,6,,,,,,"H37410-04-01",2993.59375
375010401,107,6,6,,,,,,"H37501-04-01",544.481567382813
375020401,106,6,6,,2,2,2,,"H37502-04-01",544.481567382813
375020401,107,6,6,,,,,,"H37502-04-01",544.481567382813
375030401,107,6,6,,,,,,"H37503-04-01",544.481567382813
375040401,107,6,6,,,,,,"H37504-04-01",544.481567382813
375050401,106,1,1,,2,2,2,,"H37505-04-01",544.481567382813
375050401,107,1,1,,,,,,"H37505-04-01",544.481567382813
375060401,106,1,1,,2,2,2,,"H37506-04-01",544.481567382813
375060401,107,1,1,,,,,,"H37506-04-01",544.481567382813
375070401,106,1,1,,2,2,2,,"H37507-04-01",544.481567382813
375070401,107,1,1,,,,,,"H37507-04-01",544.481567382813
375070401,108,1,1,,,,,,"H37507-04-01",544.481567382813
375080401,101,4,1,,2,2,2,,"H37508-04-01",544.481567382813
375080401,105,4,1,,2,2,2,,"H37508-04-01",544.481567382813
375080401,107,1,1,,,,,,"H37508-04-01",544.481567382813
375080401,108,1,1,,,,,,"H37508-04-01",544.481567382813
375090401,106,1,1,,2,2,2,,"H37509-04-01",544.481567382813
375090401,107,1,1,,,,,,"H37509-04-01",544.481567382813
375100401,107,1,1,,,,,,"H37510-04-01",544.481567382813
375100401,108,1,1,,,,,,"H37510-04-01",544.481567382813
376010401,101,1,1,,2,1,2,,"H37601-04-01",3280.814453125
376010401,105,1,1,,2,2,2,,"H37601-04-01",3280.814453125
376010401,106,6,6,,2,2,2,,"H37601-04-01",3280.814453125
376010401,107,6,6,,,,,,"H37601-04-01",3280.814453125
376020402,105,1,1,,2,2,2,,"H37602-04-02",3280.814453125
376020402,107,6,6,,,,,,"H37602-04-02",3280.814453125
376030401,107,1,1,,,,,,"H37603-04-01",3280.814453125
376040401,107,6,6,,,,,,"H37604-04-01",3280.814453125
376050401,101,1,1,,2,2,2,,"H37605-04-01",3280.814453125
376050401,107,6,6,,,,,,"H37605-04-01",3280.814453125
376060401,101,1,4,,2,2,2,,"H37606-04-01",3280.814453125
376060401,107,1,1,,,,,,"H37606-04-01",3280.814453125
376070401,106,6,6,,2,2,2,,"H37607-04-01",3280.814453125
376080401,101,1,1,,2,2,2,,"H37608-04-01",3280.814453125
376080401,107,6,6,,,,,,"H37608-04-01",3280.814453125
376100401,105,1,1,,2,2,2,,"H37610-04-01",3280.814453125
376100401,107,1,1,,,,,,"H37610-04-01",3280.814453125
377010401,105,1,6,,2,1,2,,"H37701-04-01",1595.68603515625
377010401,106,1,6,,2,2,2,,"H37701-04-01",1595.68603515625
377020401,102,6,6,,2,2,2,,"H37702-04-01",1595.68603515625
377020401,105,6,6,,2,1,1,80000,"H37702-04-01",1595.68603515625
377020401,106,6,6,,2,2,2,,"H37702-04-01",1595.68603515625
377020401,107,6,6,,,,,,"H37702-04-01",1595.68603515625
377030401,105,1,4,,2,2,2,,"H37703-04-01",1595.68603515625
377040401,106,6,6,,2,2,2,,"H37704-04-01",1595.68603515625
377040401,107,6,6,,,,,,"H37704-04-01",1595.68603515625
377050401,105,6,6,,2,2,2,,"H37705-04-01",1595.68603515625
377050401,107,6,6,,,,,,"H37705-04-01",1595.68603515625
377060401,106,1,1,,2,2,2,,"H37706-04-01",1595.68603515625
377070401,106,1,1,,2,2,2,,"H37707-04-01",1595.68603515625
377070401,107,1,1,,,,,,"H37707-04-01",1595.68603515625
377080401,107,1,1,,,,,,"H37708-04-01",1595.68603515625
377100401,105,1,6,,2,2,2,,"H37710-04-01",1595.68603515625
377100401,107,1,6,,,,,,"H37710-04-01",1595.68603515625
378010401,105,1,6,,2,2,2,,"H37801-04-01",2097.82543945313
378020401,105,1,6,,2,2,2,,"H37802-04-01",2097.82543945313
378020401,107,1,6,,,,,,"H37802-04-01",2097.82543945313
378030401,105,7,1,,2,2,2,,"H37803-04-01",2097.82543945313
378030401,107,6,6,,,,,,"H37803-04-01",2097.82543945313
378040401,101,1,4,,2,2,2,,"H37804-04-01",2097.82543945313
378040401,107,6,6,,,,,,"H37804-04-01",2097.82543945313
378060401,106,6,6,,2,2,2,,"H37806-04-01",2097.82543945313
378060401,107,6,6,,,,,,"H37806-04-01",2097.82543945313
378070401,101,1,1,,2,2,2,,"H37807-04-01",2097.82543945313
378070401,102,,,,2,2,2,,"H37807-04-01",2097.82543945313
378070401,107,6,6,,,,,,"H37807-04-01",2097.82543945313
378080401,101,1,1,,2,2,2,,"H37808-04-01",2097.82543945313
378100401,105,1,1,,2,2,2,,"H37810-04-01",2097.82543945313
378100401,106,1,1,,2,2,2,,"H37810-04-01",2097.82543945313
379020401,105,6,6,,2,2,2,,"H37902-04-01",2645.49951171875
379020401,106,6,6,,2,2,2,,"H37902-04-01",2645.49951171875
379020401,107,6,6,,,,,,"H37902-04-01",2645.49951171875
379050401,107,6,6,,,,,,"H37905-04-01",2645.49951171875
379060401,106,1,1,,2,2,2,,"H37906-04-01",2645.49951171875
379080401,105,6,6,,2,1,1,70000,"H37908-04-01",2645.49951171875
379080401,106,6,6,,2,2,2,,"H37908-04-01",2645.49951171875
379080401,107,6,6,,,,,,"H37908-04-01",2645.49951171875
379100401,106,6,6,,2,2,2,,"H37910-04-01",2645.49951171875
379100401,107,6,6,,,,,,"H37910-04-01",2645.49951171875
380010401,105,6,6,,2,2,2,,"H38001-04-01",2108.638671875
380010401,107,6,6,,,,,,"H38001-04-01",2108.638671875
380040401,105,6,6,,1,2,2,,"H38004-04-01",2108.638671875
380040401,106,6,6,,2,2,2,,"H38004-04-01",2108.638671875
380040401,107,6,6,,,,,,"H38004-04-01",2108.638671875
380070401,105,6,6,,2,2,2,,"H38007-04-01",2108.638671875
380070401,106,6,6,,2,2,2,,"H38007-04-01",2108.638671875
380070401,107,6,6,,,,,,"H38007-04-01",2108.638671875
380080401,107,6,6,,,,,,"H38008-04-01",2108.638671875
380090401,105,6,6,,2,2,2,,"H38009-04-01",2108.638671875
380090401,107,6,6,,,,,,"H38009-04-01",2108.638671875
380100401,105,1,1,,2,2,2,,"H38010-04-01",2108.638671875
380100401,106,6,6,,2,2,2,,"H38010-04-01",2108.638671875
380100401,108,6,6,,,,,,"H38010-04-01",2108.638671875
381010401,105,1,1,,2,2,2,,"H38101-04-01",2935.46557617188
381010401,107,1,1,,,,,,"H38101-04-01",2935.46557617188
381020401,102,1,1,,2,2,2,,"H38102-04-01",2935.46557617188
381020401,105,1,1,,2,2,2,,"H38102-04-01",2935.46557617188
381020401,106,1,1,,2,2,2,,"H38102-04-01",2935.46557617188
381020401,107,1,1,,,,,,"H38102-04-01",2935.46557617188
381020401,109,,,,1,2,1,400000,"H38102-04-01",2935.46557617188
381030401,105,1,1,,2,2,2,,"H38103-04-01",2935.46557617188
381040401,105,1,1,,2,2,2,,"H38104-04-01",2935.46557617188
381040401,107,6,6,,,,,,"H38104-04-01",2935.46557617188
381050401,109,,,,1,2,1,360000,"H38105-04-01",2935.46557617188
381060401,106,6,6,,2,2,2,,"H38106-04-01",2935.46557617188
381060401,107,6,6,,,,,,"H38106-04-01",2935.46557617188
381070401,105,1,1,,1,1,1,350000,"H38107-04-01",2935.46557617188
381070401,107,1,1,,,,,,"H38107-04-01",2935.46557617188
381080401,107,1,1,,,,,,"H38108-04-01",2935.46557617188
381090401,101,1,1,,1,1,1,200000,"H38109-04-01",2935.46557617188
381090401,106,6,6,,2,2,2,,"H38109-04-01",2935.46557617188
381090401,107,6,6,,,,,,"H38109-04-01",2935.46557617188
381100401,105,1,1,,2,1,1,200000,"H38110-04-01",2935.46557617188
381100401,107,1,1,,,,,,"H38110-04-01",2935.46557617188
382010401,106,6,6,,2,2,2,,"H38201-04-01",4849.8994140625
382010401,107,6,6,,,,,,"H38201-04-01",4849.8994140625
382020401,107,6,6,,,,,,"H38202-04-01",4849.8994140625
382040401,106,1,1,,2,2,2,,"H38204-04-01",4849.8994140625
382040401,107,6,6,,,,,,"H38204-04-01",4849.8994140625
382040401,108,6,6,,,,,,"H38204-04-01",4849.8994140625
382060401,106,1,1,,2,2,2,,"H38206-04-01",4849.8994140625
382060401,107,6,6,,,,,,"H38206-04-01",4849.8994140625
382070401,106,1,6,,2,2,2,,"H38207-04-01",4849.8994140625
382070401,107,1,6,,,,,,"H38207-04-01",4849.8994140625
382070401,108,1,6,,,,,,"H38207-04-01",4849.8994140625
382080401,107,1,6,,,,,,"H38208-04-01",4849.8994140625
382090401,107,6,6,,,,,,"H38209-04-01",4849.8994140625
382090401,108,6,6,,,,,,"H38209-04-01",4849.8994140625
383020401,106,6,6,,2,2,2,,"H38302-04-01",2366.15893554688
383020401,107,6,6,,,,,,"H38302-04-01",2366.15893554688
383030401,105,4,6,,2,2,2,,"H38303-04-01",2366.15893554688
383030401,106,4,6,,2,2,2,,"H38303-04-01",2366.15893554688
383030401,107,4,6,,,,,,"H38303-04-01",2366.15893554688
383040401,107,6,6,,,,,,"H38304-04-01",2366.15893554688
383050401,106,6,6,,2,2,2,,"H38305-04-01",2366.15893554688
383050401,107,6,6,,,,,,"H38305-04-01",2366.15893554688
383080401,106,6,6,,2,2,2,,"H38308-04-01",2366.15893554688
383080401,107,6,6,,,,,,"H38308-04-01",2366.15893554688
383090401,106,6,6,,2,2,2,,"H38309-04-01",2366.15893554688
383090401,107,6,6,,,,,,"H38309-04-01",2366.15893554688
383100401,105,4,6,,2,2,2,,"H38310-04-01",2366.15893554688
383100401,106,6,6,,2,2,2,,"H38310-04-01",2366.15893554688
383100401,107,6,6,,,,,,"H38310-04-01",2366.15893554688
384010401,106,6,6,,2,2,2,,"H38401-04-01",2472.08251953125
384010401,107,6,6,,,,,,"H38401-04-01",2472.08251953125
384030401,106,6,6,,2,2,2,,"H38403-04-01",2472.08251953125
384030401,107,6,6,,,,,,"H38403-04-01",2472.08251953125
384040401,106,6,6,,2,2,2,,"H38404-04-01",2472.08251953125
384040401,107,6,6,,,,,,"H38404-04-01",2472.08251953125
384050401,105,4,6,,2,1,1,280000,"H38405-04-01",2472.08251953125
384050401,106,6,6,,2,2,2,,"H38405-04-01",2472.08251953125
384050401,107,6,6,,,,,,"H38405-04-01",2472.08251953125
384050401,108,6,6,,,,,,"H38405-04-01",2472.08251953125
384060401,108,6,6,,,,,,"H38406-04-01",2472.08251953125
384070401,105,6,6,,1,1,2,,"H38407-04-01",2472.08251953125
384070401,107,6,6,,,,,,"H38407-04-01",2472.08251953125
384080401,107,6,6,,,,,,"H38408-04-01",2472.08251953125
384100401,106,6,6,,2,2,2,,"H38410-04-01",2472.08251953125
384100401,107,6,6,,,,,,"H38410-04-01",2472.08251953125
384100401,108,6,6,,,,,,"H38410-04-01",2472.08251953125
385010401,107,6,6,,,,,,"H38501-04-01",326.926422119141
385020401,106,6,6,,2,2,2,,"H38502-04-01",326.926422119141
385030401,106,6,6,,2,2,2,,"H38503-04-01",326.926422119141
385030401,107,6,6,,,,,,"H38503-04-01",326.926422119141
385030401,108,6,6,,,,,,"H38503-04-01",326.926422119141
385040401,106,6,6,,2,2,2,,"H38504-04-01",326.926422119141
385050401,105,1,4,,2,2,2,,"H38505-04-01",326.926422119141
385050401,106,6,6,,2,2,2,,"H38505-04-01",326.926422119141
385050401,107,6,6,,,,,,"H38505-04-01",326.926422119141
385070401,106,6,6,,2,2,2,,"H38507-04-01",326.926422119141
385070401,107,6,6,,,,,,"H38507-04-01",326.926422119141
385080401,106,6,6,,2,2,2,,"H38508-04-01",326.926422119141
385080401,107,6,6,,,,,,"H38508-04-01",326.926422119141
385100401,105,6,6,,2,2,2,,"H38510-04-01",326.926422119141
385100401,106,6,6,,2,2,2,,"H38510-04-01",326.926422119141
386010401,106,6,6,,2,2,2,,"H38601-04-01",3881.62280273438
386020401,106,6,6,,2,2,2,,"H38602-04-01",3881.62280273438
386020401,107,6,6,,,,,,"H38602-04-01",3881.62280273438
386020401,108,6,6,,,,,,"H38602-04-01",3881.62280273438
386030401,106,6,6,,2,2,2,,"H38603-04-01",3881.62280273438
386030401,107,6,6,,,,,,"H38603-04-01",3881.62280273438
386040401,105,6,6,,2,2,2,,"H38604-04-01",3881.62280273438
386040401,106,6,6,,2,2,2,,"H38604-04-01",3881.62280273438
386040401,107,6,6,,,,,,"H38604-04-01",3881.62280273438
386050401,106,6,6,,2,2,2,,"H38605-04-01",3881.62280273438
386050401,107,6,6,,,,,,"H38605-04-01",3881.62280273438
386070401,105,6,6,,2,2,2,,"H38607-04-01",3881.62280273438
386070401,106,6,6,,2,2,2,,"H38607-04-01",3881.62280273438
386070401,107,6,6,,,,,,"H38607-04-01",3881.62280273438
386080401,106,6,6,,2,2,2,,"H38608-04-01",3881.62280273438
386100401,106,6,6,,2,2,2,,"H38610-04-01",3881.62280273438
386100401,107,6,6,,,,,,"H38610-04-01",3881.62280273438
386100401,108,6,6,,,,,,"H38610-04-01",3881.62280273438
387010401,105,6,6,,2,2,2,,"H38701-04-01",1116.73669433594
387010401,106,6,6,,2,2,2,,"H38701-04-01",1116.73669433594
387010401,107,6,6,,,,,,"H38701-04-01",1116.73669433594
387010401,108,6,6,,,,,,"H38701-04-01",1116.73669433594
387020401,107,6,6,,,,,,"H38702-04-01",1116.73669433594
387020401,108,6,6,,,,,,"H38702-04-01",1116.73669433594
387030401,105,6,6,,2,2,2,,"H38703-04-01",1116.73669433594
387030401,106,6,6,,2,2,2,,"H38703-04-01",1116.73669433594
387030401,107,6,6,,,,,,"H38703-04-01",1116.73669433594
387040401,106,6,6,,2,2,2,,"H38704-04-01",1116.73669433594
387040401,107,6,6,,,,,,"H38704-04-01",1116.73669433594
387050401,106,6,6,,2,2,2,,"H38705-04-01",1116.73669433594
387050401,107,6,6,,,,,,"H38705-04-01",1116.73669433594
387060401,106,6,6,,2,2,2,,"H38706-04-01",1116.73669433594
387060401,107,6,6,,,,,,"H38706-04-01",1116.73669433594
387060401,108,6,6,,,,,,"H38706-04-01",1116.73669433594
387070401,106,6,6,,2,2,2,,"H38707-04-01",1116.73669433594
387070401,107,6,6,,,,,,"H38707-04-01",1116.73669433594
387080401,108,6,6,,,,,,"H38708-04-01",1116.73669433594
387090401,106,6,6,,2,2,2,,"H38709-04-01",1116.73669433594
387100401,106,6,6,,2,2,2,,"H38710-04-01",1116.73669433594
387100401,107,6,6,,,,,,"H38710-04-01",1116.73669433594
388010401,106,6,6,,2,2,2,,"H38801-04-01",2706.57373046875
388020401,106,6,6,,2,2,2,,"H38802-04-01",2706.57373046875
388030401,106,6,6,,2,2,2,,"H38803-04-01",2706.57373046875
388030401,107,6,6,,,,,,"H38803-04-01",2706.57373046875
388040401,106,6,6,,2,2,2,,"H38804-04-01",2706.57373046875
388040401,107,6,6,,,,,,"H38804-04-01",2706.57373046875
388050401,106,6,6,,2,2,2,,"H38805-04-01",2706.57373046875
388060401,106,1,6,,2,2,2,,"H38806-04-01",2706.57373046875
388060401,107,6,6,,,,,,"H38806-04-01",2706.57373046875
388060401,108,6,6,,,,,,"H38806-04-01",2706.57373046875
388070401,105,6,6,,2,2,2,,"H38807-04-01",2706.57373046875
388070401,106,6,6,,2,2,2,,"H38807-04-01",2706.57373046875
388080401,105,6,6,,2,2,2,,"H38808-04-01",2706.57373046875
388080401,106,6,6,,2,2,2,,"H38808-04-01",2706.57373046875
388080401,108,6,6,,,,,,"H38808-04-01",2706.57373046875
388090401,106,6,6,,2,2,2,,"H38809-04-01",2706.57373046875
388090401,107,6,6,,,,,,"H38809-04-01",2706.57373046875
390010401,107,6,6,,,,,,"H39001-04-01",1330.84216308594
390020401,106,6,6,,2,2,2,,"H39002-04-01",1330.84216308594
390020401,107,6,6,,,,,,"H39002-04-01",1330.84216308594
390020401,108,6,6,,,,,,"H39002-04-01",1330.84216308594
390030401,106,6,6,,2,2,2,,"H39003-04-01",1330.84216308594
390030401,107,1,1,,,,,,"H39003-04-01",1330.84216308594
390030401,108,6,6,,,,,,"H39003-04-01",1330.84216308594
